date,Anhui,Beijing,Chongqing,Fujian,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Henan,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Ningxia,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Yunnan,Zhejiang,Suzhou,Shijiazhuang,Shenzhen,Xian,Haerbin,Wuhan,Anyang,Langfang,Quanzhou,Nanchang,Tangshan,Guangan,Qingdao
2019-01-11,69.2720461425152,11.1747,12.5072,19.691069856518368,22.051645556100496,19.24022017352415,23.169081714437034,4.9696,57.892629525788074,79.05311044811322,24.928649203049204,27.082,96.44789078323292,91.10070885870667,22.014194251134647,18.0695,48.249,34.5872,43.30516215076392,149.7348161316538,18.5049,77.9429,8.720570110100116,19.6295,5.01643,49.1368,26.38329114129333,11.381398186464088,6.794340042996871,12.46743784923608,5.840581664037855,11.554150796950795,5.3524895518867925,7.704368774783935,5.422430143481633,4.040205748865356,21.812303512963904,0.264892620753677,12.1151838683462
2019-01-12,67.2041494015835,10.8411,12.1338,19.10332119685539,21.393342536408845,18.66584962432916,22.477471050275525,4.82125,56.16436013405936,76.69319448997642,24.184468607068613,26.2736,93.56859851301115,88.38127314007704,21.357006202723145,17.5301,46.8086,33.5547,42.01235717159813,145.265437715021,17.9525,75.6161,8.4602895418486,19.0435,4.86667,47.6699,25.59572685992297,11.04162916436464,6.591510074787112,12.095242828401869,5.6662104495268135,11.209231392931393,5.192705510023585,7.474370157600406,5.26057880314461,3.919593797276853,21.161140543975595,0.2569864401961069,11.753562284979006
2019-01-13,65.0377128521451,10.4917,11.7427,18.487502363745328,20.703687536497785,18.064082640429337,21.752835665737738,4.66583,54.353873125465206,74.22088820165095,23.40482480942481,25.4266,90.55250185873606,85.5315650516927,20.668555673222393,16.965,45.2997,32.473,40.65805660423418,140.58235066368684,17.3737,73.1786,8.187542705451508,18.4296,4.70979,46.1332,24.77043494830732,10.685696574585634,6.37902023724515,11.705343395765816,5.483550197160883,10.84787519057519,5.0253117983490565,7.233429994916116,5.090997636254671,3.7932443267776095,20.479000305033043,0.2487015891619042,11.374649336313151
2019-01-14,64.814631007181,10.4557,11.7024,18.424070044419373,20.632702756424752,18.002130423971376,21.678239626495845,4.64982,54.167403804819585,73.96632410377359,23.324537214137216,25.3394,90.24129188565568,85.23845221974459,20.597581391830563,16.9068,45.1443,32.3616,40.518604487562605,140.10034980360288,17.3141,72.9276,8.15943693726876,18.3664,4.69364,45.975,24.685547780255423,10.649037649171271,6.357149092415321,11.665195512437393,5.464761711356466,10.810662785862785,5.008075896226415,7.2086146009151,5.073529955580625,3.78021860816944,20.408743945094052,0.24784785936004178,11.335650196397129
2019-01-15,65.74313122813479,10.6055,11.87,18.687992401466545,20.928243880696385,18.260057833631485,21.988821356064715,4.71644,54.94340215302491,75.02588394162736,23.658670270270274,25.7024,91.53413331624151,86.45975568619501,20.89271611195159,17.149,45.791,32.8252,41.09908557009975,142.10699062034402,17.5622,73.9723,8.276317645276047,18.6295,4.76088,46.6336,25.039244313804986,10.801594999999999,6.448208369142883,11.832314429900247,5.5430303233438485,10.96552972972973,5.079816058372641,7.311884697508896,5.146207598533455,3.834383888048411,20.70111814946619,0.251398181950045,11.498009379655967
2019-01-16,65.86690567114712,10.6254,11.8924,18.72319773073398,20.967655268260327,18.294422699463325,22.030226721561608,4.72531,55.0468334386753,75.16712112323114,23.703221344421348,25.7508,91.70693885399308,86.62259614838841,20.932005446293495,17.1813,45.8772,32.887,41.17642093101561,142.3743577001219,17.5952,74.1115,8.29195714531322,18.6646,4.76984,46.7214,25.086403851611596,10.821929067679557,6.460351425224323,11.854579068984386,5.553479534700315,10.986178655578655,5.089378876768868,7.325649364514489,5.155902269266023,3.841594553706505,20.740088129130655,0.2518732412752749,11.519642299878099
2019-01-17,66.16406028355736,10.6733,11.946,18.807643475992386,21.06224259841379,18.37689837745975,22.129549812743527,4.74663,55.2951857268262,75.50625894457548,23.81015758835759,25.867,92.12055210870402,87.01341325765254,21.02646883509834,17.2588,46.0842,33.0354,41.3621500307252,143.01733389543546,17.6746,74.4459,8.32935594974994,18.7488,4.79136,46.9322,25.199586742347456,10.870753871546961,6.489494759819778,11.908049969274803,5.5785224763406935,11.035742411642412,5.112341055424528,7.358700162684291,5.179156524007615,3.858931164901664,20.833660238942553,0.2530092527051725,11.57166610456454
2019-01-18,65.63202207696557,10.5875,11.85,18.656393854262145,20.892906479262646,18.229129454382825,21.951647801470312,4.70847,54.850577701767,74.89916384433963,23.6186972972973,25.659,91.37972836815793,86.31319927022096,20.857397957639943,17.12,45.7136,32.7697,41.02959244959805,141.8673779087092,17.5325,73.8473,8.262340314324948,18.598,4.75283,46.5548,24.99680072977904,10.783346182320441,6.437320550319299,11.812307550401954,5.53366119873817,10.947002702702703,5.071236155660377,7.299531591255719,5.137506145737856,3.8279020423600603,20.666144524656836,0.25097361202169943,11.478622091290804
2019-01-19,65.0377128521451,10.4917,11.7427,18.487502363745328,20.703687536497785,18.064082640429337,21.752835665737738,4.66583,54.353873125465206,74.22088820165095,23.40482480942481,25.4266,90.55250185873606,85.5315650516927,20.668555673222393,16.965,45.2997,32.473,40.65805660423418,140.58235066368684,17.3737,73.1786,8.187542705451508,18.4296,4.70979,46.1332,24.77043494830732,10.685696574585634,6.37902023724515,11.705343395765816,5.483550197160883,10.84787519057519,5.0253117983490565,7.233429994916116,5.090997636254671,3.7932443267776095,20.479000305033043,0.2487015891619042,11.374649336313151
2019-01-20,63.05645822132204,10.1721,11.3849,17.92429550377212,20.07301677055883,17.513862955277283,21.09018386441875,4.52369,52.69809353563424,71.95987573408019,22.691870963270965,24.6521,87.79401345981285,82.92611765659842,20.038912405446293,16.4482,43.9197,31.4838,39.41952614040996,136.29985165921713,16.8445,70.9494,7.938141789399764,17.8682,4.56632,44.7279,24.01588234340158,10.360178680939226,6.184704052175636,11.34877385959005,5.316513525236593,10.517429036729036,4.872224265919811,7.013078342653788,4.935904496227878,3.677687594553706,19.855149440772752,0.24112588465666795,11.02814834078288
2019-01-21,62.276583281163695,10.0462,11.2441,17.702556815201298,19.82472502890599,17.297173384615384,20.829388145467384,4.46774,52.04627133150436,71.06983797759435,22.411171864171866,24.3471,86.70757864376363,81.9009981755524,19.791009379727686,16.2447,43.3765,31.0944,38.931909607727604,134.61423636733036,16.6361,70.0718,7.8399227070407,17.6472,4.50984,44.1747,23.7190018244476,10.232033732044199,6.108202798862564,11.208390392272403,5.250753824921135,10.387328135828135,4.81196202240566,6.926333645144891,4.874843184798703,3.6321906202723144,19.60956129130656,0.2381424202953207,10.891763632669647
2019-01-22,60.444337727858596,9.75067,10.9133,17.18176884862159,19.24148077541758,16.788286996422183,20.2165223547659,4.3363,50.51507809481374,68.97900320165094,21.751856964656966,23.6308,84.15709691065248,79.49095933509021,19.208766792738277,15.7668,42.1003,30.1796,37.786554277536936,130.65368803331978,16.1467,68.0103,7.609258969777454,17.128,4.37716,42.875,23.02104066490979,9.931008885359116,5.928499212740491,10.878645722463066,5.09627630126183,10.081743035343035,4.670396798349056,6.722561982714795,4.731431151378411,3.5253332072617245,19.032651037112355,0.23113586899132607,10.571311966680211
2019-01-23,60.568112170870926,9.77063,10.9357,17.216974177889025,19.280892162981523,16.822651862254027,20.257927720262792,4.34518,50.61850938046412,69.12014672464623,21.796339708939712,23.6792,84.32910242276631,79.6537997972836,19.248140620272316,15.7991,42.1865,30.2413,37.8638896384528,130.92105511309765,16.1798,68.1495,7.624898469814628,17.1631,4.38612,42.9628,23.068200202716397,9.951342953038672,5.940642268821931,10.900910361547204,5.106700394321766,10.102360291060291,4.679953275353774,6.736326649720386,4.741125822110979,3.532559379727685,19.071621016776817,0.23161092831655597,10.592944886902345
2019-01-24,58.475748388878664,9.43311,10.5579,16.622168770711415,18.614795430692954,16.24150379785331,19.558102364349395,4.19507,48.86984673808026,66.73241415978774,21.043412889812892,22.8612,81.41620907575951,76.90218370160146,18.58317919818457,15.2533,40.7292,29.1967,36.55586605412686,126.39801825138832,15.6208,65.7953,7.361467335613593,16.5702,4.2346,41.4787,22.271316298398542,9.607564720994475,5.735410977162358,10.524333945873142,4.930294597791798,9.75338711018711,4.518285840212264,6.50361409252669,4.5773312292885855,3.410520801815431,18.412774448398576,0.22360904740216414,10.226981748611676
2019-01-25,54.89761154483521,8.85589,9.91186,15.60505622893605,17.475762047637076,15.247690969588552,18.361329645788935,3.93838,45.879539857531874,62.649086146816046,19.755804851004854,21.4623,76.43412941930521,72.19655960267585,17.446069818456884,14.3199,38.237,27.4101,34.31904167936361,118.66380099553025,14.665,61.7693,6.911019513286874,15.5562,3.97548,38.9406,20.908540397324142,9.019685511049722,5.384463012525507,9.88035832063639,4.628623856466876,9.15659514899515,4.241813853183962,6.105663141840366,4.29724377106395,3.2018301815431163,17.286111489578037,0.20992642084650867,9.601199004469727
2019-01-26,51.5792091327564,8.32057,9.3127,14.661804311147149,16.419404013549602,14.326044359570663,17.251433515756027,3.70031,43.106174971021865,58.86209397110849,18.561603742203744,20.165,71.81382135623637,67.83235767281573,16.391510287443268,13.4543,35.9256,25.7532,32.24449732901216,111.49114712176622,13.7785,58.0354,6.493263534757668,14.6159,3.73517,36.5867,19.644642327184272,8.474456,5.0589881778932035,9.283102670987835,4.348831151419558,8.603096257796258,3.985406028891509,5.73658289781393,4.037495688852853,3.008289712556732,16.24118613116421,0.1972368289286647,9.02085287823378
2019-01-27,49.66032146934267,8.01102,8.96624,14.116317728266234,15.808527506308494,13.793007107334525,16.60960886221202,3.56265,41.50249193243349,56.67216838738208,17.870993762993766,19.4148,69.14213573900781,65.30879576728158,15.781722919818458,12.9538,34.5891,24.7951,31.04494512942464,107.34279422998782,13.2659,55.8763,6.251689924038537,14.0721,3.59621,35.2256,18.913804232718427,8.159180024861877,4.870770808630884,8.937754870575361,4.187044203470031,8.283006237006237,3.8371316126179247,5.523164270462633,3.8872822717337656,2.896377080181543,15.636963772241991,0.1898988835833019,8.68520577001219
2019-01-28,50.48989808506721,8.14485,9.11603,14.35216991186632,16.072628085444844,14.023442624329158,16.887165871404616,3.62216,42.19586245470849,57.618963260613214,18.16959528759529,19.7391,70.29721275477503,66.3998268639773,16.04534167927383,13.1702,35.1669,25.2093,31.56354239404015,109.13665155763239,13.4875,56.8098,6.356134585156361,14.3072,3.65629,35.814,19.229773136022704,8.295493162983425,4.952142928259769,9.087057605959846,4.256973541009464,8.421404712404712,3.9012367393867926,5.615438230808337,3.9522300881336814,2.9447583207261725,15.898206151499744,0.19307145368570686,8.830348442367601
2019-01-29,47.5182560117842,7.66548,8.5795,13.507398826059367,15.12666621899435,13.198113096601073,15.893188169426127,3.40898,39.71239817449449,54.227772364386794,17.10016451836452,18.5774,66.15980016664531,62.49181085749037,15.100961270801815,12.3951,33.0972,23.7256,29.705863167220844,102.71336562373018,12.6937,53.4662,5.982033211078744,13.4652,3.4411,33.7062,18.09798914250963,7.807256645027624,4.660682294538736,8.552236832779156,4.006443651419558,7.925735481635481,3.6716276356132074,5.28493804778851,3.7196011739406334,2.7714387291981843,14.962507132689375,0.1817078969278524,8.310634376269808
2019-01-30,44.79454662124839,7.2261,8.08773,12.733195215398716,14.259615692587614,12.441608758497317,14.982270128494509,3.21358,37.436089472056196,51.119430465801884,16.12004088704089,17.5125,62.36751863863608,58.90986349077641,14.235413010590015,11.6846,31.2,22.3657,28.003165246012035,96.82573899498848,11.9661,50.4016,5.639150394563254,12.6934,3.24386,31.7742,17.060636509223595,7.359745866022099,4.393535060747058,8.062034753987962,3.7767870662460568,7.471459112959113,3.461169534198113,4.982006192170818,3.5064047846012834,2.6125869894099845,14.104858469750889,0.17129262284238927,7.834261005011513
2019-01-31,43.370756729884,6.99642,7.83066,12.328451541281817,13.806384735602272,12.046126427549195,14.50598396025371,3.11143,36.24619017736436,49.49464092570755,15.607635204435207,16.9559,60.385215113446996,57.037353261706876,13.782951966717096,11.3132,30.2083,21.6548,27.11303213603266,93.74777956792632,11.5858,48.7995,5.459908124571991,12.2899,3.14075,30.7642,16.51834673829313,7.125817682320442,4.253889915810499,7.805767863967338,3.6567467271293372,7.233964795564795,3.3511590742924526,4.823654031520082,3.3949484587181837,2.5295480332829046,13.65653810879512,0.16584802988018915,7.585220432073683
2019-02-01,44.99776698582214,7.25888,8.12442,12.790982136712968,14.32431236363359,12.498024413237925,15.050228032987402,3.22816,37.605916024925776,51.351329180424536,16.193153846153848,17.592,62.65048770670427,59.17707693492804,14.299965809379728,11.7376,31.3416,22.4671,28.130194011532474,97.26518315725315,12.0204,50.6302,5.664732687860776,12.7509,3.25857,31.9183,17.138023065071966,7.393132907458563,4.413468774157152,8.098605988467527,3.7939177444794954,7.505346153846153,3.476870819575472,5.004606761565836,3.5223178632870344,2.624434190620272,14.168844306049822,0.17206970055989093,7.869816842746851
2019-02-02,44.655324360154665,7.20364,8.0626,12.69359902101107,14.21528895219266,12.402948284436494,14.93563723188278,3.20359,37.31976590150887,50.96058546580189,16.069955093555095,17.4581,62.17375242917574,58.726784285424685,14.191138577912255,11.6483,31.1031,22.2962,27.916124142009345,96.52506667343897,11.9289,50.2449,5.621622066019175,12.6539,3.23378,31.6754,17.00761571457531,7.336877240331491,4.379877533626247,8.036975857990656,3.7650568217665614,7.448244906444906,3.450414534198113,4.966525815963395,3.4955009789889306,2.604461422087746,14.061031042196237,0.17076018920251806,7.809933326561018
2019-02-03,43.29879484441172,6.9848,7.81766,12.307986973489388,13.783446422390899,12.026175713774597,14.481920721788583,3.10627,36.18600664741368,49.41240866745284,15.581738184338185,16.9277,60.28497190103833,56.942673164403004,13.760054311649016,11.2944,30.1582,21.6188,27.068075134054464,93.59235510632534,11.5665,48.7185,5.450841747738847,12.2695,3.13554,30.7131,16.490926835596998,7.113985904696132,4.246822384293435,7.792824865945537,3.650668099369085,7.221961815661815,3.34559133254717,4.81564478901881,3.3893130265106115,2.525345688350983,13.633862658871378,0.16557263316991094,7.572644893674659
2019-02-04,41.4817092616461,6.69168,7.48958,11.791511463724177,13.205028956817621,11.52148947584973,13.874199485517574,2.97591,34.66741268914507,47.3388070754717,14.927821344421345,16.2173,57.754970824253306,54.5530281532536,13.182543343419063,10.8204,28.8926,20.7116,25.932114963171852,89.6647419558445,11.0811,46.674,5.222089504924589,11.7546,3.00395,29.4242,15.798871846746403,6.815438012430938,4.068605981444257,7.46578503682815,3.4974716088328073,6.918878655578655,3.2051929245283017,4.613549842399593,3.2470885362758235,2.4193566565809377,13.061699456024401,0.15862414467233327,7.254858044155493
2019-02-05,40.75738889707236,6.57483,7.35881,11.58561125290841,12.974450198339587,11.320264094812165,13.631907567179047,2.92395,34.06211991323411,46.512176196933964,14.667142896742899,15.9342,56.7465385078836,53.6004889924995,12.952383888048411,10.6315,28.3881,20.3499,25.4792838137127,88.09911804889612,10.8877,45.859,5.130911975239268,11.5493,2.9515,28.9104,15.523011007500509,6.6964405138121545,3.9975622814262146,7.335416186287302,3.436409029968454,6.798057103257102,3.1492238030660378,4.532997295373665,3.1903887470915886,2.3771161119515885,12.83364227758007,0.15585457175596878,7.128181951103888
2019-02-06,40.559829534155774,6.54297,7.32315,11.529470906014243,12.911569108069028,11.265471225402505,13.565858126426491,2.90978,33.897040065258395,46.286833584905665,14.596079833679836,15.857,56.471569696192795,53.340719683762416,12.889605446293496,10.58,28.2505,20.2513,25.35582676164822,87.67225586685629,10.8349,45.6368,5.10604743677437,11.4934,2.9372,28.7704,15.447780316237584,6.663986650552486,3.978187967228861,7.2998732383517835,3.419755599369085,6.765120166320166,3.1339664150943394,4.511028418912049,3.1749290939857575,2.3655945537065053,12.771444865277072,0.15509929627803082,7.093644133143709
2019-02-07,40.28330399558093,6.49836,7.27321,11.450827375378976,12.823535581690244,11.18862756708408,13.473339123362296,2.88994,33.6659165578334,45.97120407429245,14.496591545391546,15.7488,56.08651735674914,52.97704265153052,12.801732526475037,10.5078,28.0579,20.1132,25.18290924281325,87.0744267770554,10.761,45.3256,5.071232549735096,11.415,2.91717,28.5742,15.342457348469493,6.618548937845303,3.9510639273525663,7.250090757186751,3.3964207018927444,6.719008454608454,3.112595925707547,4.480270432130148,3.1532726246210254,2.349467473524962,12.684364072191155,0.1540417729105625,7.045273222944602
2019-02-08,41.44217819922667,6.68531,7.48245,11.78022066770077,13.192452738763508,11.51051181037567,13.861006192703933,2.97308,34.63442016006792,47.29375728478774,14.913608731808734,16.2019,57.700009062940644,54.50107429150618,13.17003835098336,10.8101,28.8651,20.6919,25.907423552758956,89.57935101652444,11.0706,46.6296,5.217118108294415,11.7434,3.00109,29.3962,15.783825708493815,6.808951848066298,4.0647311186047865,7.4586764472410465,3.4941308753943217,6.912291268191268,3.202142715212264,4.6091591865785455,3.2439793322992316,2.4170616490166412,13.04926880528724,0.1584731354761974,7.247948983475552
2019-02-09,43.31222772969987,6.98697,7.82009,12.311828980469576,13.787741820810789,12.029898574239713,14.48640146274416,3.10723,36.197258096051,49.42776867924528,15.586589604989607,16.933,60.30369250096142,56.96035298601257,13.764278971255676,11.2979,30.1676,21.6256,27.076460896081482,93.62195976567791,11.5701,48.7337,5.452534138081035,12.2733,3.13651,30.7227,16.496047013987432,7.116197882596685,4.24814584096748,7.795239103918514,3.6517984227129334,7.224210395010394,3.346631320754717,4.817142135231317,3.390371019530424,2.5261210287443268,13.638101886120996,0.16562404055582955,7.575040234322092
2019-02-10,44.615889246915856,7.19727,8.05546,12.682386633293381,14.202757016596484,12.391970618962434,14.922443939069138,3.20076,37.286773372431725,50.91553567511793,16.05574248094248,17.4427,62.118790667863095,58.67483042367728,14.17863358547655,11.638,31.0756,22.2765,27.89143273159645,96.43902813219559,11.9184,50.2005,5.616650669389001,12.6427,3.23092,31.6474,16.992569576322726,7.33039107596685,4.3760163146700135,8.029867268403553,3.761716088328076,7.441657519057518,3.447364324882076,4.962135160142348,3.492413366706621,2.602166414523449,14.048600391459074,0.1706091800063822,7.802971867804416
2019-02-11,47.18368121892838,7.6115,8.51909,13.412289551223294,15.02016690765583,13.10513704293381,15.781335598905462,3.38497,39.43275279482104,53.84592621757076,16.979767290367292,18.4466,65.69394523779003,62.05183143725928,14.994668835098338,12.3078,32.8641,23.5586,29.496684992213478,101.98990176080184,12.6043,53.0897,5.939912335374761,13.3704,3.41687,33.4688,17.970568562740727,7.7522797776243095,4.627868755352373,8.492015007786524,3.9782358044164035,7.8699327096327085,3.645773782429245,5.247722755465175,3.6934104487767043,2.7519311649016642,14.857144672089477,0.18042844971135158,8.252098239198158
2019-02-12,48.51382470999816,7.82608,8.75924,13.790452809701756,15.44359577044956,13.474654808586763,16.22617360377287,3.4804,40.54436075941151,55.363851285377365,17.45841801801802,18.9666,67.54584458402769,63.80104817352524,15.417303782148261,12.6547,33.7905,24.2227,30.328195413948404,104.86525430041988,12.9597,54.5864,6.107360760168908,13.7473,3.51319,34.4123,18.47715182647476,7.970816281767956,4.758331566870046,8.731404586051603,4.0903638801261835,8.091781981981981,3.7485487146226415,5.395655882053889,3.797547190298245,2.8294962178517395,15.275967076766651,0.18551479745293145,8.484745699580117
2019-02-13,50.30481211563249,8.11499,9.08261,14.299557938729466,16.013732416388617,13.972086241502684,16.82518228818582,3.60888,42.04115503594531,57.40776309846698,18.102973665973668,19.6668,70.03952449685937,66.1564191445368,15.98653441754917,13.1219,35.038,25.1169,31.44784993644514,108.73606351076798,13.4381,56.6015,6.332826441381152,14.2548,3.64289,35.6827,19.15928085546321,8.265078466850829,4.933996563553798,9.053750063554864,4.241375078864353,8.390526334026333,3.886936901533019,5.594849720386375,3.9377420612705354,2.9339655824508317,15.839916776817489,0.19236345464303328,8.79793648923202
2019-02-14,52.46424437488493,8.46335,9.47251,14.913338155890855,16.70112901094489,14.571848608228981,17.547494325561455,3.7638,43.84589911763083,59.872108405070755,18.88008925848926,20.511,73.04610084604538,68.99635680518954,16.672788124054463,13.6852,36.5421,26.1951,32.79780233090619,113.40434823242583,14.015,59.0313,6.6046817507229845,14.8667,3.79927,37.2145,19.98174319481046,8.619882026243094,5.145790563050643,9.442397669093818,4.423457610410094,8.75071074151074,4.053791594929245,5.835025612608033,4.106761844109145,3.059911875945537,16.519893243518048,0.20062122500072527,9.175651767574157
2019-02-15,53.05711436199595,8.55898,9.57954,15.081916013184799,16.88986084667244,14.736513590339893,17.745725624503486,3.80633,44.341314465442935,60.54860453419812,19.09341510741511,20.7428,73.87148729650045,69.77597490370972,16.861123449319216,13.8398,36.955,26.4911,33.168406424933714,114.68567489502912,14.1733,59.6983,6.679305587373789,15.0347,3.8422,37.635,20.20752509629029,8.717278178176795,5.203940793409179,9.54909357506629,4.473417902208202,8.849584892584893,4.099595465801887,5.900955638027453,4.153183986815201,3.0944765506807865,16.70655171835282,0.20288796942357346,9.27932510497088
2019-02-16,54.439742054870194,8.78202,9.82918,15.474898441443983,17.329984196108427,15.120540966010733,18.208237663140107,3.90552,45.496814799977955,62.126471111438676,19.59099320859321,21.2833,75.79650898602743,71.59428252179201,17.300572541603632,14.2005,37.918,27.1815,34.032761081274465,117.67389519842881,14.5427,61.254,6.853364911942103,15.4265,3.94232,38.6157,20.73411747820799,8.944443700276242,5.339547348907416,9.797938918725535,4.590017034700315,9.080206791406791,4.20642888856132,6.05472997458058,4.261401558556018,3.1751274583963687,17.141911525165227,0.20817512726639784,9.521104801571177
