date,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Xinjiang,Yunnan,Zhejiang
2019-01-11,72.1966,11.1747,12.5072,25.1135,32.6973,49.7977,20.1557,27.9224,4.9696,98.7907,23.2523,84.4056,36.4828,27.082,120.556,117.484,26.0544,18.0695,48.249,34.5872,13.496,55.7726,161.85,18.5049,77.9429,11.5423,19.6295,72.7942,5.01643,49.1368
2019-01-12,70.0414,10.8411,12.1338,24.3639,31.7212,48.3111,19.554,27.0889,4.82125,95.8415,22.5581,81.8859,35.3937,26.2736,116.957,113.977,25.2766,17.5301,46.8086,33.5547,13.0932,54.1076,157.019,17.9525,75.6161,11.1978,19.0435,70.6212,4.86667,47.6699
2019-01-13,67.7835,10.4917,11.7427,23.5785,30.6987,46.7537,18.9236,26.2156,4.66583,92.752,21.8309,79.2462,34.2527,25.4266,113.187,110.302,24.4618,16.965,45.2997,32.473,12.6711,52.3634,151.957,17.3737,73.1786,10.8368,18.4296,68.3446,4.70979,46.1332
2019-01-14,67.551,10.4557,11.7024,23.4976,30.5934,46.5934,18.8587,26.1257,4.64982,92.4338,21.7561,78.9744,34.1352,25.3394,112.798,109.924,24.3778,16.9068,45.1443,32.3616,12.6276,52.1838,151.436,17.3141,72.9276,10.7996,18.3664,68.1102,4.69364,45.975
2019-01-15,68.5187,10.6055,11.87,23.8342,31.0316,47.2608,19.1289,26.5,4.71644,93.758,22.0677,80.1057,34.6242,25.7024,114.414,111.499,24.7271,17.149,45.791,32.8252,12.8085,52.9314,153.605,17.5622,73.9723,10.9543,18.6295,69.0859,4.76088,46.6336
2019-01-16,68.6477,10.6254,11.8924,23.8791,31.0901,47.3498,19.1649,26.5499,4.72531,93.9345,22.1093,80.2565,34.6894,25.7508,114.63,111.709,24.7736,17.1813,45.8772,32.887,12.8326,53.031,153.894,17.5952,74.1115,10.975,18.6646,69.2159,4.76984,46.7214
2019-01-17,68.9574,10.6733,11.946,23.9868,31.2303,47.5634,19.2513,26.6696,4.74663,94.3583,22.209,80.6186,34.8459,25.867,115.147,112.213,24.8854,17.2588,46.0842,33.0354,12.8905,53.2702,154.589,17.6746,74.4459,11.0245,18.7488,69.5282,4.79136,46.9322
2019-01-18,68.4029,10.5875,11.85,23.7939,30.9792,47.181,19.0965,26.4552,4.70847,93.5996,22.0304,79.9704,34.5657,25.659,114.221,111.31,24.6853,17.12,45.7136,32.7697,12.7869,52.8419,153.346,17.5325,73.8473,10.9358,18.598,68.9692,4.75283,46.5548
2019-01-19,67.7835,10.4917,11.7427,23.5785,30.6987,46.7537,18.9236,26.2156,4.66583,92.752,21.8309,79.2462,34.2527,25.4266,113.187,110.302,24.4618,16.965,45.2997,32.473,12.6711,52.3634,151.957,17.3737,73.1786,10.8368,18.4296,68.3446,4.70979,46.1332
2019-01-20,65.7186,10.1721,11.3849,22.8602,29.7635,45.3295,18.3472,25.417,4.52369,89.9265,21.1659,76.8321,33.2093,24.6521,109.739,106.942,23.7166,16.4482,43.9197,31.4838,12.2851,50.7683,147.328,16.8445,70.9494,10.5067,17.8682,66.2627,4.56632,44.7279
2019-01-21,64.9058,10.0462,11.2441,22.5774,29.3954,44.7688,18.1202,25.1027,4.46774,88.8142,20.9041,75.8818,32.7985,24.3471,108.381,105.62,23.4232,16.2447,43.3765,31.0944,12.1331,50.1403,145.506,16.6361,70.0718,10.3767,17.6472,65.4431,4.50984,44.1747
2019-01-22,62.9962,9.75067,10.9133,21.9132,28.5306,43.4517,17.5871,24.3641,4.3363,86.2013,20.2891,73.6494,31.8336,23.6308,105.193,102.512,22.7341,15.7668,42.1003,30.1796,11.7762,48.6652,141.225,16.1467,68.0103,10.0714,17.128,63.5177,4.37716,42.875
2019-01-23,63.1252,9.77063,10.9357,21.9581,28.589,43.5407,17.6231,24.414,4.34518,86.3778,20.3306,73.8001,31.8987,23.6792,105.408,102.722,22.7807,15.7991,42.1865,30.2413,11.8003,48.7648,141.514,16.1798,68.1495,10.0921,17.1631,63.6477,4.38612,42.9628
2019-01-24,60.9445,9.43311,10.5579,21.1995,27.6014,42.0365,17.0143,23.5706,4.19507,83.3938,19.6283,71.2507,30.7968,22.8612,101.767,99.1735,21.9937,15.2533,40.7292,29.1967,11.3926,47.0802,136.625,15.6208,65.7953,9.74343,16.5702,61.449,4.2346,41.4787
2019-01-25,57.2153,8.85589,9.91186,19.9023,25.9124,39.4643,15.9732,22.1283,3.93838,78.291,18.4273,66.8909,28.9124,21.4623,95.5396,93.1051,20.6479,14.3199,38.237,27.4101,10.6955,44.1994,128.265,14.665,61.7693,9.14723,15.5562,57.689,3.97548,38.9406
2019-01-26,53.7568,8.32057,9.3127,18.6993,24.3461,37.0788,15.0077,20.7907,3.70031,73.5584,17.3134,62.8475,27.1647,20.165,89.7644,87.477,19.3998,13.4543,35.9256,25.7532,10.049,41.5276,120.512,13.7785,58.0354,8.5943,14.6159,54.2018,3.73517,36.5867
2019-01-27,51.7569,8.01102,8.96624,18.0036,23.4403,35.6993,14.4493,20.0172,3.56265,70.8218,16.6693,60.5093,26.154,19.4148,86.4249,84.2226,18.6781,12.9538,34.5891,24.7951,9.67515,39.9827,116.028,13.2659,55.8763,8.27456,14.0721,52.1853,3.59621,35.2256
2019-01-28,52.6215,8.14485,9.11603,18.3044,23.8319,36.2957,14.6907,20.3517,3.62216,72.005,16.9477,61.5202,26.591,19.7391,87.8687,85.6296,18.9901,13.1702,35.1669,25.2093,9.83678,40.6506,117.967,13.4875,56.8098,8.4128,14.3072,53.0571,3.65629,35.814
2019-01-29,49.5244,7.66548,8.5795,17.227,22.4293,34.1595,13.8261,19.1538,3.40898,67.7671,15.9503,57.8994,25.0259,18.5774,82.6971,80.5898,17.8724,12.3951,33.0972,23.7256,9.25783,38.2581,111.024,12.6937,53.4662,7.91765,13.4652,49.9344,3.4411,33.7062
2019-01-30,46.6857,7.2261,8.08773,16.2396,21.1436,32.2015,13.0336,18.056,3.21358,63.8827,15.036,54.5806,23.5915,17.5125,77.9569,75.9705,16.848,11.6846,31.2,22.3657,8.72718,36.0652,104.66,11.9661,50.4016,7.46382,12.6934,47.0722,3.24386,31.7742
2019-01-31,45.2018,6.99642,7.83066,15.7234,20.4716,31.178,12.6193,17.482,3.11143,61.8522,14.5581,52.8458,22.8416,16.9559,75.4791,73.5557,16.3125,11.3132,30.2083,21.6548,8.44978,34.9188,101.333,11.5858,48.7995,7.22658,12.2899,45.576,3.14075,30.7642
2019-02-01,46.8975,7.25888,8.12442,16.3133,21.2395,32.3476,13.0927,18.1379,3.22816,64.1725,15.1042,54.8282,23.6985,17.592,78.3106,76.3151,16.9244,11.7376,31.3416,22.4671,8.76677,36.2288,105.135,12.0204,50.6302,7.49768,12.7509,47.2857,3.25857,31.9183
2019-02-02,46.5406,7.20364,8.0626,16.1891,21.0779,32.1014,12.9931,17.9998,3.20359,63.6842,14.9893,54.411,23.5182,17.4581,77.7147,75.7344,16.7956,11.6483,31.1031,22.2962,8.70006,35.9531,104.335,11.9289,50.2449,7.44062,12.6539,46.9259,3.23378,31.6754
2019-02-03,45.1268,6.9848,7.81766,15.6973,20.4376,31.1262,12.5984,17.453,3.10627,61.7495,14.5339,52.758,22.8037,16.9277,75.3538,73.4336,16.2854,11.2944,30.1582,21.6188,8.43576,34.8609,101.165,11.5665,48.7185,7.21458,12.2695,45.5003,3.13554,30.7131
2019-02-04,43.233,6.69168,7.48958,15.0386,19.5799,29.82,12.0697,16.7206,2.97591,59.1581,13.924,50.544,21.8467,16.2173,72.1914,70.3519,15.6019,10.8204,28.8926,20.7116,8.08174,33.3979,96.9196,11.0811,46.674,6.91181,11.7546,43.5908,3.00395,29.4242
2019-02-05,42.4781,6.57483,7.35881,14.776,19.238,29.2993,11.8589,16.4286,2.92395,58.1252,13.6809,49.6614,21.4652,15.9342,70.9309,69.1235,15.3295,10.6315,28.3881,20.3499,7.94062,32.8147,95.2273,10.8877,45.859,6.79113,11.5493,42.8297,2.9515,28.9104
2019-02-06,42.2722,6.54297,7.32315,14.7044,19.1448,29.1573,11.8015,16.349,2.90978,57.8435,13.6146,49.4208,21.3612,15.857,70.5872,68.7885,15.2552,10.58,28.2505,20.2513,7.90215,32.6557,94.7659,10.8349,45.6368,6.75822,11.4934,42.6222,2.9372,28.7704
2019-02-07,41.984,6.49836,7.27321,14.6041,19.0143,28.9585,11.721,16.2375,2.88994,57.4491,13.5217,49.0838,21.2156,15.7488,70.1059,68.3195,15.1512,10.5078,28.0579,20.1132,7.84826,32.433,94.1197,10.761,45.3256,6.71214,11.415,42.3315,2.91717,28.5742
2019-02-08,43.1918,6.68531,7.48245,15.0242,19.5613,29.7916,12.0582,16.7047,2.97308,59.1018,13.9107,50.4959,21.8259,16.2019,72.1227,70.2849,15.5871,10.8101,28.8651,20.6919,8.07404,33.3661,96.8273,11.0706,46.6296,6.90523,11.7434,43.5493,3.00109,29.3962
2019-02-09,45.1408,6.98697,7.82009,15.7022,20.4439,31.1359,12.6023,17.4584,3.10723,61.7687,14.5384,52.7744,22.8108,16.933,75.3772,73.4564,16.2904,11.2979,30.1676,21.6256,8.43838,34.8717,101.197,11.5701,48.7337,7.21682,12.2733,45.5145,3.13651,30.7227
2019-02-10,46.4995,7.19727,8.05546,16.1748,21.0593,32.0731,12.9816,17.9839,3.20076,63.6279,14.976,54.3629,23.4974,17.4427,77.646,75.6674,16.7808,11.638,31.0756,22.2765,8.69236,35.9213,104.242,11.9184,50.2005,7.43404,12.6427,46.8844,3.23092,31.6474
2019-02-11,49.1757,7.6115,8.51909,17.1057,22.2713,33.919,13.7287,19.019,3.38497,67.2899,15.838,57.4917,24.8497,18.4466,82.1148,80.0224,17.7466,12.3078,32.8641,23.5586,9.19264,37.9887,110.242,12.6043,53.0897,7.8619,13.3704,49.5828,3.41687,33.4688
2019-02-12,50.562,7.82608,8.75924,17.588,22.8992,34.8752,14.1158,19.5551,3.4804,69.1868,16.2844,59.1124,25.5502,18.9666,84.4296,82.2782,18.2468,12.6547,33.7905,24.2227,9.45179,39.0596,113.35,12.9597,54.5864,8.08353,13.7473,50.9805,3.51319,34.4123
2019-02-13,52.4286,8.11499,9.08261,18.2373,23.7445,36.1627,14.6369,20.277,3.60888,71.741,16.8856,61.2947,26.4935,19.6668,87.5466,85.3157,18.9205,13.1219,35.038,25.1169,9.80072,40.5016,117.534,13.4381,56.6015,8.38195,14.2548,52.8626,3.64289,35.6827
2019-02-14,54.6792,8.46335,9.47251,19.0201,24.7638,37.715,15.2652,21.1475,3.7638,74.8207,17.6105,63.9259,27.6308,20.511,91.3047,88.9781,19.7327,13.6852,36.5421,26.1951,10.2214,42.2402,122.58,14.015,59.0313,8.74177,14.8667,55.1319,3.79927,37.2145
2019-02-15,55.2971,8.55898,9.57954,19.2351,25.0436,38.1412,15.4377,21.3864,3.80633,75.6661,17.8094,64.6482,27.943,20.7428,92.3364,89.9835,19.9556,13.8398,36.955,26.4911,10.3369,42.7175,123.965,14.1733,59.6983,8.84054,15.0347,55.7548,3.8422,37.635
2019-02-16,56.7381,8.78202,9.82918,19.7363,25.6963,39.1351,15.84,21.9438,3.90552,77.6379,18.2736,66.3329,28.6712,21.2833,94.7426,92.3284,20.4757,14.2005,37.918,27.1815,10.6063,43.8307,127.195,14.5427,61.254,9.07092,15.4265,57.2077,3.94232,38.6157
2019-02-17,56.9714,8.81814,9.86961,19.8175,25.802,39.2961,15.9051,22.034,3.92159,77.9572,18.3487,66.6057,28.7891,21.3709,95.1323,92.7082,20.5599,14.2589,38.074,27.2933,10.6499,44.011,127.719,14.6025,61.506,9.10824,15.4899,57.4431,3.95854,38.7746
2019-02-18,58.4812,9.05183,10.1312,20.3427,26.4857,40.3375,16.3266,22.6179,4.02551,80.0231,18.835,68.3708,29.552,21.9372,97.6533,95.165,21.1047,14.6368,39.083,28.0165,10.9322,45.1773,131.103,14.9894,63.1359,9.34961,15.9004,58.9653,4.06344,39.8021
2019-02-19,62.2416,9.63387,10.7826,21.6507,28.1888,42.9312,17.3764,24.0723,4.28435,85.1687,20.0461,72.7671,31.4522,23.3478,103.933,101.284,22.4618,15.5779,41.596,29.818,11.6351,48.0822,139.533,15.9533,67.1956,9.95079,16.9228,62.7568,4.32472,42.3614
2019-02-20,66.3864,10.2754,11.5006,23.0925,30.0659,45.7901,18.5336,25.6753,4.56966,90.8403,21.381,77.6128,33.5467,24.9026,110.854,108.029,23.9576,16.6153,44.366,31.8037,12.4099,51.2841,148.825,17.0156,71.6703,10.6134,18.0498,66.936,4.61272,45.1824
2019-02-21,67.2652,10.4114,11.6529,23.3982,30.4639,46.3962,18.7789,26.0152,4.63015,92.0428,21.664,78.6403,33.9908,25.2322,112.321,109.459,24.2747,16.8352,44.9533,32.2247,12.5742,51.963,150.795,17.2409,72.619,10.7539,18.2887,67.822,4.67378,45.7805
2019-02-22,66.0847,10.2287,11.4484,22.9875,29.9293,45.582,18.4494,25.5586,4.54889,90.4275,21.2838,77.2601,33.3943,24.7894,110.35,107.538,23.8487,16.5398,44.1644,31.6592,12.3535,51.0511,148.149,16.9383,71.3446,10.5652,17.9677,66.6318,4.59175,44.9771
2019-02-23,66.1806,10.2436,11.465,23.0209,29.9727,45.6481,18.4761,25.5957,4.55549,90.5587,21.3147,77.3722,33.4427,24.8254,110.51,107.694,23.8833,16.5638,44.2285,31.7051,12.3714,51.1252,148.364,16.9629,71.4481,10.5805,17.9938,66.7285,4.59842,45.0423
2019-02-24,65.6455,10.1607,11.3723,22.8348,29.7304,45.2791,18.3267,25.3888,4.51866,89.8265,21.1424,76.7467,33.1723,24.6246,109.617,106.823,23.6902,16.4299,43.8709,31.4488,12.2714,50.7118,147.164,16.8258,70.8705,10.495,17.8483,66.189,4.56124,44.6781
2019-02-25,66.8256,10.3434,11.5767,23.2452,30.2648,46.093,18.6562,25.8452,4.59989,91.4412,21.5224,78.1263,33.7687,25.0673,111.587,108.744,24.1161,16.7252,44.6595,32.0141,12.492,51.6234,149.81,17.1282,72.1444,10.6837,18.1692,67.3788,4.64323,45.4813
2019-02-26,63.4221,9.81658,10.9871,22.0613,28.7234,43.7454,17.706,24.5288,4.36561,86.784,20.4263,74.1472,32.0488,23.7906,105.904,103.205,22.8878,15.8734,42.3849,30.3836,11.8558,48.9942,142.18,16.2559,68.47,10.1395,17.2438,63.9471,4.40675,43.1649
2019-02-27,65.8925,10.199,11.4151,22.9207,29.8423,45.4494,18.3957,25.4843,4.53566,90.1644,21.2219,77.0354,33.2971,24.7173,110.029,107.225,23.7793,16.4917,44.0359,31.5671,12.3176,50.9026,147.718,16.8891,71.1371,10.5345,17.9155,66.438,4.5784,44.8462
2019-02-28,64.712,10.0162,11.2106,22.51,29.3076,44.6352,18.0661,25.0277,4.4544,88.5491,20.8417,75.6553,32.7006,24.2745,108.058,105.304,23.3533,16.1962,43.247,31.0015,12.0969,49.9907,145.071,16.5865,69.8626,10.3458,17.5945,65.2477,4.49638,44.0428
2019-03-01,58.3062,8.16227,9.36584,21.5381,27.0803,54.6787,15.7669,29.2451,4.69168,79.9253,19.2333,55.9817,28.0534,15.8321,105.43,100.629,19.8232,15.2078,40.4331,27.5809,10.0408,47.3161,134.377,14.5353,62.2101,10.788,15.6902,60.1084,4.36066,54.2366
2019-03-02,58.9909,8.25812,9.47583,21.7911,27.3983,55.3208,15.952,29.5885,4.74677,80.8638,19.4591,56.6391,28.3828,16.018,106.668,101.811,20.0559,15.3864,40.9079,27.9047,10.1587,47.8717,135.955,14.706,62.9406,10.9147,15.8744,60.8143,4.41187,54.8735
2019-03-03,57.2731,8.01765,9.1999,21.1565,26.6005,53.7099,15.4875,28.7269,4.60855,78.5092,18.8925,54.9899,27.5563,15.5515,103.562,98.8461,19.4719,14.9384,39.7167,27.0922,9.86293,46.4778,131.996,14.2778,61.1079,10.5968,15.4122,59.0434,4.2834,53.2757
2019-03-04,57.057,7.98739,9.16518,21.0767,26.5001,53.5072,15.4291,28.6185,4.59116,78.2128,18.8212,54.7823,27.4523,15.4928,103.171,98.473,19.3984,14.882,39.5668,26.9899,9.82571,46.3023,131.498,14.2239,60.8772,10.5569,15.354,58.8206,4.26723,53.0746
2019-03-05,53.9337,7.55016,8.66347,19.9229,25.0495,50.5782,14.5845,27.0519,4.33984,73.9314,17.7909,51.7835,25.9496,14.6448,97.5232,93.0826,18.3366,14.0674,37.4009,25.5125,9.28785,43.7677,124.3,13.4453,57.5448,9.97897,14.5135,55.6007,4.03364,50.1693
2019-03-06,53.8376,7.53672,8.64805,19.8875,25.0049,50.4881,14.5585,27.0037,4.33211,73.7998,17.7593,51.6913,25.9034,14.6187,97.3496,92.9169,18.3039,14.0423,37.3343,25.4671,9.27131,43.6898,124.078,13.4213,57.4423,9.9612,14.4877,55.5017,4.02646,50.08
2019-03-07,53.3575,7.46951,8.57092,19.7101,24.7819,50.0379,14.4287,26.7629,4.29348,73.1417,17.6009,51.2303,25.6724,14.4883,96.4814,92.0882,18.1407,13.9171,37.0013,25.24,9.18863,43.3002,122.972,13.3016,56.9301,9.87236,14.3585,55.0067,3.99055,49.6333
2019-03-08,53.91,7.54685,8.65967,19.9142,25.0385,50.556,14.5781,27.04,4.33793,73.899,17.7831,51.7608,25.9382,14.6383,97.4804,93.0417,18.3285,14.0612,37.3845,25.5013,9.28377,43.7485,124.245,13.4394,57.5195,9.97459,14.5072,55.5763,4.03187,50.1473
2019-03-09,55.2794,7.73855,8.87964,20.42,25.6745,51.8402,14.9484,27.7269,4.44812,75.7761,18.2348,53.0756,26.5971,15.0102,99.9565,95.4051,18.7941,14.4184,38.3341,26.1491,9.51959,44.8598,127.401,13.7807,58.9806,10.228,14.8757,56.988,4.13429,51.4211
2019-03-10,54.7626,7.66621,8.79663,20.2292,25.4345,51.3556,14.8087,27.4677,4.40654,75.0678,18.0644,52.5794,26.3484,14.8698,99.0221,94.5133,18.6184,14.2836,37.9757,25.9046,9.4306,44.4404,126.21,13.6519,58.4292,10.1323,14.7366,56.4553,4.09564,50.9404
2019-03-11,54.0779,7.57036,8.68665,19.9762,25.1165,50.7135,14.6235,27.1242,4.35144,74.1292,17.8385,51.922,26.019,14.6839,97.7841,93.3316,18.3856,14.105,37.5009,25.5807,9.31269,43.8848,124.632,13.4812,57.6987,10.0057,14.5524,55.7494,4.04443,50.3035
2019-03-12,51.5674,7.21891,8.28337,19.0489,23.9505,48.3591,13.9446,25.865,4.14943,70.6878,17.0104,49.5116,24.8111,14.0022,93.2445,88.9987,17.5321,13.4502,35.76,24.3932,8.88036,41.8475,118.846,12.8554,55.0201,9.54115,13.8768,53.1613,3.85667,47.9682
2019-03-13,51.4115,7.19709,8.25834,18.9913,23.8781,48.213,13.9025,25.7868,4.13689,70.4741,16.959,49.3619,24.7361,13.9599,92.9626,88.7297,17.4791,13.4095,35.6519,24.3194,8.85351,41.721,118.487,12.8165,54.8538,9.51231,13.8348,53.0006,3.84502,47.8232
2019-03-14,52.0239,7.28281,8.3567,19.2175,24.1625,48.7872,14.0681,26.094,4.18616,71.3135,17.161,49.9498,25.0307,14.1262,94.0699,89.7865,17.6873,13.5692,36.0765,24.6091,8.95896,42.2179,119.898,12.9692,55.5071,9.62561,13.9996,53.6319,3.89081,48.3928
2019-03-15,52.4924,7.3484,8.43196,19.3905,24.3801,49.2266,14.1947,26.329,4.22386,71.9558,17.3155,50.3997,25.2561,14.2534,94.9171,90.5951,17.8466,13.6914,36.4014,24.8307,9.03964,42.5981,120.978,13.086,56.007,9.7123,14.1257,54.1149,3.92585,48.8286
2019-03-16,53.2012,7.44762,8.54581,19.6524,24.7093,49.8913,14.3864,26.6845,4.2809,72.9274,17.5493,51.0802,25.5972,14.4459,96.1987,91.8184,18.0875,13.8763,36.8929,25.166,9.16171,43.1733,122.612,13.2627,56.7633,9.84344,14.3164,54.8456,3.97886,49.4879
2019-03-17,52.0118,7.28112,8.35476,19.213,24.1569,48.7759,14.0648,26.0879,4.18519,71.297,17.157,49.9383,25.0249,14.1229,94.0481,89.7657,17.6832,13.5661,36.0681,24.6034,8.95688,42.2081,119.87,12.9662,55.4942,9.62338,13.9964,53.6194,3.88991,48.3816
2019-03-18,52.3964,7.33495,8.41653,19.3551,24.3355,49.1365,14.1688,26.2808,4.21613,71.8241,17.2838,50.3075,25.2099,14.2273,94.7434,90.4294,17.8139,13.6664,36.3348,24.7853,9.02311,42.5202,120.757,13.062,55.9045,9.69453,14.0998,54.0159,3.91867,48.7393
2019-03-19,52.228,7.31138,8.38948,19.2929,24.2573,48.9786,14.1232,26.1963,4.20259,71.5933,17.2283,50.1458,25.1289,14.1816,94.439,90.1388,17.7567,13.6225,36.218,24.7056,8.99411,42.3836,120.369,13.02,55.7249,9.66337,14.0545,53.8423,3.90608,48.5826
2019-03-20,54.006,7.56029,8.67509,19.9497,25.0831,50.646,14.6041,27.0882,4.34566,74.0306,17.8148,51.853,25.9844,14.6644,97.654,93.2075,18.3612,14.0862,37.451,25.5467,9.30031,43.8265,124.466,13.4633,57.622,9.99235,14.533,55.6753,4.03906,50.2366
2019-03-21,52.6366,7.36859,8.45513,19.4438,24.4471,49.3619,14.2338,26.4013,4.23547,72.1535,17.3631,50.5382,25.3255,14.2926,95.1779,90.8441,17.8956,13.7291,36.5014,24.899,9.06449,42.7152,121.31,13.1219,56.1609,9.73899,14.1645,54.2636,3.93664,48.9628
2019-03-22,53.1172,7.43587,8.53233,19.6213,24.6703,49.8125,14.3637,26.6424,4.27414,72.8123,17.5216,50.9996,25.5568,14.4231,96.0469,91.6735,18.059,13.8544,36.8347,25.1263,9.14725,43.1052,122.418,13.2417,56.6737,9.82791,14.2938,54.759,3.97258,49.4098
2019-03-23,53.6094,7.50477,8.61139,19.8032,24.8989,50.2741,14.4968,26.8892,4.31374,73.487,17.684,51.4722,25.7936,14.5567,96.9369,92.523,18.2263,13.9828,37.176,25.3591,9.23201,43.5046,123.552,13.3644,57.1988,9.91897,14.4263,55.2664,4.00939,49.8677
2019-03-24,53.0328,7.42405,8.51877,19.5902,24.6311,49.7334,14.3409,26.6,4.26735,72.6966,17.4938,50.9186,25.5162,14.4001,95.8943,91.5278,18.0303,13.8324,36.7762,25.0864,9.13271,43.0367,122.223,13.2207,56.5836,9.81229,14.2711,54.672,3.96627,49.3313
2019-03-25,53.4174,7.47788,8.58054,19.7322,24.8097,50.094,14.4449,26.7929,4.29829,73.2237,17.6206,51.2878,25.7012,14.5046,96.5896,92.1915,18.161,13.9327,37.0428,25.2683,9.19893,43.3488,123.11,13.3166,56.9939,9.88344,14.3746,55.0684,3.99503,49.689
2019-03-26,51.6514,7.23066,8.29686,19.0799,23.9895,48.4379,13.9673,25.9071,4.15619,70.8029,17.0381,49.5922,24.8515,14.025,93.3963,89.1436,17.5606,13.4721,35.8182,24.4329,8.89482,41.9156,119.04,12.8763,55.1097,9.55669,13.8994,53.2479,3.86295,48.0463
2019-03-27,53.249,7.45431,8.55349,19.67,24.7315,49.9361,14.3993,26.7085,4.28474,72.9929,17.5651,51.1261,25.6202,14.4588,96.2851,91.9009,18.1038,13.8888,36.9261,25.1886,9.16994,43.2121,122.722,13.2746,56.8143,9.85228,14.3293,54.8949,3.98244,49.5324
2019-03-28,54.1503,7.58049,8.69827,20.003,25.1501,50.7813,14.6431,27.1605,4.35727,74.2284,17.8624,51.9915,26.0538,14.7036,97.9149,93.4564,18.4102,14.1239,37.5511,25.615,9.32515,43.9435,124.799,13.4993,57.7759,10.019,14.5718,55.824,4.04984,50.3708
2019-03-29,52.9609,7.41398,8.50721,19.5636,24.5977,49.6659,14.3214,26.564,4.26156,72.598,17.47,50.8495,25.4816,14.3806,95.7642,91.4037,18.0058,13.8136,36.7263,25.0523,9.12033,42.9783,122.058,13.2028,56.5069,9.79898,14.2518,54.5979,3.96089,49.2644
2019-03-30,52.2762,7.31814,8.39723,19.3107,24.2797,49.0238,14.1363,26.2205,4.20647,71.6594,17.2442,50.1921,25.1521,14.1947,94.5262,90.222,17.7731,13.6351,36.2515,24.7285,9.00242,42.4227,120.48,13.0321,55.7764,9.6723,14.0675,53.892,3.90968,48.6275
