date,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Xinjiang,Yunnan,Zhejiang
2020-02-18,52.3998,8.72191,8.83747,17.5088,26.1438,37.5899,19.3546,20.6315,4.03884,85.2604,19.2566,60.7931,28.9823,20.371,105.387,80.0828,19.1995,17.3261,41.9823,29.2521,11.2048,52.7217,127.716,13.8373,63.3083,7.90614,16.7533,68.1958,2.04087,28.8072
2020-02-19,52.7408,8.77866,8.89498,17.6227,26.3139,37.8345,19.4805,20.7658,4.06512,85.8152,19.3819,61.1887,29.1709,20.5035,106.073,80.6039,19.3245,17.4388,42.2555,29.4424,11.2777,53.0648,128.547,13.9273,63.7202,7.95758,16.8623,68.6395,2.05415,28.9946
2020-02-20,54.4458,9.06246,9.18253,18.1924,27.1646,39.0577,20.1103,21.4371,4.19654,88.5894,20.0085,63.1668,30.114,21.1664,109.502,83.2096,19.9492,18.0026,43.6215,30.3942,11.6422,54.7803,132.702,14.3775,65.7802,8.21483,17.4074,70.8585,2.12055,29.932
2020-02-21,55.7773,9.28408,9.4071,18.6373,27.8289,40.0128,20.6021,21.9613,4.29917,90.7559,20.4978,64.7116,30.8504,21.684,112.18,85.2445,20.4371,18.4429,44.6883,31.1375,11.927,56.1199,135.948,14.7291,67.3889,8.41573,17.8331,72.5913,2.17241,30.664
2020-02-22,55.0466,9.16246,9.28386,18.3932,27.4644,39.4886,20.3322,21.6737,4.24285,89.567,20.2293,63.8639,30.4463,21.3999,110.71,84.1278,20.1693,18.2013,44.1029,30.7296,11.7707,55.3848,134.167,14.5362,66.5061,8.30548,17.5995,71.6404,2.14395,30.2623
2020-02-23,53.8125,8.95705,9.07573,17.9808,26.8487,38.6033,19.8764,21.1878,4.14773,87.559,19.7757,62.4321,29.7637,20.9202,108.228,82.2418,19.7171,17.7932,43.1141,30.0407,11.5068,54.1431,131.159,14.2103,65.0151,8.11928,17.205,70.0343,2.09589,29.5838
2020-02-24,56.6379,9.42733,9.55224,18.9249,28.2583,40.6302,20.92,22.3002,4.3655,92.1562,20.8141,65.7101,31.3264,22.0186,113.911,86.5598,20.7524,18.7274,45.3778,31.618,12.111,56.9859,138.045,14.9564,68.4287,8.54558,18.1083,73.7114,2.20593,31.1371
2020-02-25,58.8464,9.79493,9.92471,19.6628,29.3602,42.2145,21.7357,23.1698,4.53573,95.7497,21.6257,68.2723,32.5479,22.8771,118.353,89.9351,21.5616,19.4577,47.1472,32.8508,12.5832,59.2079,143.428,15.5396,71.0969,8.8788,18.8144,76.5856,2.29195,32.3512
2020-02-26,60.064,9.9976,10.1301,20.0697,29.9677,43.088,22.1854,23.6492,4.62958,97.7309,22.0731,69.685,33.2214,23.3505,120.801,91.7959,22.0077,19.8603,48.1228,33.5306,12.8436,60.433,146.396,15.8611,72.568,9.06251,19.2037,78.1703,2.33937,33.0206
2020-02-27,57.5959,9.58679,9.71382,19.245,28.7363,41.3175,21.2738,22.6774,4.43935,93.715,21.1661,66.8216,31.8563,22.391,115.838,88.024,21.1034,19.0442,46.1454,32.1528,12.3158,57.9498,140.38,15.2094,69.5861,8.69013,18.4146,74.9582,2.24324,31.6638
2020-02-28,56.8165,9.45707,9.58237,18.9846,28.3475,40.7584,20.986,22.3705,4.37927,92.4469,20.8797,65.9173,31.4252,22.088,114.27,86.8329,20.8178,18.7865,45.5209,31.7177,12.1492,57.1656,138.481,15.0036,68.6445,8.57253,18.1654,73.9439,2.21289,31.2353
2020-02-29,60.6322,10.0922,10.2259,20.2595,30.2512,43.4956,22.3953,23.8729,4.67337,98.6554,22.2819,70.3442,33.5357,23.5714,121.944,92.6643,22.2159,20.0481,48.578,33.8477,12.9651,61.0047,147.78,16.0112,73.2544,9.14824,19.3853,78.9098,2.3615,33.333
2020-03-01,46.4826,6.15675,6.8696,16.5956,21.2609,41.017,14.3541,20.8255,3.45606,61.9179,16.7824,44.6449,15.0805,12.1804,81.8499,69.4871,15.6869,12.0343,30.4307,23.4778,10.0703,40.6396,106.615,9.51545,51.028,4.21202,12.222,50.9465,2.24823,35.698
2020-03-02,47.6796,6.31529,7.0465,17.0229,21.8084,42.0733,14.7237,21.3618,3.54506,63.5123,17.2145,45.7946,15.4688,12.494,83.9576,71.2765,16.0908,12.3442,31.2143,24.0824,10.3296,41.6861,109.361,9.76049,52.3421,4.32048,12.5367,52.2584,2.30612,36.6173
2020-03-03,49.3266,6.53344,7.28991,17.611,22.5618,43.5266,15.2323,22.0997,3.66751,65.7062,17.8092,47.3765,16.0031,12.9256,86.8578,73.7386,16.6466,12.7706,32.2925,24.9143,10.6864,43.1261,113.138,10.0976,54.1501,4.46972,12.9698,54.0636,2.38578,37.8822
2020-03-04,50.3046,6.66298,7.43444,17.9601,23.0091,44.3896,15.5344,22.5378,3.74023,67.009,18.1623,48.3158,16.3204,13.1819,88.5799,75.2006,16.9767,13.0238,32.9328,25.4082,10.8983,43.9812,115.382,10.2978,55.2238,4.55834,13.2269,55.1355,2.43308,38.6333
2020-03-05,48.9147,6.47889,7.22904,17.4639,22.3734,43.1632,15.1052,21.9151,3.63689,65.1576,17.6605,46.9809,15.8695,12.8177,86.1325,73.1229,16.5076,12.664,32.0229,24.7062,10.5972,42.766,112.194,10.0133,53.698,4.4324,12.8615,53.6122,2.36586,37.5659
2020-03-06,51.3597,6.80273,7.59038,18.3369,23.4917,45.3207,15.8602,23.0106,3.81868,68.4145,18.5432,49.3292,16.6627,13.4584,90.4379,76.778,17.3328,13.297,33.6236,25.9412,11.1269,44.9037,117.802,10.5138,56.3821,4.65396,13.5044,56.292,2.48412,39.4436
2020-03-07,50.0475,6.62892,7.39644,17.8683,22.8915,44.1627,15.455,22.4227,3.72111,66.6665,18.0695,48.0688,16.237,13.1145,88.1271,74.8163,16.8899,12.9573,32.7645,25.2784,10.8426,43.7564,114.792,10.2452,54.9415,4.53505,13.1593,54.8537,2.42065,38.4358
2020-03-08,49.0564,6.49765,7.24997,17.5145,22.4382,43.2882,15.1489,21.9786,3.64742,65.3463,17.7116,47.1169,15.9155,12.8548,86.382,73.3347,16.5554,12.7007,32.1156,24.7778,10.6278,42.8899,112.519,10.0423,53.8535,4.44524,12.8987,53.7674,2.37271,37.6747
2020-03-09,52.0161,6.88967,7.68739,18.5712,23.7919,45.8999,16.0629,23.3047,3.86748,69.2888,18.7802,49.9596,16.8757,13.6304,91.5936,77.7592,17.5543,13.467,34.0533,26.2727,11.2691,45.4775,119.307,10.6482,57.1026,4.71343,13.677,57.0114,2.51587,39.9477
2020-03-10,51.5916,6.83345,7.62465,18.4196,23.5978,45.5253,15.9318,23.1145,3.83592,68.7234,18.627,49.5519,16.738,13.5191,90.8462,77.1246,17.411,13.3571,33.7754,26.0583,11.1771,45.1064,118.334,10.5613,56.6366,4.67497,13.5653,56.5462,2.49533,39.6217
2020-03-11,51.1152,6.77035,7.55425,18.2496,23.3799,45.1049,15.7847,22.901,3.8005,68.0888,18.455,49.0944,16.5834,13.3943,90.0073,76.4125,17.2503,13.2337,33.4635,25.8177,11.0739,44.6899,117.241,10.4638,56.1137,4.6318,13.4401,56.024,2.47229,39.2558
2020-03-12,50.4074,6.6766,7.44964,17.9969,23.0561,44.4804,15.5661,22.5839,3.74788,67.146,18.1994,48.4146,16.3538,13.2088,88.761,75.3544,17.0114,13.0505,33.0001,25.4602,10.9205,44.0711,115.618,10.3189,55.3367,4.56766,13.254,55.2483,2.43806,38.7123
2020-03-13,51.2443,6.78744,7.57332,18.2956,23.4389,45.2188,15.8245,22.9588,3.8101,68.2607,18.5016,49.2183,16.6253,13.4281,90.2345,76.6053,17.2938,13.2671,33.548,25.8829,11.1018,44.8027,117.537,10.4902,56.2553,4.64349,13.474,56.1655,2.47853,39.3549
2020-03-14,49.983,6.62038,7.38691,17.8453,22.862,44.1058,15.435,22.3937,3.71631,66.5806,18.0462,48.0069,16.2161,13.0976,88.0135,74.7198,16.8681,12.9406,32.7222,25.2458,10.8286,43.7,114.644,10.232,54.8707,4.5292,13.1424,54.783,2.41753,38.3863
2020-03-15,50.9867,6.75332,7.53525,18.2037,23.3211,44.9915,15.745,22.8434,3.79094,67.9176,18.4086,48.9709,16.5417,13.3606,89.781,76.2203,17.2069,13.2004,33.3793,25.7527,11.046,44.5775,116.946,10.4375,55.9725,4.62015,13.4063,55.8831,2.46608,39.1571
2020-03-16,51.939,6.87945,7.67599,18.5437,23.7567,45.8318,16.0391,23.2701,3.86175,69.1861,18.7524,49.8855,16.8507,13.6102,91.4578,77.6439,17.5283,13.447,34.0028,26.2337,11.2523,45.4101,119.13,10.6324,57.018,4.70644,13.6567,56.9269,2.51213,39.8885
2020-03-17,52.0806,6.89822,7.69692,18.5942,23.8215,45.9568,16.0828,23.3336,3.87228,69.3748,18.8035,50.0216,16.8966,13.6473,91.7073,77.8556,17.5761,13.4837,34.0955,26.3053,11.283,45.5339,119.455,10.6614,57.1735,4.71928,13.6939,57.0821,2.51899,39.9972
2020-03-18,49.378,6.54025,7.29751,17.6293,22.5853,43.572,15.2482,22.1227,3.67134,65.7747,17.8278,47.4258,16.0198,12.9391,86.9483,73.8155,16.664,12.784,32.3262,24.9402,10.6975,43.1711,113.256,10.1082,54.2066,4.47438,12.9833,54.12,2.38827,37.9217
2020-03-19,51.6818,6.8454,7.63799,18.4519,23.6391,45.6049,15.9597,23.1549,3.84263,68.8436,18.6595,49.6386,16.7672,13.5428,91.0051,77.2595,17.4415,13.3804,33.8344,26.1039,11.1966,45.1853,118.541,10.5798,56.7357,4.68314,13.5891,56.645,2.4997,39.691
2020-03-20,53.406,7.07376,7.89279,19.0674,24.4277,47.1263,16.4921,23.9274,3.97082,71.1402,19.282,51.2946,17.3266,13.9946,94.041,79.8369,18.0233,13.8268,34.9632,26.9747,11.5702,46.6927,122.495,10.9327,58.6284,4.83938,14.0424,58.5348,2.58309,41.0151
2020-03-21,53.5864,7.09767,7.91946,19.1319,24.5102,47.2855,16.5478,24.0082,3.98424,71.3806,19.3472,51.4679,17.3852,14.0419,94.3588,80.1067,18.0842,13.8735,35.0813,27.0658,11.6093,46.8505,122.909,10.9697,58.8265,4.85573,14.0899,58.7325,2.59182,41.1537
2020-03-22,51.8104,6.86243,7.65698,18.4978,23.6979,45.7183,15.9994,23.2125,3.85219,69.0148,18.706,49.7621,16.809,13.5765,91.2314,77.4517,17.4849,13.4137,33.9186,26.1688,11.2245,45.2977,118.835,10.6061,56.8768,4.69479,13.6229,56.786,2.50592,39.7897
2020-03-23,53.5733,7.09593,7.91753,19.1272,24.5042,47.274,16.5438,24.0023,3.98327,71.3632,19.3425,51.4553,17.3809,14.0384,94.3357,80.0871,18.0798,13.8701,35.0727,27.0592,11.6064,46.839,122.879,10.967,58.8121,4.85454,14.0864,58.7182,2.59118,41.1436
2020-03-24,53.0072,7.02094,7.83386,18.9251,24.2453,46.7744,16.3689,23.7487,3.94117,70.6091,19.1381,50.9115,17.1972,13.8901,93.3388,79.2408,17.8888,13.7235,34.7021,26.7733,11.4838,46.3441,121.58,10.8511,58.1906,4.80324,13.9376,58.0977,2.5638,40.7088
2020-03-25,52.8529,7.00051,7.81106,18.87,24.1747,46.6383,16.3213,23.6796,3.9297,70.4035,19.0824,50.7634,17.1472,13.8496,93.0672,79.0101,17.8367,13.6836,34.6011,26.6954,11.4503,46.2092,121.227,10.8195,58.0213,4.78926,13.897,57.9286,2.55634,40.5904
2020-03-26,51.9904,6.88627,7.68358,18.562,23.7802,45.8772,16.0549,23.2931,3.86557,69.2546,18.7709,49.9349,16.8674,13.6236,91.5484,77.7207,17.5456,13.4603,34.0364,26.2597,11.2635,45.4551,119.248,10.6429,57.0744,4.7111,13.6702,56.9832,2.51462,39.9279
2020-03-27,50.5622,6.6971,7.47251,18.0521,23.1269,44.6169,15.6139,22.6533,3.75938,67.3521,18.2553,48.5632,16.404,13.2494,89.0335,75.5857,17.0636,13.0905,33.1014,25.5383,10.9541,44.2064,115.972,10.3506,55.5065,4.58169,13.2947,55.4179,2.44554,38.8311
2020-03-28,51.2957,6.79425,7.58092,18.314,23.4624,45.2642,15.8404,22.9819,3.81392,68.3292,18.5201,49.2677,16.642,13.4416,90.3251,76.6822,17.3112,13.2804,33.5816,25.9088,11.113,44.8477,117.655,10.5007,56.3118,4.64815,13.4875,56.2218,2.48102,39.3944
2020-03-29,52.4794,6.95104,7.75585,18.7366,24.0038,46.3087,16.206,23.5122,3.90193,69.906,18.9475,50.4046,17.026,13.7518,92.4094,78.4518,17.7106,13.5869,34.3566,26.5067,11.3694,45.8826,120.37,10.7431,57.6112,4.75541,13.7988,57.5192,2.53827,40.3035
2020-03-30,51.2957,6.79425,7.58092,18.314,23.4624,45.2642,15.8404,22.9819,3.81392,68.3292,18.5201,49.2677,16.642,13.4416,90.3251,76.6822,17.3112,13.2804,33.5816,25.9088,11.113,44.8477,117.655,10.5007,56.3118,4.64815,13.4875,56.2218,2.48102,39.3944
2020-03-31,53.715,7.11469,7.93846,19.1778,24.569,47.399,16.5875,24.0658,3.9938,71.5519,19.3936,51.5914,17.4269,14.0755,94.5852,80.2989,18.1276,13.9068,35.1655,27.1308,11.6371,46.9629,123.204,10.996,58.9676,4.86738,14.1237,58.8734,2.59804,41.2524
2020-04-01,50.0134,4.84586,8.80834,19.9499,21.4494,50.8948,19.1929,28.2393,3.85821,67.7921,18.4956,48.3404,26.3459,16.3274,100.76,87.7091,18.8781,12.5446,31.1374,27.4429,8.25542,48.4881,118.079,10.6661,58.0158,7.18931,14.6177,61.2185,2.96192,43.2806
2020-04-02,52.0076,5.03908,9.15956,20.7454,22.3047,52.9241,19.9582,29.3653,4.01205,70.4952,19.2331,50.2679,27.3964,16.9785,104.778,91.2064,19.6308,13.0448,32.379,28.5371,8.58459,50.4215,122.787,11.0914,60.3291,7.47598,15.2006,63.6596,3.08003,45.0063
2020-04-03,50.454,4.88855,8.88593,20.1257,21.6384,51.3431,19.362,28.4881,3.8922,68.3893,18.6586,48.7663,26.578,16.4713,101.648,88.4818,19.0444,12.6551,31.4117,27.6846,8.32814,48.9153,119.119,10.7601,58.5269,7.25265,14.7465,61.7578,2.98802,43.6619
2020-04-04,47.7993,4.63133,8.41839,19.0667,20.4998,48.6416,18.3432,26.9892,3.68741,64.7909,17.6768,46.2003,25.1795,15.6046,96.2997,83.8262,18.0423,11.9893,29.7589,26.228,7.88995,46.3415,112.852,10.1939,55.4474,6.87104,13.9706,58.5084,2.8308,41.3645
2020-04-05,46.8255,4.53697,8.24687,18.6783,20.0822,47.6506,17.9695,26.4393,3.61228,63.4709,17.3167,45.2591,24.6665,15.2867,94.3377,82.1183,17.6747,11.745,29.1526,25.6936,7.7292,45.3974,110.552,9.98624,54.3178,6.73105,13.686,57.3163,2.77312,40.5218
2020-04-06,47.8339,4.63468,8.42448,19.0805,20.5147,48.6768,18.3565,27.0087,3.69007,64.8378,17.6896,46.2338,25.1978,15.6159,96.3694,83.8868,18.0554,11.9979,29.7805,26.247,7.89565,46.3751,112.933,10.2013,55.4875,6.87601,13.9807,58.5507,2.83285,41.3944
2020-04-07,49.2714,4.77396,8.67765,19.654,21.1312,50.1397,18.9081,27.8203,3.80097,66.7863,18.2212,47.6232,25.955,16.0852,99.2655,86.4078,18.598,12.3585,30.6754,27.0357,8.13293,47.7687,116.327,10.5079,57.1551,7.08265,14.4009,60.3103,2.91798,42.6384
2020-04-08,51.1034,4.95147,9.0003,20.3847,21.9169,52.0039,19.6112,28.8548,3.9423,69.2695,18.8987,49.3939,26.92,16.6833,102.956,89.6206,19.2895,12.818,31.816,28.041,8.43533,49.5449,120.652,10.8986,59.2802,7.346,14.9363,62.5527,3.02648,44.2238
2020-04-09,51.5205,4.99188,9.07376,20.5511,22.0958,52.4284,19.7713,29.0903,3.97447,69.8349,19.053,49.7971,27.1398,16.8194,103.797,90.3521,19.4469,12.9226,32.0757,28.2698,8.50418,49.9493,121.637,10.9875,59.764,7.40596,15.0582,63.0633,3.05118,44.5848
2020-04-10,50.0249,4.84697,8.81037,19.9545,21.4544,50.9065,19.1973,28.2458,3.8591,67.8077,18.4999,48.3515,26.3519,16.3312,100.784,87.7293,18.8824,12.5475,31.1446,27.4492,8.25732,48.4993,118.106,10.6686,58.0292,7.19097,14.6211,61.2326,2.96261,43.2905
2020-04-11,49.8858,4.83349,8.78585,19.899,21.3947,50.7649,19.1439,28.1672,3.84836,67.6191,18.4484,48.217,26.2786,16.2858,100.503,87.4852,18.8299,12.5126,31.0579,27.3728,8.23434,48.3644,117.778,10.6389,57.8677,7.17096,14.5804,61.0623,2.95436,43.1701
2020-04-12,50.1872,4.86269,8.83894,20.0192,21.5239,51.0716,19.2596,28.3374,3.87162,68.0276,18.5599,48.5083,26.4374,16.3842,101.111,88.0138,18.9436,12.5882,31.2456,27.5382,8.2841,48.6566,118.489,10.7032,58.2174,7.21429,14.6685,61.4312,2.97221,43.4309
2020-04-13,50.2337,4.8672,8.84713,20.0378,21.5439,51.1189,19.2774,28.3637,3.87521,68.0907,18.5771,48.5533,26.4619,16.3994,101.204,88.0954,18.9612,12.5999,31.2745,27.5638,8.29178,48.7017,118.599,10.7131,58.2714,7.22098,14.6821,61.4882,2.97497,43.4712
2020-04-14,49.9092,4.83576,8.78999,19.9084,21.4047,50.7887,19.1529,28.1805,3.85017,67.6509,18.4571,48.2397,26.291,16.2934,100.551,87.5264,18.8387,12.5185,31.0725,27.3857,8.23822,48.3871,117.833,10.6439,57.895,7.17434,14.5873,61.091,2.95575,43.1904
2020-04-15,48.1934,4.66951,8.48779,19.2239,20.6688,49.0426,18.4944,27.2117,3.71781,65.3251,17.8226,46.5812,25.3871,15.7333,97.0936,84.5173,18.1911,12.0881,30.0043,26.4442,7.95499,46.7236,113.782,10.278,55.9045,6.92769,14.0858,58.9907,2.85414,41.7055
2020-04-16,45.4806,4.40667,8.01002,18.1418,19.5054,46.2821,17.4534,25.6799,3.50853,61.648,16.8193,43.9592,23.9581,14.8476,91.6283,79.7598,17.1671,11.4077,28.3153,24.9557,7.50721,44.0935,107.377,9.69943,52.7577,6.53773,13.2929,55.6702,2.69348,39.358
2020-04-17,47.3352,4.58637,8.33665,18.8816,20.3008,48.1694,18.1651,26.7271,3.65161,64.1619,17.5052,45.7518,24.9351,15.4531,95.3648,83.0123,17.8672,11.8729,29.47,25.9733,7.81334,45.8916,111.756,10.095,54.9091,6.80433,13.835,57.9403,2.80331,40.9629
2020-04-18,49.9904,4.84362,8.80428,19.9407,21.4395,50.8713,19.1841,28.2263,3.85643,67.7608,18.4871,48.3181,26.3337,16.3199,100.714,87.6687,18.8694,12.5388,31.123,27.4302,8.25161,48.4658,118.024,10.6612,57.9891,7.186,14.611,61.1903,2.96056,43.2606
2020-04-19,48.0196,4.65268,8.45719,19.1546,20.5943,48.8658,18.4278,27.1135,3.7044,65.0895,17.7583,46.4133,25.2956,15.6765,96.7436,84.2125,18.1255,12.0445,29.8961,26.3489,7.92631,46.5551,113.372,10.2409,55.703,6.90271,14.035,58.778,2.84385,41.5552
2020-04-20,46.1295,4.46955,8.12431,18.4007,19.7837,46.9424,17.7024,26.0463,3.5586,62.5276,17.0593,44.5864,24.2999,15.0595,92.9357,80.8979,17.4121,11.5704,28.7194,25.3118,7.61433,44.7227,108.909,9.83782,53.5105,6.63102,13.4826,56.4645,2.73191,39.9195
2020-04-21,48.6686,4.71555,8.57148,19.4135,20.8726,49.5262,18.6768,27.48,3.75446,65.9692,17.9983,47.0405,25.6374,15.8884,98.051,85.3506,18.3704,12.2073,30.3001,26.7049,8.03343,47.1843,114.904,10.3793,56.4558,6.99599,14.2247,59.5724,2.88228,42.1167
2020-04-22,48.8308,4.73127,8.60005,19.4782,20.9422,49.6913,18.7391,27.5716,3.76698,66.1891,18.0583,47.1973,25.7229,15.9414,98.3778,85.6351,18.4317,12.248,30.4011,26.794,8.06021,47.3416,115.287,10.4139,56.644,7.01931,14.2721,59.7709,2.89189,42.2571
2020-04-23,48.3556,4.68523,8.51636,19.2887,20.7384,49.2077,18.5567,27.3033,3.73032,65.545,17.8826,46.738,25.4726,15.7862,97.4205,84.8018,18.2523,12.1288,30.1053,26.5332,7.98177,46.8809,114.165,10.3126,56.0927,6.95101,14.1332,59.1893,2.86374,41.8459
2020-04-24,48.1703,4.66728,8.48373,19.2147,20.659,49.0192,18.4856,27.1986,3.71603,65.2938,17.814,46.5589,25.375,15.7257,97.0472,84.4768,18.1824,12.0823,29.9899,26.4316,7.95119,46.7012,113.727,10.273,55.8778,6.92437,14.079,58.9625,2.85277,41.6856
2020-04-25,48.4598,4.69532,8.53471,19.3302,20.7831,49.3137,18.5967,27.3621,3.73836,65.6862,17.9211,46.8387,25.5275,15.8202,97.6304,84.9845,18.2916,12.1549,30.1701,26.5904,7.99897,46.9819,114.411,10.3348,56.2136,6.96598,14.1636,59.3168,2.86991,41.9361
2020-04-26,48.7381,4.7223,8.58374,19.4412,20.9025,49.597,18.7035,27.5193,3.75983,66.0635,18.024,47.1078,25.6741,15.9111,98.1912,85.4726,18.3967,12.2247,30.3434,26.7431,8.04491,47.2518,115.068,10.3941,56.5365,7.006,14.245,59.6575,2.8864,42.177
2020-04-27,49.9788,4.84251,8.80224,19.9361,21.4346,50.8596,19.1796,28.2198,3.85554,67.7452,18.4828,48.307,26.3277,16.3161,100.691,87.6484,18.865,12.5359,31.1159,27.4239,8.24971,48.4546,117.997,10.6587,57.9757,7.18434,14.6076,61.1762,2.95988,43.2506
2020-04-28,50.0019,4.84474,8.80631,19.9453,21.4445,50.883,19.1885,28.2328,3.85732,67.7765,18.4914,48.3292,26.3398,16.3237,100.737,87.6889,18.8737,12.5417,31.1302,27.4366,8.25351,48.477,118.052,10.6637,58.0024,7.18766,14.6144,61.2044,2.96124,43.2706
2020-04-29,50.3614,4.87957,8.86962,20.0887,21.5986,51.2488,19.3264,28.4358,3.88505,68.2637,18.6243,48.6767,26.5292,16.441,101.461,88.3193,19.0094,12.6319,31.354,27.6338,8.31285,48.8255,118.9,10.7403,58.4194,7.23933,14.7194,61.6444,2.98253,43.5817
2020-04-30,48.7962,4.72792,8.59396,19.4644,20.9274,49.6561,18.7258,27.552,3.76431,66.1422,18.0455,47.1639,25.7047,15.9301,98.3082,85.5745,18.4186,12.2393,30.3796,26.775,8.0545,47.308,115.205,10.4065,56.6038,7.01434,14.262,59.7286,2.88984,42.2272
2020-05-01,46.7908,3.90886,8.09867,18.7099,14.2841,58.7195,20.788,24.9031,4.41213,61.5125,15.6325,51.2467,27.0224,16.8608,88.6603,80.3991,19.5986,11.4272,31.2289,22.8507,3.70843,39.8754,98.6673,9.59564,48.9491,6.29829,11.6233,44.5414,2.6981,46.1901
2020-05-02,44.5833,3.72445,7.7166,17.8272,13.6102,55.9493,19.8073,23.7283,4.20397,58.6104,14.895,48.829,25.7476,16.0653,84.4775,76.6061,18.6739,10.8881,29.7556,21.7726,3.53347,37.9942,94.0124,9.14294,46.6398,6.00115,11.0749,42.44,2.57081,44.0109
2020-05-03,47.5868,3.97536,8.23645,19.0282,14.5271,59.7185,21.1417,25.3268,4.48719,62.5589,15.8985,52.1185,27.4821,17.1476,90.1687,81.7669,19.932,11.6216,31.7601,23.2394,3.77152,40.5538,100.346,9.75889,49.7819,6.40544,11.821,45.2992,2.744,46.9759
2020-05-04,52.6532,4.3986,9.11335,21.054,16.0737,66.0765,23.3925,28.0232,4.96492,69.2193,17.5911,57.6673,30.408,18.9733,99.7685,90.4723,22.0541,12.859,35.1415,25.7136,4.17305,44.8714,111.029,10.7979,55.0819,7.08739,13.0796,50.1219,3.03614,51.9772
2020-05-05,52.8942,4.41874,9.15508,21.1504,16.1473,66.379,23.4996,28.1516,4.98765,69.5362,17.6717,57.9314,30.5473,19.0601,100.225,90.8866,22.155,12.9178,35.3024,25.8314,4.19216,45.0769,111.538,10.8473,55.3342,7.11985,13.1395,50.3514,3.05004,52.2152
2020-05-06,53.6061,4.47821,9.27829,21.4351,16.3646,67.2724,23.8159,28.5304,5.05478,70.4721,17.9095,58.711,30.9584,19.3167,101.574,92.1097,22.4532,13.0917,35.7775,26.179,4.24858,45.6835,113.039,10.9933,56.0789,7.21567,13.3163,51.0291,3.09109,52.9179
2020-05-07,54.4986,4.55276,9.43276,21.792,16.6371,68.3923,24.2124,29.0054,5.13893,71.6453,18.2076,59.6885,31.4738,19.6382,103.265,93.6432,22.827,13.3096,36.3732,26.6149,4.31931,46.4441,114.921,11.1763,57.0125,7.3358,13.538,51.8786,3.14255,53.7989
2020-05-08,54.6191,4.56283,9.45362,21.8402,16.6739,68.5436,24.266,29.0696,5.1503,71.8038,18.2479,59.8205,31.5434,19.6817,103.494,93.8504,22.8775,13.3391,36.4536,26.6737,4.32887,46.5468,115.175,11.201,57.1386,7.35202,13.5679,51.9934,3.1495,53.9179
2020-05-09,54.2934,4.53562,9.39725,21.7099,16.5744,68.1349,24.1213,28.8962,5.11959,71.3757,18.1391,59.4638,31.3553,19.5643,102.877,93.2907,22.7411,13.2595,36.2362,26.5147,4.30305,46.2693,114.488,11.1343,56.7979,7.30818,13.487,51.6834,3.13073,53.5964
2020-05-10,52.7496,4.40665,9.13004,21.0926,16.1031,66.1975,23.4354,28.0746,4.97401,69.3461,17.6233,57.7729,30.4637,19.008,99.9512,90.638,22.0944,12.8825,35.2059,25.7607,4.1807,44.9536,111.233,10.8176,55.1828,7.10038,13.1035,50.2137,3.0417,52.0724
2020-05-11,50.5057,4.2192,8.74167,20.1954,15.4181,63.3816,22.4385,26.8803,4.76243,66.3962,16.8737,55.3154,29.1679,18.1994,95.6995,86.7824,21.1546,12.3345,33.7083,24.6649,4.00286,43.0413,106.501,10.3575,52.8354,6.79834,12.5461,48.0777,2.91231,49.8573
2020-05-12,51.314,4.28673,8.88157,20.5186,15.6649,64.3959,22.7976,27.3105,4.83865,67.4588,17.1437,56.2007,29.6347,18.4907,97.2311,88.1713,21.4931,12.5319,34.2477,25.0597,4.06692,43.7302,108.205,10.5232,53.681,6.90714,12.7469,48.8472,2.95892,50.6552
2020-05-13,50.9765,4.25853,8.82315,20.3836,15.5619,63.9724,22.6476,27.1309,4.80682,67.0151,17.0309,55.831,29.4397,18.3691,96.5915,87.5914,21.3518,12.4495,34.0225,24.8948,4.04017,43.4425,107.494,10.454,53.3279,6.86171,12.6631,48.5259,2.93946,50.3221
2020-05-14,51.0006,4.26054,8.82732,20.3932,15.5692,64.0026,22.6584,27.1437,4.80909,67.0468,17.039,55.8574,29.4537,18.3778,96.6372,87.6328,21.3619,12.4554,34.0386,24.9066,4.04208,43.4631,107.545,10.459,53.3532,6.86495,12.6691,48.5488,2.94085,50.3458
2020-05-15,52.5927,4.39354,9.10288,21.0299,16.0552,66.0006,23.3657,27.9911,4.95922,69.1398,17.5709,57.6011,30.3731,18.9515,99.6539,90.3684,22.0287,12.8442,35.1011,25.6841,4.16826,44.8199,110.902,10.7855,55.0187,7.07925,13.0645,50.0644,3.03265,51.9175
2020-05-16,53.4851,4.4681,9.25735,21.3867,16.3277,67.1205,23.7622,28.466,5.04337,70.313,17.8691,58.5785,30.8885,19.2731,101.345,91.9019,22.4025,13.0621,35.6968,26.1199,4.23899,45.5804,112.784,10.9685,55.9523,7.19938,13.2862,50.9139,3.08412,52.7985
2020-05-17,52.6168,4.39556,9.10705,21.0395,16.0626,66.0308,23.3764,28.0039,4.96149,69.1715,17.579,57.6275,30.387,18.9601,99.6996,90.4098,22.0388,12.8501,35.1172,25.6959,4.17017,44.8404,110.953,10.7904,55.0439,7.0825,13.0705,50.0873,3.03404,51.9413
