depen_var,factor,corr,sig
resi_all_abs,duration,-0.1826465127553624,0.1819781428306119
resi_all_abs,electri_consump_service,0.09174896297374137,0.5219595397247014
resi_all_abs,num_positive,-0.5014715961778817,0.00013071250646717276
resi_all_abs,season,-0.5850838715678589,2.7151914032363346e-06
resi_all_abs,gdp,0.2219802022965955,0.11015270002006847
resi_all_abs,gdp-2,0.2622852226699687,0.057788669237433685
resi_all_abs,gdp-3,0.19151945116356578,0.16950664282275257
resi_all_abs,pop,0.21834911938007542,0.11624768822884228
resi_all_abs,gdp_pop,-0.01101428484677764,0.9376089090881633
resi_all_abs,pop_density,0.06963610126570771,0.6202669074421565
resi_all_abs,energy_consumption,0.2802389104238736,0.04210851143751449
resi_all_abs,energy_intensity,0.06515776566866627,0.6429790103565249
resi_all_abs,electri_consump_all,0.2751901846294302,0.04611575924514921
resi_all_abs,electri_consump_resi,0.20438549704335043,0.14210012197667257
resi_all_abs,electri_consump_indus,0.30625548915437684,0.025727571121094844
resi_all_abs,coal_consump,0.2749002856887955,0.061472511006991123
resi_all_abs,oil_consumption,0.24896964452997075,0.09910139035856635
resi_all_abs,gas_consumption,0.2622240175061291,0.06873168977562874
resi_all_abs,electri_produce,0.3826598095587036,0.006095181636520637
resi_all_abs,coal_produce,0.0968950156897987,0.5415704516541002
resi_all_abs,industry_resi_all_abs,0.5720831232527492,5.045917293161074e-06
resi_all_abs,industry_resi_in_abs,0.4871027093329484,0.00016234615793596726
resi_all_abs,industry_resi_after_abs,0.34135430571088415,0.010756272555181023
resi_all_abs,industry_extreme,0.5430210325047801,1.839990691093193e-05
resi_in_abs,duration,-0.07494631234703532,0.5865680627229107
resi_in_abs,electri_consump_service,0.1507733743002715,0.2909245633062442
resi_in_abs,num_positive,-0.4902107187821104,0.00019452354438854232
resi_in_abs,season,-0.6707099546982437,2.1122317811600964e-08
resi_in_abs,gdp,0.31306877728059523,0.02245756768051475
resi_in_abs,gdp-2,0.37884631104797983,0.005151910493040539
