depen_var,factor,corr,sig
resi_in_abs,gdp-3,0.23607274388907987,0.08879274222190857
resi_in_abs,pop,0.38695752840211745,0.004205166825055936
resi_in_abs,gdp_pop,-0.11432377494662621,0.4150030533888207
resi_in_abs,pop_density,-0.05149210618845571,0.714236404442165
resi_in_abs,energy_consumption,0.4146204114680943,0.0020236691049515297
resi_in_abs,energy_intensity,0.13629669957014826,0.33048100757985943
resi_in_abs,electri_consump_all,0.34982449675383814,0.010236784047883385
resi_in_abs,electri_consump_resi,0.34009930310778036,0.012713799862721675
resi_in_abs,electri_consump_indus,0.41471292572836477,0.0020185143161423726
resi_in_abs,coal_consump,0.4264754000779861,0.0027967803152787497
resi_in_abs,oil_consumption,0.1657650367262887,0.2764871924746562
resi_in_abs,gas_consumption,0.26170353129512985,0.06930368394045601
resi_in_abs,electri_produce,0.4820085826616646,0.0003935598706944535
resi_in_abs,coal_produce,0.18972893377955755,0.2288042682577591
resi_in_abs,industry_resi_all_abs,0.6180424077873561,4.97039643584176e-07
resi_in_abs,industry_resi_in_abs,0.5586807983440292,9.303094300232132e-06
resi_in_abs,industry_resi_after_abs,0.2610641074739424,0.054208827264179534
resi_in_abs,industry_extreme,0.5503815938217061,1.3410766351596518e-05
resi_after_abs,duration,-0.08285070217713793,0.547600459417163
resi_after_abs,electri_consump_service,0.0682893908540248,0.6339674859863689
resi_after_abs,num_positive,-0.22210575124959486,0.10994642786893404
resi_after_abs,season,-0.3833561304687433,0.0038646015567358545
resi_after_abs,gdp,0.05216550631456305,0.7106616290295975
resi_after_abs,gdp-2,-0.007221674888094962,0.9590692802623627
resi_after_abs,gdp-3,0.11340853692980413,0.4187724539885602
resi_after_abs,pop,-0.08072944944736322,0.5655319580394411
resi_after_abs,gdp_pop,0.1864321768597029,0.18134159230669578
resi_after_abs,pop_density,0.24468971059383207,0.07742226465850106
resi_after_abs,energy_consumption,0.06204992166419023,0.658934748396641
resi_after_abs,energy_intensity,0.0002420673146847473,0.9986274368466582
resi_after_abs,electri_consump_all,0.06838263600468651,0.626589784640581
resi_after_abs,electri_consump_resi,0.005930529494211751,0.9663825218302089
resi_after_abs,electri_consump_indus,0.006898779207552446,0.9608979199474385
resi_after_abs,coal_consump,-0.08107877188142587,0.5879744179415347
resi_after_abs,oil_consumption,0.15280626895799235,0.31628993959481816
resi_after_abs,gas_consumption,0.3662361590359917,0.009651320963981145
resi_after_abs,electri_produce,0.07271419128261158,0.6157889494842159
resi_after_abs,coal_produce,-0.18191629458659125,0.24889995141259594
resi_after_abs,industry_resi_all_abs,0.3779425299110489,0.004443039343580389
resi_after_abs,industry_resi_in_abs,0.2958567074201971,0.028300959944158707
resi_after_abs,industry_resi_after_abs,0.40971157495075955,0.001894356511934191
resi_after_abs,industry_extreme,0.4023521348442213,0.0023251113806133108
extreme,duration,-0.12792061812628655,0.3519953814222706
extreme,electri_consump_service,-0.0024906608070101887,0.9861606417926811
extreme,num_positive,-0.2994335477456419,0.029392953725351504
extreme,season,-0.4349538540664089,0.000905054790784679
extreme,gdp,0.10065965835640743,0.47327300536242467
extreme,gdp-2,0.14027800885981107,0.3164149187270263
extreme,gdp-3,0.08871767083195989,0.5275692580231104
extreme,pop,0.026829127377559492,0.8487639111095179
extreme,gdp_pop,0.07015917670612927,0.617636346037961
extreme,pop_density,0.16714748078981806,0.23158981049236219
extreme,energy_consumption,0.10981787176198035,0.4337480282988748
extreme,energy_intensity,0.01734815755240689,0.9018741841664579
extreme,electri_consump_all,0.062048669129916155,0.6589412100088987
extreme,electri_consump_resi,0.024609680214075978,0.8611460669821496
extreme,electri_consump_indus,0.12393596330760885,0.37660538311628855
extreme,coal_consump,0.22170790512329944,0.13420241441298839
extreme,oil_consumption,0.22917642841131783,0.12994061565850723
extreme,gas_consumption,0.2813665973631225,0.05017280551101672
extreme,electri_produce,0.1862790518251173,0.19523492679073
extreme,coal_produce,-0.002618678104710266,0.9868683513343423
extreme,industry_resi_all_abs,0.3593989579012857,0.0070421833260706475
extreme,industry_resi_in_abs,0.3536499576686005,0.008080447545983105
extreme,industry_resi_after_abs,0.20610039866986785,0.13113699020579542
extreme,industry_extreme,0.4120925702793454,0.0017711039942567856
