,date,state,co2emission,treated,after_treatment,time_weights,unit_weights,weights
0,2022-07-19,Anhui,3.632282539479203,0,0,0.010870195396880966,1.3510497933775882e-09,0.0
1,2022-07-20,Anhui,3.6169819890416592,0,0,0.016778825170143202,1.3510497933775882e-09,0.0
2,2022-07-21,Anhui,3.602794819817503,0,0,0.007122923047341703,1.3510497933775882e-09,0.0
3,2022-07-22,Anhui,3.6171544891277008,0,0,0.012879682569519196,1.3510497933775882e-09,0.0
4,2022-07-23,Anhui,3.608659006038237,0,0,0.001458664901423051,1.3510497933775882e-09,0.0
5,2022-07-24,Anhui,3.5861754167541475,0,0,0.007268750314099133,1.3510497933775882e-09,0.0
6,2022-07-25,Anhui,3.6051503546627774,0,0,0.0033316096052668823,1.3510497933775882e-09,0.0
7,2022-07-26,Anhui,3.609834470559631,0,0,0.01340464612633071,1.3510497933775882e-09,0.0
8,2022-07-27,Anhui,3.6295045702051683,0,0,0.015046802996078553,1.3510497933775882e-09,0.0
9,2022-07-28,Anhui,3.6329390840534077,0,0,0.014615962574900583,1.3510497933775882e-09,0.0
10,2022-07-29,Anhui,3.632282539479203,0,0,0.010870195374331459,1.3510497933775882e-09,0.0
11,2022-07-30,Anhui,3.6230991093381264,0,0,0.005549462865095761,1.3510497933775882e-09,0.0
12,2022-07-31,Anhui,3.6194687745928142,0,0,0.012846250297408325,1.3510497933775882e-09,0.0
13,2022-08-01,Anhui,3.6395237280997472,0,0,0.03582716474595146,1.3510497933775882e-09,0.0
14,2022-08-02,Anhui,3.6741296593570563,0,0,0.026151408923494966,1.3510497933775882e-09,0.0
15,2022-08-03,Anhui,3.680654808174041,0,0,0.038895143610121634,1.3510497933775882e-09,1e-10
16,2022-08-04,Anhui,3.6925216369021756,0,0,0.042075518492047784,1.3510497933775882e-09,1e-10
17,2022-08-05,Anhui,3.6863740363797115,0,0,0.04192970180620552,1.3510497933775882e-09,1e-10
18,2022-08-06,Anhui,3.6815869545034072,0,0,0.04263171779458784,1.3510497933775882e-09,1e-10
19,2022-08-07,Anhui,3.6831353900690083,0,0,0.026564685717513345,1.3510497933775882e-09,0.0
20,2022-08-08,Anhui,3.68437578438588,0,0,0.02734347552919313,1.3510497933775882e-09,0.0
21,2022-08-09,Anhui,3.6650396338330022,0,0,0.02945357314571295,1.3510497933775882e-09,0.0
22,2022-08-10,Anhui,3.6533120117056366,0,0,0.037451948078566014,1.3510497933775882e-09,1e-10
23,2022-08-11,Anhui,3.669752528589636,0,0,0.04454663470036383,1.3510497933775882e-09,1e-10
24,2022-08-12,Anhui,3.6837521667446453,0,0,0.020161536714468554,1.3510497933775882e-09,0.0
25,2022-08-13,Anhui,3.6801980774829772,0,0,0.03506408619874086,1.3510497933775882e-09,0.0
26,2022-08-14,Anhui,3.6880757718223873,0,0,0.03116343321631051,1.3510497933775882e-09,0.0
27,2022-08-15,Anhui,3.678485293060636,0,0,0.03126710308378507,1.3510497933775882e-09,0.0
28,2022-08-16,Anhui,3.6862226841569843,0,0,0.03746365014915798,1.3510497933775882e-09,1e-10
29,2022-08-17,Anhui,3.682983546838075,0,0,0.048222083340105214,1.3510497933775882e-09,1e-10
30,2022-08-18,Anhui,3.6705313817095475,0,0,0.02184108739999746,1.3510497933775882e-09,0.0
31,2022-08-19,Anhui,3.6637750063598973,0,0,0.026960827636818313,1.3510497933775882e-09,0.0
32,2022-08-20,Anhui,3.657768954239891,0,0,0.0348885482304483,1.3510497933775882e-09,0.0
33,2022-08-21,Anhui,3.6420982879783956,0,0,0.048418587197263045,1.3510497933775882e-09,1e-10
34,2022-08-22,Anhui,3.6515624609051867,0,0,0.02885638776375437,1.3510497933775882e-09,0.0
35,2022-08-23,Anhui,3.6353132391603653,0,0,0.036273331857907924,1.3510497933775882e-09,0.0
36,2022-08-24,Anhui,3.637419438275877,0,0,0.03538369513687407,1.3510497933775882e-09,0.0
37,2022-08-25,Anhui,3.6425827906744823,0,0,0.03912071405660643,1.3510497933775882e-09,1e-10
38,2022-08-26,Anhui,3.6110163257869408,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
39,2022-08-27,Anhui,3.598137884805753,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
40,2022-08-28,Anhui,3.578241535348661,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
41,2022-08-29,Anhui,3.586961108490195,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
42,2022-08-30,Anhui,3.5871282537745297,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
43,2022-08-31,Anhui,3.5631882516082367,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
44,2022-09-01,Anhui,3.7043365980973237,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
45,2022-09-02,Anhui,3.684291534454229,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
46,2022-09-03,Anhui,3.6822794642708607,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
47,2022-09-04,Anhui,3.6797193738662557,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
48,2022-09-05,Anhui,3.665508244756067,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
49,2022-09-06,Anhui,3.6686601360406805,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
50,2022-09-07,Anhui,3.7046904558904465,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
51,2022-09-08,Anhui,3.723281856838377,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
52,2022-09-09,Anhui,3.742054370667744,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
53,2022-09-10,Anhui,3.692103735035236,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
54,2022-09-11,Anhui,3.66569464668477,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
55,2022-09-12,Anhui,3.683559464895086,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
56,2022-09-13,Anhui,3.682643623656168,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
57,2022-09-14,Anhui,3.678616032553504,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
58,2022-09-15,Anhui,3.671992230719242,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
59,2022-09-16,Anhui,3.6833763637362256,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
60,2022-09-17,Anhui,3.6946323556754144,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
61,2022-09-18,Anhui,3.6756799639895963,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
62,2022-09-19,Anhui,3.6556061390292904,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
63,2022-09-20,Anhui,3.656920718207488,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
64,2022-09-21,Anhui,3.631673773387739,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
65,2022-09-22,Anhui,3.615974715474173,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
66,2022-09-23,Anhui,3.6136264854891755,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
67,2022-09-24,Anhui,3.615974715474173,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
68,2022-09-25,Anhui,3.615384306286851,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
69,2022-09-26,Anhui,3.6393273471009677,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
70,2022-09-27,Anhui,3.6490171704726864,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
71,2022-09-28,Anhui,3.6452296004434857,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
72,2022-09-29,Anhui,3.6364628544943938,0,1,0.49333333333333335,1.3510497933775882e-09,7e-10
