date,cf,ts,begin_idx,end_idx
2019-09-19,40.56628559714988,43.40377204258816,False,False
2019-09-20,39.187400077313754,41.92846802617475,False,False
2019-09-21,39.37358742853996,42.127670413546646,False,False
2019-09-22,37.98565302153437,40.64262280209876,False,False
2019-09-23,36.79296029558726,39.36652117305723,False,False
2019-09-24,36.01030815880192,38.52911331092595,False,False
2019-09-25,38.52585202204495,41.22058811390678,False,False
2019-09-26,39.187400077313754,41.92846802617475,False,False
2019-09-27,39.83954778989251,42.62621769281162,False,False
2019-09-28,38.75878704844359,41.46982308847962,False,False
2019-09-29,39.28069351647425,42.02822388009933,False,False
2019-09-30,39.364441413970034,42.117849488392835,False,False
2019-10-01,35.91721741444406,35.38077216299436,False,False
2019-10-02,33.92599583038212,33.41929368640742,False,False
2019-10-03,33.84207697554261,33.33662778885286,False,False
2019-10-04,33.99327616333622,33.48556559866584,False,False
2019-10-05,35.29532755197892,34.76816295773035,False,False
2019-10-06,34.98453621890516,34.46201301533697,False,False
2019-10-07,35.38795137060576,34.85941249852957,False,False
2019-10-08,35.85825551597483,35.32269724338401,False,False
2019-10-09,35.564437948743596,35.033250606764064,False,False
2019-10-10,36.18603456114384,35.6455504915508,False,False
2019-10-11,36.32056389182147,35.77809431606765,False,False
2019-10-12,36.81625191625631,36.266356689462874,False,False
2019-10-13,37.185979910672756,36.6305815514666,False,False
2019-10-14,36.42118457300862,35.877231529037665,False,False
2019-10-15,35.69870052614767,35.16548511080363,False,False
2019-10-16,34.97621512439743,34.45381602268891,False,False
2019-10-17,35.413235474404836,34.88431279695107,False,False
2019-10-18,35.816276140171574,35.28132562954706,False,False
2019-10-19,36.01812173706319,35.48014136632235,False,False
2019-10-20,35.66508474166514,35.132387819734085,False,False
2019-10-21,34.97621512439743,34.45381602268891,False,False
2019-10-22,35.70703720956912,35.17375943357101,False,False
2019-10-23,36.74061439399462,36.191887784556386,False,False
2019-10-24,37.0597284828436,36.50623471959781,False,False
2019-10-25,36.69863847518996,36.15051617071945,False,False
2019-10-26,36.236328842007616,35.695119098035796,False,False
2019-10-27,35.90054322684819,35.364378177698235,False,False
2019-10-28,35.18640395768315,34.66090608223159,False,False
2019-10-29,34.110867301735674,33.601406117409276,False,False
2019-10-30,33.800086392952,33.2952561750159,False,False
2019-10-31,34.6148481193781,34.09786548345258,False,False
2019-11-01,37.879413333445015,36.97354063065696,False,False
2019-11-02,37.870308241543356,36.964647666935,False,False
2019-11-03,38.25572956081505,37.34085869743354,False,False
2019-11-04,38.55820002331009,37.6361050930026,False,False
2019-11-05,38.622600290791134,37.698974480010875,False,False
2019-11-06,40.36557210178974,39.40023710508137,False,False
2019-11-07,40.8794496206434,39.90180025899988,False,False
2019-11-08,40.576663960669684,39.606244542953526,False,False
2019-11-09,41.40213606522346,40.41202438628237,False,False
2019-11-10,40.06278081493084,39.10468138903502,False,False
2019-11-11,39.585641382656014,38.63892208036233,False,False
2019-11-12,41.11787131836897,40.13456391815725,False,False
2019-11-13,42.007717946319595,41.00313581837505,False,False
2019-11-14,42.2097086573067,41.20025029252527,False,False
2019-11-15,41.62233550232248,40.62692478787651,False,False
2019-11-16,41.365695587376884,40.376452531394534,False,False
2019-11-17,41.64994914776468,40.65391299951966,False,False
2019-11-18,41.30128198494249,40.31358314438626,False,False
2019-11-19,42.402224715499685,41.38816248247624,False,False
2019-11-20,43.08104387890329,42.05072694482186,False,False
2019-11-21,44.181958786294025,43.12538361303116,False,False
2019-11-22,44.85165255301148,43.77905511165483,False,False
2019-11-23,45.22795729593806,44.1462958483121,False,False
2019-11-24,44.888386406711696,43.81485895690065,False,False
2019-11-25,43.897706710010596,42.847923144906034,False,False
2019-11-26,45.07182175145961,43.99395551324898,False,False
2019-11-27,46.05341021339056,44.95207569164095,False,False
2019-11-28,46.521433643015946,45.40886470647236,False,False
2019-11-29,46.47556283076719,45.36409056738528,False,False
2019-11-30,46.10835688036085,45.005742794449986,False,False
2019-12-01,47.2787740162447,46.92352975362036,False,False
2019-12-02,45.87679966170437,45.53212891667066,False,False
2019-12-03,45.51701463872573,45.17494109552518,False,False
2019-12-04,45.849050456467246,45.50452206407291,False,False
2019-12-05,46.5408757632336,46.19113619352751,False,False
2019-12-06,47.435662264839856,47.079272613933625,False,False
2019-12-07,47.78593407747863,47.426871500283255,False,False
2019-12-08,47.97990107208594,47.61934616727419,False,False
2019-12-09,47.44498735185084,47.08847489813287,False,False
2019-12-10,49.0958209912781,48.72694546631439,False,False
2019-12-11,48.551603882409346,48.18679458285452,False,False
2019-12-12,48.37649685009866,48.012956474620026,False,False
2019-12-13,48.97602262288649,48.608011742798105,False,False
2019-12-14,49.861217456165285,49.486559228408375,False,False
2019-12-15,49.44644629438322,49.07485367314132,False,False
2019-12-16,48.45000797057193,48.08595610725941,False,False
2019-12-17,49.53843670905014,49.16618054405987,False,False
2019-12-18,49.0680469909816,48.69933861371666,False,False
2019-12-19,50.857338922808616,50.475147473812974,False,False
2019-12-20,51.91794618214827,51.527842388135,False,False
2019-12-21,51.078770878576016,50.69499700304366,False,False
2019-12-22,51.180406845555375,50.79583547863874,False,False
2019-12-23,50.83909448594478,50.45705222589177,False,False
2019-12-24,50.87584277460451,50.49355204221145,False,False
2019-12-25,51.50315623598185,51.11613683286794,False,False
2019-12-26,51.55843560522206,51.171041217586115,False,False
2019-12-27,51.3462409678556,50.96039397255467,False,False
2019-12-28,50.903641610960634,50.5211588948092,False,False
2019-12-29,49.81522783698454,49.44085712788943,False,False
2019-12-30,51.30024648832661,50.91476920215504,False,False
