date,cf,ts,begin_idx,end_idx
2022-05-14,20.160500949002106,20.2048,False,False
2022-05-15,19.94436676943917,19.988200000000003,False,False
2022-05-16,19.456562340690322,19.499299999999998,False,False
2022-05-17,19.18505965534918,19.227200000000003,False,False
2022-05-18,19.488712284929225,19.531499999999998,False,False
2022-05-19,20.514869667570114,20.559899999999995,False,False
2022-05-20,20.602400449399,20.6477,False,False
2022-05-21,20.505758376755875,20.550800000000002,False,False
2022-05-22,20.086897961907155,20.131,False,False
2022-05-23,20.2571261190373,20.301600000000004,False,False
2022-05-24,20.312503630326777,20.3571,False,False
2022-05-25,20.050105308918774,20.094200000000004,False,False
2022-05-26,20.220328563447936,20.2648,False,False
2022-05-27,20.422878855183445,20.4678,False,False
2022-05-28,20.183526614825062,20.227899999999998,False,False
2022-05-29,20.013328374568744,20.057300000000005,False,False
2022-05-30,19.981158840275405,20.0251,False,False
2022-05-31,20.25266443974288,20.297199999999997,False,False
2022-06-01,19.568148890920547,19.5609,False,False
2022-06-02,19.141667215656575,19.134500000000003,False,False
2022-06-03,18.293172836594387,18.286400000000004,False,False
2022-06-04,18.653705974264565,18.6468,False,False
2022-06-05,19.119738555303016,19.112599999999997,False,False
2022-06-06,19.76154094114811,19.754200000000004,False,False
2022-06-07,20.14843467053669,20.1409,False,False
2022-06-08,20.456226863526783,20.4486,False,False
2022-06-09,20.76384490583672,20.756099999999996,False,False
2022-06-10,20.83422252267141,20.8265,False,False
2022-06-11,20.64958974605987,20.641900000000003,False,False
2022-06-12,19.695574566758346,19.688199999999995,False,False
2022-06-13,20.284770586451195,20.277200000000004,False,False
2022-06-14,20.61448142520978,20.606799999999996,False,False
2022-06-15,21.278345434131793,21.2704,False,False
2022-06-16,21.46726941458002,21.459300000000002,False,False
2022-06-17,21.761858076162852,21.7537,False,False
2022-06-18,22.056447051383326,22.0482,False,False
2022-06-19,22.148762773025307,22.1405,False,False
2022-06-20,22.179604252549453,22.171300000000002,False,False
2022-06-21,22.9708912987877,22.962300000000003,False,False
2022-06-22,23.2346630442557,23.226000000000003,False,False
2022-06-23,22.799448888569078,22.791000000000004,False,False
2022-06-24,23.014742577895237,23.0062,False,False
2022-06-25,23.17318116421583,23.164500000000004,False,False
2022-06-26,23.357807777985112,23.3491,False,False
2022-06-27,23.450128142559535,23.441399999999998,False,False
2022-06-28,23.511612768900264,23.502900000000004,False,False
2022-06-29,23.401651267722325,23.392899999999997,False,False
2022-06-30,23.441219844127506,23.4325,False,False
2022-07-01,23.262312074298233,23.180100000000003,False,False
2022-07-02,23.59395264741277,23.5106,False,False
2022-07-03,22.306196581722077,22.2273,False,False
2022-07-04,22.611742004620602,22.531799999999997,False,False
2022-07-05,23.454304930914418,23.371399999999998,False,False
2022-07-06,23.724905638578022,23.641100000000005,False,False
2022-07-07,24.04803240846468,23.963,False,False
2022-07-08,24.50192611018559,24.415300000000002,True,False
2022-07-09,25.113052378278578,25.024299999999997,False,False
2022-07-10,25.073730846098492,24.985099999999996,False,False
2022-07-11,24.951632747955742,24.8635,False,False
2022-07-12,25.43180374101703,25.341899999999995,False,False
2022-07-13,26.317861550083737,26.2248,False,False
2022-07-14,26.531773744088333,26.437999999999995,False,False
2022-07-15,26.83296769113555,26.738100000000003,False,False
2022-07-16,26.83732019590874,26.7425,False,False
2022-07-17,26.57541860948356,26.481500000000004,False,False
2022-07-18,26.317861550083737,26.2248,False,False
2022-07-19,26.736961638731902,26.642500000000002,False,False
2022-07-20,26.33091512557329,26.237799999999993,False,False
2022-07-21,25.95995059043978,25.868200000000005,False,False
2022-07-22,26.335413580745758,26.242300000000004,False,False
2022-07-23,26.112640865795814,26.020400000000006,False,False
2022-07-24,25.53215129682598,25.441899999999997,False,False
2022-07-25,26.020999540452802,25.929000000000002,False,False
2022-07-26,26.14324904735393,26.050899999999995,False,False
2022-07-27,26.662703401559202,26.568500000000004,False,False
2022-07-28,26.754373390439163,26.6598,False,False
2022-07-29,26.736961638731902,26.642500000000002,False,False
2022-07-30,26.492462872813054,26.3988,False,False
2022-07-31,26.396448422712094,26.303200000000004,False,False
2022-08-01,27.52460059179329,28.073099999999993,False,False
2022-08-02,28.4938034968719,29.061599999999995,False,False
2022-08-03,28.680516334790454,29.252099999999995,False,False
2022-08-04,29.022904515238412,29.601300000000005,False,False
2022-08-05,28.845078324391412,29.419899999999995,False,False
2022-08-06,28.707224069907106,29.279300000000006,False,False
2022-08-07,28.751702290520996,29.324700000000004,False,False
2022-08-08,28.787316938804107,29.361000000000004,False,False
2022-08-09,28.236052429429293,28.798800000000007,False,False
2022-08-10,27.906947101195964,28.463099999999997,False,False
2022-08-11,28.369380085836454,28.934700000000007,False,False
2022-08-12,28.769505325533203,29.3428,False,False
2022-08-13,28.667256737212313,29.2385,False,False
2022-08-14,28.893949104395606,29.469800000000003,False,True
2022-08-15,28.618396853953577,29.188699999999997,False,False
2022-08-16,28.84072494300933,29.4155,False,False
2022-08-17,28.747180026386562,29.320100000000004,False,False
2022-08-18,28.39154650847497,28.957299999999996,False,False
2022-08-19,28.200455535063938,28.762399999999996,False,False
2022-08-20,28.03152456318896,28.590199999999996,False,False
2022-08-21,27.59579739513915,28.145699999999998,False,False
2022-08-22,27.85809243024416,28.413199999999996,False,False
2022-08-23,27.4090695166485,27.955300000000005,False,False
2022-08-24,27.46681428661597,28.0142,False,False
2022-08-25,27.609068553481166,28.159299999999998,False,False
2022-08-26,26.751031186852302,27.284099999999995,False,False
2022-08-27,26.408634703049092,26.9349,False,False
