date,cf,ts,begin_idx,end_idx
2022-09-14,3.746589022648939,3.729413958990537,False,False
2022-09-15,3.721841175538331,3.704772910094637,False,False
2022-09-16,3.7644688875212986,3.7472228312302844,False,False
2022-09-17,3.807071868384184,3.78962251577287,False,False
2022-09-18,3.735611478633554,3.7184875,False,False
2022-09-19,3.661357219846252,3.6445643533123024,False,False
2022-09-20,3.666171148675517,3.6493619479495267,False,False
2022-09-21,3.574773028204102,3.558383477917981,False,False
2022-09-22,3.5190852720899457,3.5029473974763405,False,False
2022-09-23,3.51083561441956,3.4947337145110415,False,False
2022-09-24,3.5190852720899457,3.5029473974763405,False,False
2022-09-25,3.517027314032766,3.500912815457413,False,False
2022-09-26,3.6022566021705664,3.5857373028391164,False,False
2022-09-27,3.637316813552512,3.620626616719243,False,False
2022-09-28,3.6235763504621707,3.6069622634069396,False,False
2022-09-29,3.5919578029881847,3.57548903785489,False,False
2022-09-30,3.5685863138339537,3.552229495268139,False,False
2022-10-01,4.421497051202271,4.538147752365931,False,False
2022-10-02,4.456150091802616,4.573715260252366,False,False
2022-10-03,4.476584627427327,4.59468903785489,True,False
2022-10-04,4.398401192869697,4.51446119873817,False,False
2022-10-05,4.454366508662968,4.571881624605678,False,False
2022-10-06,4.602814949618581,4.724249211356467,False,False
2022-10-07,4.573466479003455,4.694132373817035,False,False
2022-10-08,4.473937437231584,4.591976261829654,False,False
2022-10-09,4.30952160866651,4.423231545741325,False,False
2022-10-10,4.205548361107918,4.316503903785489,False,False
2022-10-11,4.387710642211571,4.503484503154573,False,False
2022-10-12,4.427711810031051,4.544527799684543,False,False
2022-10-13,4.52281075670214,4.6421375000000005,False,False
2022-10-14,4.539686920730882,4.659469124605678,False,False
2022-10-15,4.497937974401647,4.616617310725552,False,False
2022-10-16,4.316613558461239,4.430490733438486,False,True
2022-10-17,4.212643518121778,4.323788209779179,False,False
2022-10-18,4.264171860598084,4.376687342271293,False,False
2022-10-19,4.239296606393645,4.351142034700316,False,False
2022-10-20,4.21529281198216,4.326500985804416,False,False
2022-10-21,4.304173300616098,4.417730638801262,False,False
2022-10-22,4.351272940415576,4.466083359621451,False,False
