,unit_weights
Beijing,0.04016443245462969
Chongqing,0.01512604708510702
Fujian,0.046427046631604074
Gansu,5.77317232249877e-10
Guangdong,2.2509111298369085e-10
Hainan,3.481874251792779e-10
Heilongjiang,7.437892373174095e-11
Hubei,4.442622424616641e-11
Hunan,1.9434516652379404e-09
Jiangxi,1.6450357236855688e-10
Jilin,0.0002459641924671795
Liaoning,0.022477149203158003
Ningxia,0.0636762793458861
Qinghai,3.243490549529371e-10
Shaanxi,0.030706570348686003
Shanghai,2.0011611720693447e-09
Tianjin,0.07094561228998704
Xinjiang,1.7599656539498452e-10
Yunnan,0.1187536400056293
Haerbin,7.343438919559449e-11
Beijing 1,0.04016443245462969
Guangzhou,2.2482155597025159e-10
Guangzhou 1,2.2482155597023768e-10
Tianjin 1,0.07094561228998704
Tianjin 2,0.07094561228998704
Huhehaote,1.5630984041562841e-10
Huhehaote 1,1.5630984041562635e-10
Shijiazhuang,1.4161711736362878e-09
Shenzhen,2.250998478344441e-10
Shenzhen 1,2.250998478344441e-10
Xian,0.030706626996450798
Chengdu,0.0178332053191907
Anyang,1.3634678415196696e-10
Langfang,1.41581724988225e-09
Quanzhou,0.04642706125819655
Nanchang,1.6382588167155807e-10
Tangshan,1.416482706771124e-09
Guangan,0.017833678550976534
Suuzhou,1.6158579654121644e-09
Beihai,1.3546343196670612e-10
Guiyang,0.09396275324942244
Qingdao,0.11729355126695076
Beijing 2,0.04016443245462969
Wulumuqi,1.7491289285960067e-10
Dalian,0.022477155991650528
Jilin 1,0.00024596419246717956
Zhengzhou,1.3782487892689848e-10
Shijiazhuang 1,1.4161711736363006e-09
Nanjing,3.6990527989949035e-10
Gansu 1,5.773172322498702e-10
Dalian 1,0.02247715561685709
Suzhou,3.702135285350758e-10
