,unit_weights
Anhui,0.012954172907451194
Beijing,0.007038259775242002
Chongqing,0.011013941168331523
Fujian,0.0058149185636414006
Gansu,0.019328998368254628
Guangdong,0.01856373030428631
Guangxi,0.0037501733200019797
Guizhou,0.006838771335214065
Hainan,0.007107788737169891
Hebei,0.010185331987248135
Heilongjiang,0.02320780919109471
Henan,0.01759657749728976
Hubei,0.01808480408250466
Hunan,0.01634548863890496
Inner Mongolia,0.016924736802473483
Jiangsu,0.014980784774433289
Jiangxi,0.018427931456301574
Jilin,0.017730104738382914
Liaoning,0.011154916172188742
Ningxia,0.007384476870755888
Qinghai,0.020259693335033312
Shaanxi,0.02112563941114974
Shandong,0.010971328577862899
Shanghai,0.007881723567815753
Shanxi,0.01807627246631157
Sichuan,0.017558941989415745
Tianjin,0.010217627680272002
Xinjiang,0.024626056449719377
Yunnan,0.00812956454673337
Zhejiang,0.031106931328786096
Haerbin,0.02320774662224628
Beijing 1,0.007038259775242003
Guangzhou,0.01856372978843228
Guangzhou 1,0.018563729788432272
Tianjin 1,0.010217627680272
Tianjin 2,0.010217627680272
Huhehaote,0.016924711343970354
Huhehaote 1,0.016924711343970347
Shijiazhuang,0.010185329993586551
Shenzhen,0.018563730277466536
Shenzhen 1,0.018563730277466536
Xian,0.021125629953768883
Chengdu,0.01755894389817305
Anyang,0.017596519249041796
Langfang,0.010185328741896373
Quanzhou,0.005814925100050549
Nanchang,0.01842792995698718
Tangshan,0.010185331596031003
Guangan,0.017558871369760833
Suuzhou,0.012954164391172857
Beihai,0.003750176989437104
Guiyang,0.00683877681424626
Qingdao,0.010971325259370435
Wuhan,0.0180848070544846
Hunan 1,0.01634548863890496
Tianjin 3,0.010217627680272002
Chongqing 1,0.011013941168331522
Fujian 1,0.005814916607925972
Heilongjiang 1,0.023207811972396054
Heilongjiang 2,0.023207811972396058
Beijing 2,0.007038259775242003
Wulumuqi,0.024626013599509305
Dalian,0.01115491535321902
Shanghai 1,0.007881723567815753
Beijing 3,0.007038259775242002
Zhengzhou,0.017596581350551303
Nanjing,0.014980786993898664
Gansu 1,0.019328998368254628
Dalian 1,0.011154915391794678
Suzhou,0.014980786794122205
