,unit_weights
Anhui,0.01353881932968741
Chongqing,0.022405949180101643
Fujian,0.01401759779739995
Gansu,6.280042311874553e-10
Guangdong,0.01782880747134288
Guangxi,0.020076752192931747
Guizhou,0.005607191329868614
Hainan,0.026547786103710433
Hebei,0.04090348750902896
Heilongjiang,0.024015013286522256
Henan,0.0028926525404831655
Hubei,0.02253266535885472
Hunan,0.013821683127811513
Inner Mongolia,0.0346863066352977
Jiangsu,0.016704436239167224
Jiangxi,0.020517392346019337
Liaoning,0.017272531100805844
Ningxia,0.0068457238626820766
Qinghai,0.01945883939437097
Shaanxi,0.018225399270404195
Shandong,0.025913942986812676
Shanxi,0.011538328614132997
Sichuan,0.018292206038941158
Xinjiang,0.030381800760187504
Yunnan,0.007353544635863474
Zhejiang,0.01436991955408346
Guangzhou 1,0.01782879586083478
Tianjin 2,0.023924166289136076
Huhehaote 1,0.034685829111001994
Shijiazhuang,0.04090358013815546
Shenzhen 1,0.017828808999089
Chengdu,0.01829207930200704
Guangan,0.01829236352956292
Suuzhou,0.01353838102789887
Beihai,0.02007688432605093
Guiyang,0.005607190836419072
Wuhan,0.02253257369873339
Hunan 1,0.013821683127811507
Tianjin 3,0.023924166289136076
Chongqing 1,0.022405949180101647
Fujian 1,0.014017606768405633
Heilongjiang 1,0.024015002305793436
Heilongjiang 2,0.024015002305793433
Beijing 2,0.01265051583961423
Wulumuqi,0.030381560362413705
Dalian,0.017272490346738088
Shanghai 1,0.024735020985163385
Beijing 3,0.01265051583961423
Jilin 1,0.0030782177351298327
Zhengzhou,0.002892538318135261
Shijiazhuang 1,0.04090358013815546
Nanjing,0.016704227253463683
Gansu 1,6.280042311874553e-10
Dalian 1,0.017272492163229135
