,unit_weights
Beijing,8.246761990820281e-10
Chongqing,5.636053762462088e-10
Fujian,5.544125516433224e-10
Gansu,2.753409816405801e-09
Guangdong,0.012198651423706446
Hainan,1.2655043471988723e-09
Heilongjiang,0.14355528901303008
Hubei,0.14348913483514095
Hunan,2.9172364648851807e-09
Jiangxi,0.005795360720406674
Jilin,7.192313036293319e-10
Liaoning,7.940741582765657e-10
Ningxia,5.97676617565847e-10
Qinghai,0.019901620451560305
Shaanxi,4.2695183545370605e-10
Shanghai,8.907144556137555e-10
Tianjin,4.779750529179267e-10
Xinjiang,0.13352484510974116
Yunnan,2.5735545945617907e-10
Haerbin,0.14355422453704944
Beijing 1,8.246761990820259e-10
Guangzhou,0.012198592280223835
Guangzhou 1,0.012198592280223835
Tianjin 1,4.779750529179211e-10
Tianjin 2,4.779750529179259e-10
Huhehaote,0.04565488838681749
Huhehaote 1,0.04565488838681749
Shijiazhuang,1.0004613765585724e-09
Shenzhen,0.012198653095707206
Shenzhen 1,0.012198653095707205
Xian,4.2425616437265833e-10
Chengdu,4.286955401046756e-10
Anyang,0.051964884466122
Langfang,9.995392304156212e-10
Quanzhou,5.527459720650369e-10
Nanchang,0.0057952218471857215
Tangshan,1.0011946732593136e-09
Guangan,4.2232940320702617e-10
Suuzhou,1.0614463436174311e-09
Beihai,4.300843076694314e-10
Guiyang,4.295608957887746e-09
Qingdao,3.3137074554869317e-10
Beijing 2,8.246761990820184e-10
Wulumuqi,0.13352422501455408
Dalian,7.937104888253198e-10
Jilin 1,7.192313036293353e-10
Zhengzhou,0.051964905196543384
Shijiazhuang 1,1.0004613765585693e-09
Nanjing,0.007313641970115977
Gansu 1,2.753409816405801e-09
Dalian 1,7.937293053949132e-10
Suzhou,0.007313695233611811
