,unit_weights
Beijing,1.717613767808803e-10
Chongqing,2.9732085646909194e-10
Fujian,1.8089830157999716e-10
Gansu,0.005266866751619231
Guangdong,0.014864764207381854
Hainan,2.417417384912174e-10
Heilongjiang,0.11198549342336778
Hubei,0.3861672790700464
Hunan,2.6978079385431613e-10
Jiangxi,0.016990821282163247
Jilin,1.1435071226028145e-09
Liaoning,1.843063874882572e-10
Ningxia,1.4967102096410008e-10
Qinghai,0.007622294648217504
Shaanxi,2.853310781557907e-10
Shanghai,4.69837476244968e-10
Tianjin,2.463135025112614e-10
Xinjiang,1.8269655051870706e-10
Yunnan,7.185538581635131e-11
Haerbin,0.11198494292903066
Beijing 1,1.717613767808803e-10
Guangzhou,0.014864716317177602
Guangzhou 1,0.014864716317177595
Tianjin 1,2.4631350251122385e-10
Tianjin 2,2.463135025112259e-10
Huhehaote,8.428767542053332e-10
Huhehaote 1,8.428767542053332e-10
Shijiazhuang,6.726415002484953e-10
Shenzhen,0.014864765643857358
Shenzhen 1,0.014864765643857357
Xian,2.83981808571075e-10
Chengdu,2.4656471472431584e-10
Anyang,0.08200299756861817
Langfang,6.722907848188567e-10
Quanzhou,1.8000846072705171e-10
Nanchang,0.01699071034310608
Tangshan,6.72874249367641e-10
Guangan,2.435826294847538e-10
Suuzhou,6.534527660951773e-10
Beihai,0.09939425650669292
Guiyang,5.670978553861091e-11
Qingdao,9.923018692505664e-11
Beijing 2,1.717613767808803e-10
Wulumuqi,1.8106626706613118e-10
Dalian,1.8409955690591282e-10
Jilin 1,1.143507122602823e-09
Zhengzhou,0.08200372837986517
Shijiazhuang 1,6.726415002485014e-10
Nanjing,8.26500235997644e-10
Gansu 1,0.005266866751619231
Dalian 1,1.8411014893731098e-10
Suzhou,8.267773783979638e-10
