,unit_weights
Anhui,0.015873015596896977
Beijing,0.015872990186397276
Chongqing,0.01587302458827497
Fujian,0.01587301827313441
Guangdong,0.015873025558706406
Guangxi,0.015873016614063016
Guizhou,0.01587302244881022
Hebei,0.0158730122494192
Henan,0.015873016547769635
Hubei,0.015873012313159185
Hunan,0.015873017449651663
Inner Mongolia,0.01587302149978967
Jiangsu,0.015873011210708728
Jiangxi,0.015873021286802288
Jilin,0.015873025298852542
Liaoning,0.015873019690205374
Ningxia,0.015873025171711325
Shaanxi,0.01587302471529614
Shandong,0.015873010574917735
Shanghai,0.015873024904439
Shanxi,0.01587301441304215
Sichuan,0.015873017690330306
Tianjin,0.01587302205681723
Yunnan,0.015873015796051996
Zhejiang,0.015873014274859435
Haerbin,0.015872995610014817
Beijing 1,0.015872990186397276
Guangzhou,0.015873026328116432
Guangzhou 1,0.015873026328116432
Tianjin 1,0.01587302205681723
Tianjin 2,0.01587302205681723
Huhehaote,0.015872990095716088
Huhehaote 1,0.015872990095716088
Shijiazhuang,0.015873020322832526
Shenzhen,0.015873025452065384
Xian,0.015873015577882642
Anyang,0.015872990248785794
Langfang,0.015873026068528792
Quanzhou,0.015873026430340602
Nanchang,0.015873023049064794
Tangshan,0.015873013831126746
Guangan,0.015872990184768697
Suuzhou,0.015872990090023617
Qingdao,0.015873024676272354
Wuhan,0.015873016788831396
Hunan 1,0.015873017449651663
Tianjin 3,0.01587302205681723
Chongqing 1,0.01587302458827497
Fujian 1,0.01587301545938267
Heilongjiang 1,0.015873026760874598
Heilongjiang 2,0.015873026760874598
Beijing 2,0.015872990186397276
Wulumuqi,0.015873007438924877
Dalian,0.01587302245881514
Shanghai 1,0.015873024904439
Beijing 3,0.015872990186397276
Jilin 1,0.015873025298852542
Zhengzhou,0.01587302657376926
Shijiazhuang 1,0.015873020322832526
Nanjing,0.0158730257656805
Gansu 1,0.01587302515314269
Dalian 1,0.015873022325803135
Suzhou,0.01587302042069866
