,unit_weights
Beijing,0.04756759409419917
Chongqing,7.475066656046156e-10
Fujian,0.021424174296003618
Gansu,1.8985582535697692e-10
Guangdong,1.7820552071007401e-10
Hainan,2.9419664647054414e-10
Heilongjiang,8.425937474328369e-11
Hubei,4.774004759081551e-11
Hunan,6.143412131616348e-10
Jiangxi,1.39089083661714e-10
Jilin,2.642725337263106e-10
Liaoning,2.252635247715753e-09
Ningxia,0.07400205026229481
Qinghai,2.0838368343566858e-10
Shaanxi,6.823803995936261e-10
Shanghai,2.854927796974673e-10
Tianjin,8.162764790274537e-10
Xinjiang,1.5317541050338198e-10
Yunnan,0.2540772475422679
Haerbin,8.188240205892264e-11
Beijing 1,0.04756759409419917
Guangzhou,1.7764787999985436e-10
Guangzhou 1,1.7764787999985436e-10
Tianjin 1,8.162764790274537e-10
Tianjin 2,8.162764790274537e-10
Huhehaote,1.3603053328287492e-10
Huhehaote 1,1.3603053328287492e-10
Shijiazhuang,4.6480522797638185e-10
Shenzhen,1.7822326900799416e-10
Shenzhen 1,1.7822326900799416e-10
Xian,6.804489824784972e-10
Chengdu,5.307688957815608e-10
Anyang,1.480533294864222e-10
Langfang,4.641688199679099e-10
Quanzhou,0.021423985625885333
Nanchang,1.376994425811548e-10
Tangshan,4.6530634613191976e-10
Guangan,5.259996056518069e-10
Suuzhou,3.013173406388616e-10
Beihai,1.2831677007540107e-10
Guiyang,0.29790286220291984
Qingdao,0.1884668780402546
Heilongjiang 2,8.474571379336776e-11
Beijing 2,0.04756759409419917
Wulumuqi,1.5030070454725595e-10
Dalian,2.2525807366681207e-09
Jilin 1,2.642725337263106e-10
Zhengzhou,1.5105012574868598e-10
Shijiazhuang 1,4.6480522797638185e-10
Nanjing,2.1702864849476205e-10
Gansu 1,1.8985582535697692e-10
Dalian 1,2.2525858993085166e-09
Suzhou,2.1764722321137476e-10
