date,cf,ts,begin_idx,end_idx
2022-02-14,3.5097607279435405,3.517393103037074,False,False
2022-02-15,3.5449964308881463,3.552708346147329,False,False
2022-02-16,3.5707442382738774,3.578517604860323,False,False
2022-02-17,3.6635676211031987,3.6715331511130915,False,False
2022-02-18,3.7652042457636483,3.7734158387256715,False,False
2022-02-19,3.8207635744041353,3.829071844148346,False,False
2022-02-20,3.782818962151185,3.7910479065593012,False,False
2022-02-21,3.8858070869391614,3.8942593876897775,False,False
2022-02-22,3.9535653583967933,3.9621811794314983,False,False
2022-02-23,3.994218176520894,4.002913811499332,False,False
2022-02-24,3.9284924265467414,3.9370363174774528,False,False
2022-02-25,3.804500193255251,3.8127941235541107,False,False
2022-02-26,3.7231925250586544,3.7313033056969456,False,False
2022-02-27,3.5727756713425087,3.5805619025801634,False,False
2022-02-28,3.6005566143690313,3.6083899052915,False,False
2022-03-01,5.180493613587778,5.146800600636411,False,False
2022-03-02,5.192165310828174,5.158401990196509,False,False
2022-03-03,5.143519290148298,5.110079902843766,False,False
2022-03-04,5.121131903313501,5.087848165140493,False,False
2022-03-05,5.066648040545584,5.033699829286203,True,False
2022-03-06,5.087076109363066,5.053989484155625,False,False
2022-03-07,5.1016651019488535,5.0685039979664985,False,False
2022-03-08,5.1532291616616375,5.119713655848517,False,False
2022-03-09,5.174654809600738,5.141025459577859,False,False
2022-03-10,5.098746757351652,5.065590873715724,False,False
2022-03-11,5.113335764443581,5.080079833805097,False,False
2022-03-12,5.083197410764156,5.050156425930924,False,False
2022-03-13,5.177573456828362,5.143913030107136,False,False
2022-03-14,5.155187832007637,5.1216812924038635,False,False
2022-03-15,5.13572042814811,5.102337125229867,False,False
2022-03-16,5.066648040545584,5.033699829286203,False,False
2022-03-17,5.133806420703567,5.100420596117516,False,False
2022-03-18,5.234018629906414,5.199977895073777,False,True
2022-03-19,5.3148050181986095,5.280242134299038,False,False
2022-03-20,5.212632271165623,5.178742752508929,False,False
2022-03-21,5.295338669453031,5.26092352084654,False,False
2022-03-22,5.34790615675752,5.313129773866982,False,False
2022-03-23,5.19024787742208,5.156511014805656,False,False
2022-03-24,5.017001318761419,4.984381146795037,False,False
