,cf,ts,last_year
0,8.536720943093455,8.536725482044199,8.796529198895026
1,8.519558373168131,8.519559611878455,8.793303397790053
2,8.497801704802708,8.49780849585635,8.663027116022098
3,8.377871884924469,8.377877819060773,8.47400669198895
4,8.404348265313061,8.404352429558012,8.47400669198895
5,8.712660559849985,8.712669890883975,8.224560100828729
6,8.87616748179028,8.87617192403315,8.072083395027624
7,9.044382875646058,9.044385930939224,8.064134099447513
8,8.603698959329606,8.603706937845304,8.291311142265192
9,8.379403423667963,8.379410074585635,8.305585312154696
10,8.530466583447591,8.5304697320442,8.070470494475138
11,8.522683821321904,8.522693247237566,7.651047226519336
12,8.488426533534373,8.488430631215468,8.056196324585635
13,8.432353241940177,8.432359295580108,7.968788635359116
14,8.52893938693747,8.528937476519335,8.068915197513812
15,8.625456434824178,8.625458053867403,7.970401535911602
16,8.463545242012868,8.463545879834252,8.01643832596685
17,8.295324845208075,8.295331872928177,8.03553967679558
18,8.30622830956414,8.30624199309392,7.908431592541437
19,8.09915134351388,8.099157082872928,7.2761630552486185
20,7.9729772508080945,7.972982176795581,7.365114520718231
21,7.954288271473227,7.954295571823206,7.566865338397789
22,7.9729772508080945,7.972982176795581,7.851231226519336
23,7.968322719759377,7.968327806629833,7.7559433660221
24,8.161420585511193,8.161426564917127,7.632003479281768
25,8.240846634525006,8.240850396408836,7.682867450276242
26,8.209716432573337,8.209721415745857,7.6558168038674035
27,8.138077708540425,8.138074069060773,7.703524098066297
28,8.085123775383712,8.0851248480663,7.576416013812155
29,7.439598708127637,7.439595964088397,6.729090229281768
30,7.49791336263401,7.497902319060773,6.620461377071822
31,7.53230074420017,7.5322916629834245,6.503295672651934
32,7.400744237283767,7.400736581491714,6.510450038674033
33,7.49491383851887,7.494906932320441,6.6719474668508285
34,7.744691635631302,7.7446876243093925,6.750553327348066
35,7.695309088552671,7.695309825966851,6.849193716850828
36,7.527835387455841,7.527833145027624,6.744839051104972
37,7.251192497059818,7.251186138121546,6.633330019337016
38,7.0762474074018815,7.076244031767955,6.491867120165746
39,7.3827517020061695,7.382752740331491,6.510450038674033
40,7.4500618277179225,7.450056776243092,6.430392567679558
41,7.610076422049538,7.610068031767955,6.517546801104972
42,7.638464948853491,7.638466602209945,6.596164182320442
43,7.56822102151319,7.56821326243094,6.676210132596684
44,7.263126751475296,7.263121602209944,6.580461443370165
45,7.088183849791578,7.0881794958563535,6.484712754143646
