,cf,ts,last_year
0,2.8312649770005547,2.8697808717310087,3.010045765877958
1,2.880536982533732,2.919726400996264,3.0429246877779756
2,2.8543282179926655,2.8931600676036293,3.01914452944316
3,2.934530438944035,2.9744526365415407,3.088932560042697
4,3.0052863764355853,3.0461735118306352,3.05962117594734
5,3.0315169326583806,3.0727604074008177,3.094001136808397
6,3.0163172510926817,3.057349055328233,3.0257141451698986
7,3.0572024938682736,3.0987921241771925,3.1187785607543144
8,3.008452197786461,3.0493812115281984,3.1218114819427147
9,3.0262730067852357,3.067445084504536,3.0944946290695605
10,3.0194504252735594,3.0605259117594734,3.155214739370219
11,3.0802731370266505,3.122171320049813,3.221466075431418
12,3.115896528966019,3.1582887849137165,3.1673464241238216
13,3.098073412902544,3.1402146308486034,3.169371798612347
14,3.100697390463361,3.1428774328411317,3.1466197491549543
15,3.0514170964798337,3.0929319035758764,3.148120788115994
16,3.0493444681838073,3.090824280377157,3.159748699519658
17,3.0551017862689203,3.096663938800925,3.184032631204412
18,3.1719936609724098,3.2151432058352607,3.188597434620174
19,3.2176086009987417,3.2613772620530153,3.167839916384985
20,3.212880983030543,3.2565965557729943,3.1658453851627826
21,3.218122675715089,3.2619015975805024,3.1445943746664295
22,3.267394877449842,3.311847126845757,3.133963728873866
23,3.2747394432393264,3.319290635118307,3.1521818181818184
24,3.3434248614537876,3.3889038872086816,3.2128710852161535
25,3.339219569612998,3.384647516456147,3.196688651485501
26,3.284704477177435,3.3293866642946095,3.221466075431418
27,3.3187745604386767,3.3639208414872797,3.18000244440491
28,2.4767072594113753,2.456419416473937,2.5110428411314714
29,2.4511401269100386,2.4310559704678885,2.431415808574987
30,2.4719133597618175,2.4516592723714643,2.5061593239637077
31,2.5158936989264755,2.4952819320405624,2.5622426632271837
32,2.537464608769975,2.5166768777797546,2.5748472780644014
33,2.557854588502978,2.5368997793986834,2.608147724604163
34,2.5674569290901608,2.5464200676036293,2.677226360078278
35,2.550257243515927,2.529363741327166,2.683312764632628
36,2.5242863940342843,2.503609613947696,2.6516264490304216
37,2.5674569290901608,2.5464200676036293,2.656098722647216
38,2.5294817897314714,2.5087604394235905,2.6642310638676396
39,2.544656693328864,2.523811953389077,2.630899774061555
40,2.520687184064927,2.500042076143035,2.6467634940402065
41,2.509487998815248,2.4889282191780824,2.601238832947874
42,2.4751053095631828,2.454836128802704,2.5415159882583174
43,2.4867081072262125,2.466340667141078,2.5114438035936666
