,cf,ts,last_year
5,22.845029451709628,22.34842247462393,29.90922300253058
6,23.25811180835763,22.752506223674963,29.579323258259528
7,23.06442849862085,22.563042390693102,30.01543757556587
8,22.599712615056564,22.108419844088292,30.138347326866306
9,23.107482977279844,22.605195827217777,30.73068620821032
10,22.888067554367087,22.39050036735555,31.272939554758896
11,23.72264489096038,23.206977682693655,30.339520447771683
12,24.217437787623158,23.690986764796854,29.36145495908899
13,23.825858545842518,23.3079041902151,29.26075508294672
14,23.87330559494233,23.35436362294391,29.6800231344018
15,23.71408168895654,23.198592321664556,29.735849997469423
16,23.731399762060338,23.215514131308872,29.87016686152116
17,24.023930936954976,23.5016740194011,29.62971096822719
18,24.049643534426853,23.526830102488404,29.36145495908899
19,23.950810141408333,23.430134047378044,28.467091993111204
20,23.744156873971313,23.227978857162945,28.114906829888938
21,23.236608693482633,22.73150504920568,27.287702295937017
22,23.92929815840107,23.409132872908764,27.3436047027977
23,24.09709058352097,23.573289535217203,26.399005114438356
24,27.48902954942194,28.15607819710389,24.783652187543936
25,26.40970887515305,27.050570329537464,23.285618771263884
26,25.51055985812071,26.129615948404332,22.41928255250949
27,25.403579843250913,26.020001904681564,22.793753134682973
28,26.00645028397313,26.637496869112898,21.45232200140588
29,26.00645028397313,26.637496869112898,20.22262013805708
30,26.064624632731885,26.69710092183326,19.579818002952344
31,25.656451871347716,26.279041571067058,19.997273003374104
32,25.35995614318722,25.97535552298608,19.845127804161397
33,25.914032970454286,26.542840496415014,19.242363879375795
34,26.055023167151123,26.687280228736117,18.43472518782511
35,25.50068787566089,26.119493080134966,18.112833085617883
36,25.413218756524394,26.029898141571774,18.025051198088008
37,24.13003517748774,24.715587230001407,17.90221699058063
38,23.8919089783965,24.471656322226906,18.417199027836357
39,23.68289977374718,24.257565212709128,19.248180751441026
40,23.517529246999928,24.08819602867988,19.827601644172642
41,23.172370093071397,23.734651077182626,20.968766182061017
42,22.16614874528188,22.704007108533673,21.5598208189231
43,21.694636721248354,22.221055639533247,22.35575022255026
44,20.450221821174832,20.946480763109797,23.315534113313653
45,19.395393836144393,19.86605343483762,23.578879775903275
46,18.675956328208184,19.12912373358639,24.1933529886124
47,17.796130944412457,18.227961826233663,24.292919707858854
48,17.587100756970596,18.013870716715875,24.93662836848025
49,17.27599680699842,17.69522699761001,26.54012091986504
50,17.18848266573971,17.605556515253763,28.307543502179108
51,16.517683890985115,16.918485717418807,28.68208962814565
52,16.63922904195441,17.042981888373404,28.17881687881344
53,16.473930141081443,16.873688248137213,28.219761614649233
54,16.240614660468076,16.63466768691129,27.991543815830173
55,16.078609291442778,16.468773517362575,28.49481656516238
56,16.02055829159348,16.40932055222832,27.043469212990303
57,15.943153057804189,16.329999569520595,28.0968518633488
58,15.923804600660844,16.310207095740193,27.593579114016592
59,15.870625241711998,16.255740020947563,29.440473766624493
60,15.856109335798592,16.24085789371573,29.786313251230144
61,15.769024301455454,16.151640674117814,28.91876833178687
62,15.73034879576057,16.11205572655701,28.809834182201605
63,15.609385703725522,15.988163905946859,27.232706414593004
64,15.609385703725522,15.988163905946859,27.184282843244763
65,15.328837877290932,15.700795317165754,26.9416361799522
66,15.551355531774826,15.9287109408126,27.220619407704202
67,15.551355531774826,15.9287109408126,27.912071745536345
68,15.6190858998454,15.998060142837057,27.65121902811753
69,15.69163197772767,16.07239523520315,27.305606174891047
70,15.386897514480735,15.760248282300015,26.03805687122171
71,15.822239621013958,16.2061832927035,25.959113607479264
72,15.609385703725522,15.988163905946859,26.26838989624631
73,15.711004048373393,16.092263252776608,26.504993056094477
74,16.21888944715414,16.61245781175313,26.86291954758892
75,16.61553407645215,17.018732330802752,26.262270849008857
76,16.397860739608,16.795727053704486,26.456569484746243
77,16.03023615572919,16.419216789118515,26.371507173766346
78,16.87190374686388,17.281322555461834,27.269269610431603
79,17.529741536338733,17.95509764571911,26.57789281639252
80,17.892525226087724,18.3266975637565,26.82031284830592
81,17.15728012853078,17.573601490791503,27.06900301504288
82,16.92509709490466,17.335789630254467,26.777932780402082
83,18.061837479866377,18.500146112610718,26.971929240967242
84,22.32612644309399,23.963246594966964,26.080436939125548
85,22.90096454654656,24.5802127528469,26.887169105159572
86,23.69214309519535,25.42940053057782,27.341942739350486
87,24.16188618015334,25.933579805426685,26.741596215942643
88,23.494353534325626,25.217122472093347,26.39575673133699
89,24.66875058765908,26.47764620300858,26.41993074511458
90,24.038284804195875,25.800924904822157,29.953113946295517
91,23.56231972592491,25.29009777618445,30.134494593420495
92,24.98405943606671,26.81608239589484,28.990157216223817
93,24.77990838413124,26.596929852242372,29.429671004217628
94,24.551313824513915,26.351563612399826,29.269215987768877
95,24.211345116102112,25.98668709194433,28.711098444678758
96,24.613109764849547,26.4178910627021,29.15061223267257
97,24.007365116971815,25.767761179671023,29.36689411218895
98,24.48949614428459,26.285236162097576,30.008714177983972
99,24.946787098356342,26.77604418557571,30.69261213651062
100,25.014905805000502,26.849170577252917,31.43906035568677
101,23.71684630203184,25.455916401940115,30.720412252354844
102,24.823378225939386,26.64361591635035,30.964569791508506
103,25.651541348655513,27.53246418543512,30.462279111486012
104,25.738189050865106,27.625458594685796,30.113568962744274
105,24.885073393260885,26.7097922790665,28.711098444678758
106,25.732028131252605,27.618886284690007,27.259826636299735
107,25.45999572290108,27.326909524532546,28.048352748207506
108,25.38568381438634,27.247135279066494,28.522541137213555
109,24.97171740226373,26.80278668831716,27.413407167580488
110,24.28553269199367,26.06631024982427,28.79472542359061
111,24.637865493972097,26.444482477857445,27.901646702094755
112,25.20648160412491,27.05480078194855,28.38301175144102
113,24.637865493972097,26.444482477857445,28.208807764656264
114,25.7999106983431,27.691710501194997,28.94143146970336
