state,date,emission
Beijing,2020-04-11,16772.9
Beijing,2020-04-12,17088.8
Beijing,2020-04-13,17404.7
Beijing,2020-04-14,17720.6
Beijing,2020-04-15,18036.5
Beijing,2020-04-16,18352.4
Beijing,2020-04-17,18668.3
Beijing,2020-04-18,18984.2
Beijing,2020-04-19,19300.1
Beijing,2020-04-20,19616.0
Beijing,2020-04-21,19931.9
Beijing,2020-04-22,20247.8
Beijing,2020-04-23,20563.7
Beijing,2020-04-24,20879.6
Beijing,2020-04-25,21195.5
Beijing,2020-04-26,21511.4
Beijing,2020-04-27,21827.3
Beijing,2020-04-28,22143.199999999997
Beijing,2020-04-29,22459.1
Beijing,2020-04-30,22775.0
Beijing,2020-05-01,23099.0
Beijing,2020-05-02,23423.0
Beijing,2020-05-03,23747.0
Beijing,2020-05-04,24071.0
Beijing,2020-05-05,24395.0
Beijing,2020-05-06,24719.0
Beijing,2020-05-07,25043.0
Beijing,2020-05-08,25367.0
Beijing,2020-05-09,25691.0
Beijing,2020-05-10,26015.0
Beijing,2020-05-11,26339.0
Beijing,2020-05-12,26663.0
Beijing,2020-05-13,26987.0
Beijing,2020-05-14,27311.0
Beijing,2020-05-15,27635.0
Beijing,2020-05-16,27959.0
Beijing,2020-05-17,28283.0
Beijing,2020-05-18,28607.0
Beijing,2020-05-19,28931.0
Beijing,2020-05-20,29255.0
Beijing,2020-05-21,29579.0
Beijing,2020-05-22,29903.0
Beijing,2020-05-23,30227.0
Beijing,2020-05-24,30551.0
Beijing,2020-05-25,30875.0
Beijing,2020-05-26,31199.0
Beijing,2020-05-27,31523.0
Beijing,2020-05-28,31847.0
Beijing,2020-05-29,32171.0
Beijing,2020-05-30,32495.0
Beijing,2020-05-31,32819.0
Beijing,2020-06-01,32819.566666666666
Beijing,2020-06-02,32820.13333333333
Beijing,2020-06-03,32820.7
Beijing,2020-06-04,32821.26666666667
Beijing,2020-06-05,32821.833333333336
Beijing,2020-06-06,32822.4
Beijing,2020-06-07,32822.96666666667
Beijing,2020-06-08,32823.53333333333
Beijing,2020-06-09,32824.1
Beijing,2020-06-10,32824.666666666664
Beijing,2020-06-11,32825.23333333333
Beijing,2020-06-12,32825.8
Beijing,2020-06-13,32826.36666666667
Beijing,2020-06-14,32826.933333333334
Beijing,2020-06-15,32827.5
Beijing,2020-06-16,32828.066666666666
Beijing,2020-06-17,32828.63333333333
Beijing,2020-06-18,32829.2
Beijing,2020-06-19,32829.76666666667
Beijing,2020-06-20,32830.333333333336
Beijing,2020-06-21,32830.9
Beijing,2020-06-22,32831.46666666667
Beijing,2020-06-23,32832.03333333333
Beijing,2020-06-24,32832.6
Beijing,2020-06-25,32833.166666666664
Beijing,2020-06-26,32833.73333333333
Beijing,2020-06-27,32834.3
Beijing,2020-06-28,32834.86666666667
Beijing,2020-06-29,32835.433333333334
Beijing,2020-06-30,32836.0
Beijing,2020-07-01,32842.8064516129
Beijing,2020-07-02,32849.6129032258
Beijing,2020-07-03,32856.41935483871
Beijing,2020-07-04,32863.22580645161
Beijing,2020-07-05,32870.032258064515
Beijing,2020-07-06,32876.83870967742
Beijing,2020-07-07,32883.645161290326
Beijing,2020-07-08,32890.45161290323
Beijing,2020-07-09,32897.25806451613
Beijing,2020-07-10,32904.06451612903
Beijing,2020-07-11,32910.87096774193
Beijing,2020-07-12,32917.67741935484
Beijing,2020-07-13,32924.48387096774
Beijing,2020-07-14,32931.290322580644
Beijing,2020-07-15,32938.096774193546
Beijing,2020-07-16,32944.903225806454
Beijing,2020-07-17,32951.709677419356
Beijing,2020-07-18,32958.51612903226
Beijing,2020-07-19,32965.32258064516
Beijing,2020-07-20,32972.12903225807
Beijing,2020-07-21,32978.93548387097
Beijing,2020-07-22,32985.74193548387
Beijing,2020-07-23,32992.54838709677
Beijing,2020-07-24,32999.354838709674
Beijing,2020-07-25,33006.16129032258
Beijing,2020-07-26,33012.967741935485
Beijing,2020-07-27,33019.77419354839
Beijing,2020-07-28,33026.58064516129
Beijing,2020-07-29,33033.3870967742
Beijing,2020-07-30,33040.1935483871
Beijing,2020-07-31,33047.0
Beijing,2020-08-01,33298.87096774193
Beijing,2020-08-02,33550.74193548387
Beijing,2020-08-03,33802.6129032258
Beijing,2020-08-04,34054.48387096774
Beijing,2020-08-05,34306.354838709674
Beijing,2020-08-06,34558.22580645161
Beijing,2020-08-07,34810.096774193546
Beijing,2020-08-08,35061.967741935485
Beijing,2020-08-09,35313.83870967742
Beijing,2020-08-10,35565.709677419356
Beijing,2020-08-11,35817.58064516129
Beijing,2020-08-12,36069.45161290323
Beijing,2020-08-13,36321.32258064516
Beijing,2020-08-14,36573.1935483871
Beijing,2020-08-15,36825.06451612903
Beijing,2020-08-16,37076.93548387097
Beijing,2020-08-17,37328.8064516129
Beijing,2020-08-18,37580.67741935484
Beijing,2020-08-19,37832.54838709677
Beijing,2020-08-20,38084.41935483871
Beijing,2020-08-21,38336.290322580644
Beijing,2020-08-22,38588.16129032258
Beijing,2020-08-23,38840.032258064515
Beijing,2020-08-24,39091.903225806454
Beijing,2020-08-25,39343.77419354839
Beijing,2020-08-26,39595.645161290326
Beijing,2020-08-27,39847.51612903226
Beijing,2020-08-28,40099.3870967742
Beijing,2020-08-29,40351.25806451613
Beijing,2020-08-30,40603.12903225806
Beijing,2020-08-31,40855.0
Beijing,2020-09-01,41107.7
Beijing,2020-09-02,41360.4
Beijing,2020-09-03,41613.1
Beijing,2020-09-04,41865.8
Beijing,2020-09-05,42118.5
Beijing,2020-09-06,42371.2
Beijing,2020-09-07,42623.9
Beijing,2020-09-08,42876.6
Beijing,2020-09-09,43129.3
Beijing,2020-09-10,43382.0
Beijing,2020-09-11,43634.7
Beijing,2020-09-12,43887.4
Beijing,2020-09-13,44140.1
Beijing,2020-09-14,44392.8
Beijing,2020-09-15,44645.5
Beijing,2020-09-16,44898.2
Beijing,2020-09-17,45150.9
Beijing,2020-09-18,45403.6
Beijing,2020-09-19,45656.3
Beijing,2020-09-20,45909.0
Beijing,2020-09-21,46161.7
Beijing,2020-09-22,46414.4
Beijing,2020-09-23,46667.1
Beijing,2020-09-24,46919.8
Beijing,2020-09-25,47172.5
Beijing,2020-09-26,47425.2
Beijing,2020-09-27,47677.9
Beijing,2020-09-28,47930.6
Beijing,2020-09-29,48183.3
Beijing,2020-09-30,48436.0
Beijing,2020-10-01,48388.51612903226
Beijing,2020-10-02,48341.032258064515
Beijing,2020-10-03,48293.54838709677
Beijing,2020-10-04,48246.06451612903
Beijing,2020-10-05,48198.58064516129
Beijing,2020-10-06,48151.096774193546
Beijing,2020-10-07,48103.6129032258
Beijing,2020-10-08,48056.12903225807
Beijing,2020-10-09,48008.645161290326
Beijing,2020-10-10,47961.16129032258
Beijing,2020-10-11,47913.67741935484
Beijing,2020-10-12,47866.1935483871
Beijing,2020-10-13,47818.709677419356
Beijing,2020-10-14,47771.22580645161
Beijing,2020-10-15,47723.74193548387
Beijing,2020-10-16,47676.25806451613
Beijing,2020-10-17,47628.77419354839
Beijing,2020-10-18,47581.290322580644
Beijing,2020-10-19,47533.8064516129
Beijing,2020-10-20,47486.32258064516
Beijing,2020-10-21,47438.83870967742
Beijing,2020-10-22,47391.354838709674
Beijing,2020-10-23,47343.87096774193
Beijing,2020-10-24,47296.3870967742
Beijing,2020-10-25,47248.903225806454
Beijing,2020-10-26,47201.41935483871
Beijing,2020-10-27,47153.93548387097
Beijing,2020-10-28,47106.45161290323
Beijing,2020-10-29,47058.967741935485
Beijing,2020-10-30,47011.48387096774
Beijing,2020-10-31,46964.0
Beijing,2020-11-01,47109.166666666664
Beijing,2020-11-02,47254.333333333336
Beijing,2020-11-03,47399.5
Beijing,2020-11-04,47544.666666666664
Beijing,2020-11-05,47689.833333333336
Beijing,2020-11-06,47835.0
Beijing,2020-11-07,47980.166666666664
Beijing,2020-11-08,48125.333333333336
Beijing,2020-11-09,48270.5
Beijing,2020-11-10,48415.666666666664
Beijing,2020-11-11,48560.833333333336
Beijing,2020-11-12,48706.0
Beijing,2020-11-13,48851.166666666664
Beijing,2020-11-14,48996.333333333336
Beijing,2020-11-15,49141.5
Beijing,2020-11-16,49286.666666666664
Beijing,2020-11-17,49431.833333333336
Beijing,2020-11-18,49577.0
Beijing,2020-11-19,49722.166666666664
Beijing,2020-11-20,49867.333333333336
Beijing,2020-11-21,50012.5
Beijing,2020-11-22,50157.666666666664
Beijing,2020-11-23,50302.833333333336
Beijing,2020-11-24,50448.0
Beijing,2020-11-25,50593.166666666664
Beijing,2020-11-26,50738.333333333336
Beijing,2020-11-27,50883.5
Beijing,2020-11-28,51028.666666666664
Beijing,2020-11-29,51173.833333333336
Beijing,2020-11-30,51319.0
Beijing,2020-12-01,51437.903225806454
Beijing,2020-12-02,51556.8064516129
Beijing,2020-12-03,51675.709677419356
Beijing,2020-12-04,51794.6129032258
Beijing,2020-12-05,51913.51612903226
Beijing,2020-12-06,52032.41935483871
Beijing,2020-12-07,52151.32258064516
Beijing,2020-12-08,52270.22580645161
Beijing,2020-12-09,52389.12903225807
Beijing,2020-12-10,52508.032258064515
Beijing,2020-12-11,52626.93548387097
Beijing,2020-12-12,52745.83870967742
Beijing,2020-12-13,52864.74193548387
Beijing,2020-12-14,52983.645161290326
Beijing,2020-12-15,53102.54838709677
Beijing,2020-12-16,53221.45161290323
Beijing,2020-12-17,53340.354838709674
Beijing,2020-12-18,53459.25806451613
Beijing,2020-12-19,53578.16129032258
Beijing,2020-12-20,53697.06451612903
Beijing,2020-12-21,53815.967741935485
Beijing,2020-12-22,53934.87096774194
Beijing,2020-12-23,54053.77419354839
Beijing,2020-12-24,54172.67741935484
Beijing,2020-12-25,54291.58064516129
Beijing,2020-12-26,54410.48387096774
Beijing,2020-12-27,54529.3870967742
Beijing,2020-12-28,54648.290322580644
Beijing,2020-12-29,54767.1935483871
Beijing,2020-12-30,54886.096774193546
Beijing,2020-12-31,55005.0
Beijing,2021-01-01,54349.903225806454
Beijing,2021-01-02,53694.8064516129
Beijing,2021-01-03,53039.709677419356
Beijing,2021-01-04,52384.6129032258
Beijing,2021-01-05,51729.51612903226
Beijing,2021-01-06,51074.41935483871
Beijing,2021-01-07,50419.32258064516
Beijing,2021-01-08,49764.22580645161
Beijing,2021-01-09,49109.12903225806
Beijing,2021-01-10,48454.032258064515
Beijing,2021-01-11,47798.93548387097
Beijing,2021-01-12,47143.83870967742
Beijing,2021-01-13,46488.74193548387
Beijing,2021-01-14,45833.64516129032
Beijing,2021-01-15,45178.54838709677
Beijing,2021-01-16,44523.45161290323
Beijing,2021-01-17,43868.354838709674
Beijing,2021-01-18,43213.25806451613
Beijing,2021-01-19,42558.161290322576
Beijing,2021-01-20,41903.06451612903
Beijing,2021-01-21,41247.967741935485
Beijing,2021-01-22,40592.87096774194
Beijing,2021-01-23,39937.77419354839
Beijing,2021-01-24,39282.67741935483
Beijing,2021-01-25,38627.58064516129
Beijing,2021-01-26,37972.48387096774
Beijing,2021-01-27,37317.3870967742
Beijing,2021-01-28,36662.290322580644
Beijing,2021-01-29,36007.19354838709
Beijing,2021-01-30,35352.096774193546
Beijing,2021-01-31,34697.0
Beijing,2021-02-01,35051.17857142857
Beijing,2021-02-02,35405.357142857145
Beijing,2021-02-03,35759.53571428572
Beijing,2021-02-04,36113.71428571428
Beijing,2021-02-05,36467.892857142855
Beijing,2021-02-06,36822.07142857143
Beijing,2021-02-07,37176.25
Beijing,2021-02-08,37530.42857142857
Beijing,2021-02-09,37884.607142857145
Beijing,2021-02-10,38238.78571428572
Beijing,2021-02-11,38592.96428571428
Beijing,2021-02-12,38947.142857142855
Beijing,2021-02-13,39301.32142857143
Beijing,2021-02-14,39655.5
Beijing,2021-02-15,40009.67857142857
Beijing,2021-02-16,40363.857142857145
Beijing,2021-02-17,40718.03571428572
Beijing,2021-02-18,41072.21428571429
Beijing,2021-02-19,41426.392857142855
Beijing,2021-02-20,41780.57142857143
Beijing,2021-02-21,42134.75
Beijing,2021-02-22,42488.92857142857
Beijing,2021-02-23,42843.107142857145
Beijing,2021-02-24,43197.28571428571
Beijing,2021-02-25,43551.46428571429
Beijing,2021-02-26,43905.642857142855
Beijing,2021-02-27,44259.82142857143
Beijing,2021-02-28,44614.0
Beijing,2021-03-01,44720.45161290323
Beijing,2021-03-02,44826.903225806454
Beijing,2021-03-03,44933.354838709674
Beijing,2021-03-04,45039.8064516129
Beijing,2021-03-05,45146.25806451613
Beijing,2021-03-06,45252.709677419356
Beijing,2021-03-07,45359.16129032258
Beijing,2021-03-08,45465.6129032258
Beijing,2021-03-09,45572.06451612903
Beijing,2021-03-10,45678.51612903226
Beijing,2021-03-11,45784.967741935485
Beijing,2021-03-12,45891.41935483871
Beijing,2021-03-13,45997.87096774194
Beijing,2021-03-14,46104.32258064516
Beijing,2021-03-15,46210.77419354839
Beijing,2021-03-16,46317.22580645161
Beijing,2021-03-17,46423.67741935484
Beijing,2021-03-18,46530.12903225807
Beijing,2021-03-19,46636.58064516129
Beijing,2021-03-20,46743.032258064515
Beijing,2021-03-21,46849.48387096774
Beijing,2021-03-22,46955.93548387097
Beijing,2021-03-23,47062.3870967742
Beijing,2021-03-24,47168.83870967742
Beijing,2021-03-25,47275.290322580644
Beijing,2021-03-26,47381.74193548387
Beijing,2021-03-27,47488.1935483871
Beijing,2021-03-28,47594.645161290326
Beijing,2021-03-29,47701.096774193546
Beijing,2021-03-30,47807.54838709677
Beijing,2021-03-31,47914.0
Beijing,2021-04-01,48087.433333333334
Beijing,2021-04-02,48260.86666666667
Beijing,2021-04-03,48434.3
Beijing,2021-04-04,48607.73333333333
Beijing,2021-04-05,48781.166666666664
Beijing,2021-04-06,48954.6
Beijing,2021-04-07,49128.03333333333
Beijing,2021-04-08,49301.46666666667
Beijing,2021-04-09,49474.9
Beijing,2021-04-10,49648.333333333336
Beijing,2021-04-11,49821.76666666667
Beijing,2021-04-12,49995.2
Beijing,2021-04-13,50168.63333333333
Beijing,2021-04-14,50342.066666666666
Beijing,2021-04-15,50515.5
Beijing,2021-04-16,50688.933333333334
Beijing,2021-04-17,50862.36666666667
Beijing,2021-04-18,51035.8
Beijing,2021-04-19,51209.23333333334
Beijing,2021-04-20,51382.666666666664
Beijing,2021-04-21,51556.1
Beijing,2021-04-22,51729.53333333333
Beijing,2021-04-23,51902.96666666667
Beijing,2021-04-24,52076.4
Beijing,2021-04-25,52249.833333333336
Beijing,2021-04-26,52423.26666666666
Beijing,2021-04-27,52596.7
Beijing,2021-04-28,52770.13333333333
Beijing,2021-04-29,52943.566666666666
Beijing,2021-04-30,53117.0
Beijing,2021-05-01,53049.0
Beijing,2021-05-02,52981.0
Beijing,2021-05-03,52913.0
Beijing,2021-05-04,52845.0
Beijing,2021-05-05,52777.0
Beijing,2021-05-06,52709.0
Beijing,2021-05-07,52641.0
Beijing,2021-05-08,52573.0
Beijing,2021-05-09,52505.0
Beijing,2021-05-10,52437.0
Beijing,2021-05-11,52369.0
Beijing,2021-05-12,52301.0
Beijing,2021-05-13,52233.0
Beijing,2021-05-14,52165.0
Beijing,2021-05-15,52097.0
Beijing,2021-05-16,52029.0
Beijing,2021-05-17,51961.0
Beijing,2021-05-18,51893.0
Beijing,2021-05-19,51825.0
Beijing,2021-05-20,51757.0
Beijing,2021-05-21,51689.0
Beijing,2021-05-22,51621.0
Beijing,2021-05-23,51553.0
Beijing,2021-05-24,51485.0
Beijing,2021-05-25,51417.0
Beijing,2021-05-26,51349.0
Beijing,2021-05-27,51281.0
Beijing,2021-05-28,51213.0
Beijing,2021-05-29,51145.0
Beijing,2021-05-30,51077.0
Beijing,2021-05-31,51009.0
Beijing,2021-06-01,51012.0
Beijing,2021-06-02,51015.0
Beijing,2021-06-03,51018.0
Beijing,2021-06-04,51021.0
Beijing,2021-06-05,51024.0
Beijing,2021-06-06,51027.0
Beijing,2021-06-07,51030.0
Beijing,2021-06-08,51033.0
Beijing,2021-06-09,51036.0
Beijing,2021-06-10,51039.0
Beijing,2021-06-11,51042.0
Beijing,2021-06-12,51045.0
Beijing,2021-06-13,51048.0
Beijing,2021-06-14,51051.0
Beijing,2021-06-15,51054.0
Beijing,2021-06-16,51057.0
Beijing,2021-06-17,51060.0
Beijing,2021-06-18,51063.0
Beijing,2021-06-19,51066.0
Beijing,2021-06-20,51069.0
Beijing,2021-06-21,51072.0
Beijing,2021-06-22,51075.0
Beijing,2021-06-23,51078.0
Beijing,2021-06-24,51081.0
Beijing,2021-06-25,51084.0
Beijing,2021-06-26,51087.0
Beijing,2021-06-27,51090.0
Beijing,2021-06-28,51093.0
Beijing,2021-06-29,51096.0
Beijing,2021-06-30,51099.0
Beijing,2021-07-01,51130.32258064516
Beijing,2021-07-02,51161.645161290326
Beijing,2021-07-03,51192.967741935485
Beijing,2021-07-04,51224.290322580644
Beijing,2021-07-05,51255.6129032258
Beijing,2021-07-06,51286.93548387097
Beijing,2021-07-07,51318.25806451613
Beijing,2021-07-08,51349.58064516129
Beijing,2021-07-09,51380.903225806454
Beijing,2021-07-10,51412.22580645161
Beijing,2021-07-11,51443.54838709677
Beijing,2021-07-12,51474.87096774193
Beijing,2021-07-13,51506.1935483871
Beijing,2021-07-14,51537.51612903226
Beijing,2021-07-15,51568.83870967742
Beijing,2021-07-16,51600.16129032258
Beijing,2021-07-17,51631.48387096774
Beijing,2021-07-18,51662.8064516129
Beijing,2021-07-19,51694.12903225807
Beijing,2021-07-20,51725.45161290323
Beijing,2021-07-21,51756.77419354839
Beijing,2021-07-22,51788.096774193546
Beijing,2021-07-23,51819.41935483871
Beijing,2021-07-24,51850.74193548387
Beijing,2021-07-25,51882.06451612903
Beijing,2021-07-26,51913.3870967742
Beijing,2021-07-27,51944.709677419356
Beijing,2021-07-28,51976.032258064515
Beijing,2021-07-29,52007.354838709674
Beijing,2021-07-30,52038.67741935484
Beijing,2021-07-31,52070.0
Beijing,2021-08-01,51786.903225806454
Beijing,2021-08-02,51503.8064516129
Beijing,2021-08-03,51220.709677419356
Beijing,2021-08-04,50937.6129032258
Beijing,2021-08-05,50654.51612903226
Beijing,2021-08-06,50371.41935483871
Beijing,2021-08-07,50088.32258064516
Beijing,2021-08-08,49805.22580645161
Beijing,2021-08-09,49522.12903225806
Beijing,2021-08-10,49239.032258064515
Beijing,2021-08-11,48955.93548387097
Beijing,2021-08-12,48672.83870967742
Beijing,2021-08-13,48389.74193548387
Beijing,2021-08-14,48106.64516129032
Beijing,2021-08-15,47823.54838709677
Beijing,2021-08-16,47540.45161290323
Beijing,2021-08-17,47257.354838709674
Beijing,2021-08-18,46974.25806451613
Beijing,2021-08-19,46691.16129032258
Beijing,2021-08-20,46408.06451612903
Beijing,2021-08-21,46124.967741935485
Beijing,2021-08-22,45841.87096774193
Beijing,2021-08-23,45558.77419354839
Beijing,2021-08-24,45275.67741935484
Beijing,2021-08-25,44992.58064516129
Beijing,2021-08-26,44709.48387096774
Beijing,2021-08-27,44426.3870967742
Beijing,2021-08-28,44143.290322580644
Beijing,2021-08-29,43860.1935483871
Beijing,2021-08-30,43577.096774193546
Beijing,2021-08-31,43294.0
Beijing,2021-09-01,43486.666666666664
Beijing,2021-09-02,43679.333333333336
Beijing,2021-09-03,43872.0
Beijing,2021-09-04,44064.666666666664
Beijing,2021-09-05,44257.333333333336
Beijing,2021-09-06,44450.0
Beijing,2021-09-07,44642.666666666664
Beijing,2021-09-08,44835.333333333336
Beijing,2021-09-09,45028.0
Beijing,2021-09-10,45220.666666666664
Beijing,2021-09-11,45413.333333333336
Beijing,2021-09-12,45606.0
Beijing,2021-09-13,45798.666666666664
Beijing,2021-09-14,45991.333333333336
Beijing,2021-09-15,46184.0
Beijing,2021-09-16,46376.666666666664
Beijing,2021-09-17,46569.333333333336
Beijing,2021-09-18,46762.0
Beijing,2021-09-19,46954.666666666664
Beijing,2021-09-20,47147.333333333336
Beijing,2021-09-21,47340.0
Beijing,2021-09-22,47532.666666666664
Beijing,2021-09-23,47725.333333333336
Beijing,2021-09-24,47918.0
Beijing,2021-09-25,48110.666666666664
Beijing,2021-09-26,48303.333333333336
Beijing,2021-09-27,48496.0
Beijing,2021-09-28,48688.666666666664
Beijing,2021-09-29,48881.333333333336
Beijing,2021-09-30,49074.0
Beijing,2021-10-01,48970.1935483871
Beijing,2021-10-02,48866.3870967742
Beijing,2021-10-03,48762.58064516129
Beijing,2021-10-04,48658.77419354839
Beijing,2021-10-05,48554.967741935485
Beijing,2021-10-06,48451.16129032258
Beijing,2021-10-07,48347.354838709674
Beijing,2021-10-08,48243.54838709677
Beijing,2021-10-09,48139.74193548387
Beijing,2021-10-10,48035.93548387097
Beijing,2021-10-11,47932.12903225806
Beijing,2021-10-12,47828.32258064516
Beijing,2021-10-13,47724.51612903226
Beijing,2021-10-14,47620.709677419356
Beijing,2021-10-15,47516.903225806454
Beijing,2021-10-16,47413.096774193546
Beijing,2021-10-17,47309.290322580644
Beijing,2021-10-18,47205.48387096774
Beijing,2021-10-19,47101.67741935484
Beijing,2021-10-20,46997.87096774194
Beijing,2021-10-21,46894.06451612903
Beijing,2021-10-22,46790.25806451613
Beijing,2021-10-23,46686.45161290323
Beijing,2021-10-24,46582.645161290326
Beijing,2021-10-25,46478.83870967742
Beijing,2021-10-26,46375.032258064515
Beijing,2021-10-27,46271.22580645161
Beijing,2021-10-28,46167.41935483871
Beijing,2021-10-29,46063.6129032258
Beijing,2021-10-30,45959.8064516129
Beijing,2021-10-31,45856.0
Beijing,2021-11-01,45814.6
Beijing,2021-11-02,45773.2
Beijing,2021-11-03,45731.8
Beijing,2021-11-04,45690.4
Beijing,2021-11-05,45649.0
Beijing,2021-11-06,45607.6
Beijing,2021-11-07,45566.2
Beijing,2021-11-08,45524.8
Beijing,2021-11-09,45483.4
Beijing,2021-11-10,45442.0
Beijing,2021-11-11,45400.6
Beijing,2021-11-12,45359.2
Beijing,2021-11-13,45317.8
Beijing,2021-11-14,45276.4
Beijing,2021-11-15,45235.0
Beijing,2021-11-16,45193.6
Beijing,2021-11-17,45152.2
Beijing,2021-11-18,45110.8
Beijing,2021-11-19,45069.4
Beijing,2021-11-20,45028.0
Beijing,2021-11-21,44986.6
Beijing,2021-11-22,44945.2
Beijing,2021-11-23,44903.8
Beijing,2021-11-24,44862.4
Beijing,2021-11-25,44821.0
Beijing,2021-11-26,44779.6
Beijing,2021-11-27,44738.2
Beijing,2021-11-28,44696.8
Beijing,2021-11-29,44655.4
Beijing,2021-11-30,44614.0
Beijing,2021-12-01,44876.41935483871
Beijing,2021-12-02,45138.83870967742
Beijing,2021-12-03,45401.25806451613
Beijing,2021-12-04,45663.67741935484
Beijing,2021-12-05,45926.096774193546
Beijing,2021-12-06,46188.51612903226
Beijing,2021-12-07,46450.93548387097
Beijing,2021-12-08,46713.354838709674
Beijing,2021-12-09,46975.77419354839
Beijing,2021-12-10,47238.1935483871
Beijing,2021-12-11,47500.6129032258
Beijing,2021-12-12,47763.032258064515
Beijing,2021-12-13,48025.45161290323
Beijing,2021-12-14,48287.87096774194
Beijing,2021-12-15,48550.290322580644
Beijing,2021-12-16,48812.709677419356
Beijing,2021-12-17,49075.12903225806
Beijing,2021-12-18,49337.54838709677
Beijing,2021-12-19,49599.967741935485
Beijing,2021-12-20,49862.3870967742
Beijing,2021-12-21,50124.8064516129
Beijing,2021-12-22,50387.22580645161
Beijing,2021-12-23,50649.645161290326
Beijing,2021-12-24,50912.06451612903
Beijing,2021-12-25,51174.48387096774
Beijing,2021-12-26,51436.903225806454
Beijing,2021-12-27,51699.32258064516
Beijing,2021-12-28,51961.74193548387
Beijing,2021-12-29,52224.16129032258
Beijing,2021-12-30,52486.58064516129
Beijing,2021-12-31,52749.0
Beijing,2022-01-01,52310.0
Beijing,2022-01-02,51871.0
Beijing,2022-01-03,51432.0
Beijing,2022-01-04,50993.0
Beijing,2022-01-05,50554.0
Beijing,2022-01-06,50115.0
Beijing,2022-01-07,49676.0
Beijing,2022-01-08,49237.0
Beijing,2022-01-09,48798.0
Beijing,2022-01-10,48359.0
Beijing,2022-01-11,47920.0
Beijing,2022-01-12,47481.0
Beijing,2022-01-13,47042.0
Beijing,2022-01-14,46603.0
Beijing,2022-01-15,46164.0
Beijing,2022-01-16,45725.0
Beijing,2022-01-17,45286.0
Beijing,2022-01-18,44847.0
Beijing,2022-01-19,44408.0
Beijing,2022-01-20,43969.0
Beijing,2022-01-21,43530.0
Beijing,2022-01-22,43091.0
Beijing,2022-01-23,42652.0
Beijing,2022-01-24,42213.0
Beijing,2022-01-25,41774.0
Beijing,2022-01-26,41335.0
Beijing,2022-01-27,40896.0
Beijing,2022-01-28,40457.0
Beijing,2022-01-29,40018.0
Beijing,2022-01-30,39579.0
Beijing,2022-01-31,39140.0
Beijing,2022-02-01,39069.28571428572
Beijing,2022-02-02,38998.57142857143
Beijing,2022-02-03,38927.857142857145
Beijing,2022-02-04,38857.142857142855
Beijing,2022-02-05,38786.42857142857
Beijing,2022-02-06,38715.71428571428
Beijing,2022-02-07,38645.0
