,unit_weights
Anhui,0.014216600470169736
Beijing,0.03881490337429746
Chongqing,9.056183846036328e-10
Fujian,0.028761008706113676
Gansu,0.009219093100507444
Guangdong,0.013262203147487158
Guangxi,5.438014881498042e-10
Guizhou,3.2376968042346295e-10
Hainan,0.006182584923668445
Hebei,0.025036853442215033
Heilongjiang,0.012153292786079893
Henan,0.018062790938012937
Hubei,0.0005336592065085602
Hunan,0.009559498683743568
Inner Mongolia,0.019504917456393916
Jiangsu,0.014171733090390966
Jiangxi,0.015681587019337383
Jilin,0.02267748853978266
Liaoning,0.023700895732095627
Ningxia,0.014223147425269285
Qinghai,2.3173299160164823e-10
Shaanxi,0.00868438631385837
Shandong,0.020662837144737326
Shanghai,0.014779910975291658
Shanxi,0.023388691773908565
Sichuan,6.494828758000325e-10
Tianjin,0.025050067345758337
Xinjiang,0.021602706190075614
Yunnan,3.2604107998350224e-10
Zhejiang,0.007884526877604351
Haerbin,0.012153291841631553
Beijing 1,0.03881490337429746
Guangzhou,0.013262200410406962
Guangzhou 1,0.013262200410406969
Tianjin 1,0.025050067345758337
Tianjin 2,0.025050067345758344
Huhehaote,0.019504909146745884
Huhehaote 1,0.019504909146745877
Shijiazhuang,0.025036842033005935
Shenzhen,0.013262200316335128
Shenzhen 1,0.013262200316335127
Xian,0.00868438817722909
Chengdu,6.481327065301807e-10
Anyang,0.018062774875515605
Langfang,0.025036833942450064
Quanzhou,0.028760983884729155
Nanchang,0.0156815794452107
Tangshan,0.025036849561737046
Guangan,6.501718954266089e-10
Suuzhou,0.014216588591729957
Beihai,5.414079033288078e-10
Guiyang,3.2257018392422003e-10
Qingdao,0.02066282599104514
Wuhan,0.0005336632093096896
Hunan 1,0.009559498683743568
Tianjin 3,0.02505006734575834
Chongqing 1,9.056183846036328e-10
Fujian 1,0.02876101049482524
Heilongjiang 1,0.012153293232313785
Shanghai 1,0.01477991097529166
Jilin 1,0.022677488539782655
Zhengzhou,0.018062783854848292
Shijiazhuang 1,0.02503684203300593
Nanjing,0.014171728993162129
Gansu 1,0.009219093100507446
Dalian 1,0.02370088183603195
Suzhou,0.014171730832621025
