,unit_weights
Anhui,0.014349042153157032
Beijing,0.013432637382169581
Chongqing,0.017479499864747002
Gansu,0.01482048026518681
Guangdong,0.012698651314978509
Guangxi,0.013068805310474678
Guizhou,0.014859051240223574
Hainan,0.008333430659562737
Hebei,0.012866234363747314
Heilongjiang,0.017335110045783
Henan,0.014695026362312746
Hubei,0.01506826385898509
Hunan,0.012547164472297867
Inner Mongolia,0.015376577458326397
Jiangsu,0.01481556835848135
Jiangxi,0.011933539113092985
Jilin,0.017892292349096842
Liaoning,0.014341474373628437
Ningxia,0.01708000787980529
Qinghai,0.022826035568265433
Shaanxi,0.017448239650010848
Shandong,0.015523124981445618
Shanghai,0.014040810983559896
Shanxi,0.015705410820456064
Sichuan,0.01426170724559151
Tianjin,0.014270530667059649
Xinjiang,0.015061931402393045
Yunnan,0.016557427311530773
Zhejiang,0.011208841849703154
Haerbin,0.01733507688437755
Beijing 1,0.013432637382169581
Guangzhou,0.012698661754448398
Guangzhou 1,0.012698661754448398
Tianjin 1,0.014270530667059649
Tianjin 2,0.014270530667059649
Huhehaote,0.0153766085899682
Huhehaote 1,0.0153766085899682
Shijiazhuang,0.01286624410736417
Shenzhen,0.012698661868342336
Shenzhen 1,0.012698661868342336
Xian,0.017448252128289116
Chengdu,0.014261610681705585
Anyang,0.01469496997902798
Langfang,0.01286623706388056
Quanzhou,0.010408895979016038
Nanchang,0.011933505808090803
Tangshan,0.012866242487015322
Guangan,0.01426180225173956
Suuzhou,0.01434895524308067
Beihai,0.013068734474330747
Guiyang,0.014859011966598511
Qingdao,0.015523158951124171
Wuhan,0.01506826700263477
Hunan 1,0.012547164472297867
Tianjin 3,0.014270530667059649
Chongqing 1,0.017479499864747002
Fujian 1,0.010408883562187008
Heilongjiang 1,0.017335107147769334
Heilongjiang 2,0.017335107147769334
Beijing 2,0.013432637382169581
Wulumuqi,0.015061949909728466
Dalian,0.014341474824562508
Shanghai 1,0.014040810983559896
Beijing 3,0.013432637382169581
Jilin 1,0.017892292349096842
Zhengzhou,0.014695039044977085
Shijiazhuang 1,0.01286624410736417
Nanjing,0.014815590493031789
Suzhou,0.014815585205359997
