,unit_weights
Anhui,0.013282077572832176
Chongqing,0.01474887935824423
Fujian,0.016298202363402445
Gansu,0.01506736350661811
Guangdong,0.01907053831634833
Guangxi,0.017440273389617292
Guizhou,0.016667866370060205
Hainan,0.014630110326059294
Hebei,0.013258986555041074
Heilongjiang,0.01298301480543314
Henan,0.011473823145472635
Hubei,0.013382174331540257
Hunan,0.015029948026399228
Inner Mongolia,0.012528846134202208
Jiangsu,0.014180014076276897
Jiangxi,0.013712281079344146
Jilin,0.013997506305414527
Liaoning,0.01359575024706102
Ningxia,0.014718064180283109
Qinghai,0.013577280339683506
Shaanxi,0.013666960483554185
Shandong,0.013860888340208266
Shanghai,0.01526209778191612
Shanxi,0.01332755882821517
Sichuan,0.014560225622979804
Xinjiang,0.013226970394000639
Yunnan,0.015278176189682946
Zhejiang,0.0168424778673136
Haerbin,0.012982928487257324
Beijing 1,0.012921512371737075
Guangzhou,0.0190704264358284
Guangzhou 1,0.0190704264358284
Tianjin 1,0.014719356934993821
Tianjin 2,0.014719356934993821
Huhehaote,0.012528896474813625
Huhehaote 1,0.012528896474813625
Shijiazhuang,0.013258992582533251
Shenzhen,0.019070431107374948
Shenzhen 1,0.019070431107374948
Xian,0.013666984101169309
Chengdu,0.014560149766260829
Langfang,0.013258953217496644
Quanzhou,0.016298109965009383
Nanchang,0.013712045210112715
Tangshan,0.013259005500282814
Guangan,0.014559584986155574
Suuzhou,0.013281718611934999
Beihai,0.017438804703799583
Guiyang,0.016667756078093832
Qingdao,0.013860951837383239
Wuhan,0.013382178256326807
Hunan 1,0.015029948026399228
Tianjin 3,0.014719356934993821
Chongqing 1,0.01474887935824423
Fujian 1,0.01629819333605822
Heilongjiang 1,0.012983012376032929
Heilongjiang 2,0.012983012376032929
Beijing 2,0.012921512371737075
Wulumuqi,0.013226981407830329
Dalian,0.013595716083207372
Shanghai 1,0.01526209778191612
Beijing 3,0.012921512371737075
Jilin 1,0.013997506305414527
Zhengzhou,0.011473832336330514
Shijiazhuang 1,0.013258992582533251
Nanjing,0.014180057600290293
Gansu 1,0.01506736350661811
Dalian 1,0.013595715512497613
Suzhou,0.014180056213339126
