,unit_weights
Anhui,7.193261503782444e-10
Beijing,1.7830365285945465e-10
Chongqing,3.023957233384717e-10
Fujian,4.105697003827464e-10
Gansu,0.013081784491815386
Guangdong,0.10933375877093107
Guangxi,0.06074729551254924
Guizhou,1.3381033508471345e-09
Hainan,0.13895184346035655
Hebei,1.887804591564195e-09
Heilongjiang,7.47694848072911e-10
Henan,0.027962962336732254
Hubei,2.936029417162489e-10
Hunan,3.8232117465933517e-10
Inner Mongolia,0.03125282766001888
Jiangsu,5.653595179565248e-10
Jiangxi,0.018492658570993647
Liaoning,5.231208421520442e-10
Ningxia,0.12809897715483357
Qinghai,5.965470400854044e-10
Shaanxi,0.032035467184218326
Shandong,2.3000260927772954e-09
Shanxi,0.0012298577383713985
Sichuan,1.469922503728525e-10
Tianjin,6.014292338068932e-10
Xinjiang,0.011691276039898712
Yunnan,3.275927681879988e-10
Zhejiang,0.0037194204681256196
Guangzhou 1,0.10933370843278115
Tianjin 2,6.014292338068932e-10
Huhehaote 1,0.03125283158316507
Shijiazhuang,1.8850041780193897e-09
Shenzhen 1,0.10933370533188616
Xian,0.03203547053411824
Chengdu,1.4397081550835207e-10
Anyang,0.027962988662871807
Guangan,1.3984007875503758e-10
Suuzhou,7.105537037502185e-10
Beihai,0.06074707870758761
Guiyang,1.3334173064412713e-09
Wuhan,2.918934042330191e-10
Hunan 1,3.8232117465933517e-10
Tianjin 3,6.014292338068932e-10
Chongqing 1,3.023957233384717e-10
Fujian 1,4.1097086243793493e-10
Heilongjiang 1,7.482590024002276e-10
Heilongjiang 2,7.482590024002276e-10
Beijing 2,1.7830365285945465e-10
Wulumuqi,0.011691306958693274
Dalian,5.199478230709597e-10
Shanghai 1,1.4299165217423964e-10
Beijing 3,1.7830365285945465e-10
Jilin 1,8.312047629436105e-10
Zhengzhou,0.02796297146917714
Shijiazhuang 1,1.8850041780193897e-09
Nanjing,5.624256414587061e-10
Gansu 1,0.013081784491815386
Dalian 1,5.199331480980069e-10
