,unit_weights
Anhui,3.566928410473917e-10
Chongqing,8.107729725919729e-10
Fujian,0.0686681157093154
Gansu,7.553722538850712e-10
Guangdong,0.20673786166039304
Guangxi,0.0530717251475738
Guizhou,0.024996913172321566
Hainan,6.236281923797009e-10
Hebei,3.5101773572680016e-10
Heilongjiang,4.4706975445701733e-10
Henan,2.016541985258236e-10
Hubei,3.8596175662218896e-10
Hunan,6.604480900610852e-10
Inner Mongolia,3.5218849820149773e-10
Jiangsu,8.353779417978407e-10
Jiangxi,3.437244897214568e-10
Liaoning,4.35877790159656e-10
Ningxia,9.625682442184411e-10
Qinghai,4.4101246378829546e-10
Shaanxi,3.4981904980348313e-10
Shandong,6.293249038073036e-10
Shanxi,4.1363699081412704e-10
Sichuan,1.4789104672745403e-10
Xinjiang,4.778236704017326e-10
Yunnan,5.518440023984091e-10
Zhejiang,0.0863101001687852
Guangzhou 1,0.20673722488319668
Tianjin 2,7.111991545685102e-10
Huhehaote 1,3.4831376138233617e-10
Shijiazhuang,3.476273184447913e-10
Shenzhen 1,0.20673726799471123
Chengdu,1.4401000922389626e-10
Guangan,1.415377095824132e-10
Suuzhou,3.4505173603391744e-10
Beihai,0.05307600078055296
Guiyang,0.024996638369440147
Wuhan,3.840749851273708e-10
Hunan 1,6.604480900610884e-10
Tianjin 3,7.111991545685235e-10
Chongqing 1,8.107729725919729e-10
Fujian 1,0.06866813193136038
Heilongjiang 1,4.477565002615909e-10
Heilongjiang 2,4.477565002615909e-10
Beijing 2,3.68640544845123e-10
Wulumuqi,4.724626486996354e-10
Dalian,4.3190068705415626e-10
Shanghai 1,6.032407097644938e-10
Beijing 3,3.6864054484512835e-10
Jilin 1,5.272240328344567e-10
Zhengzhou,1.9815919173263368e-10
Shijiazhuang 1,3.4762731844478596e-10
Nanjing,8.318950928118064e-10
