,unit_weights
Anhui,0.05510970167260966
Beijing,7.022323903618903e-10
Chongqing,2.8072507458916085e-10
Fujian,6.854574588859305e-09
Gansu,1.6545471130013688e-09
Guangdong,3.1786610922784153e-10
Guangxi,3.082231323244576e-10
Guizhou,0.0070854846484404285
Hainan,0.01700592192785502
Hebei,0.039588127947662165
Heilongjiang,1.2834982150985703e-09
Henan,0.01154665710106301
Hubei,2.4762539590528148e-09
Hunan,0.003962868066349423
Inner Mongolia,0.03642345570306917
Jiangsu,0.06054144808183577
Jiangxi,0.0050685928379064354
Jilin,0.01753246359011183
Liaoning,0.016693356043813536
Ningxia,0.024733130937420262
Qinghai,0.0037883539939050997
Shaanxi,0.013619030239679461
Shandong,0.0376346624230709
Shanxi,0.02978164563486355
Sichuan,1.5940867277608384e-10
Tianjin,0.039117197671518875
Xinjiang,6.660526262284122e-08
Yunnan,1.842384923399505e-10
Zhejiang,3.2025713902185087e-09
Haerbin,1.2828145487417088e-09
Guangzhou,3.1741928050346175e-10
Guangzhou 1,3.1741928050346175e-10
Tianjin 1,0.039117197671518875
Huhehaote,0.0364234382707422
Huhehaote 1,0.0364234382707422
Shijiazhuang,0.03958810327974261
Shenzhen,3.173987398502631e-10
Shenzhen 1,3.173987398502631e-10
Xian,0.013619030481385928
Chengdu,1.5860246025014583e-10
Anyang,0.01154667224013776
Langfang,0.03958808793939075
Quanzhou,6.853795444625354e-09
Nanchang,0.0050686259577097555
Tangshan,0.03958811877833519
Suuzhou,0.05510989468373294
Beihai,3.069825269897836e-10
Guiyang,0.007085505994965733
Qingdao,0.037634635170775796
Wuhan,2.47582516998834e-09
Hunan 1,0.003962868066349423
Tianjin 3,0.039117197671518875
Chongqing 1,2.8072507458916085e-10
Fujian 1,6.854698337753527e-09
Heilongjiang 1,1.2836166535961436e-09
Heilongjiang 2,1.2836166535961436e-09
Beijing 2,7.022323903618903e-10
Wulumuqi,6.654466811623396e-08
Dalian,0.016693354019362384
Shanghai 1,0.014299579575452023
Beijing 3,7.022323903618903e-10
Jilin 1,0.01753246359011183
Zhengzhou,0.011546661580289148
Shijiazhuang 1,0.03958810327974261
Nanjing,0.06054139527786432
Gansu 1,1.6545471130013688e-09
Dalian 1,0.016693353995553856
