,unit_weights
Anhui,4.570013482281788e-10
Beijing,0.23204219311749083
Chongqing,9.280903611960034e-11
Fujian,2.18807253293259e-09
Gansu,3.3702246975272364e-10
Guangdong,1.7068826202698876e-10
Guangxi,5.348750820178957e-11
Guizhou,5.3050568262357714e-11
Hainan,1.1547282587236652e-10
Hebei,0.06367408330899524
Heilongjiang,2.0478592638991307e-10
Henan,6.289842492632379e-10
Hubei,1.8001240887726681e-10
Hunan,1.2518819180215525e-10
Inner Mongolia,4.959369593607358e-10
Jiangsu,5.097212168344476e-10
Jiangxi,2.352240621902475e-10
Jilin,6.021536783374362e-10
Liaoning,7.845811965908278e-10
Ningxia,2.4098583926039666e-10
Qinghai,2.7671920300356515e-11
Shaanxi,1.9125086612996898e-10
Shandong,2.4178971732718543e-09
Shanghai,5.259182221256187e-10
Shanxi,2.472797991672509e-09
Sichuan,7.556824143805763e-11
Tianjin,0.054386416342858165
Xinjiang,3.347028976222064e-09
Yunnan,8.199342507275025e-11
Zhejiang,2.043345277680111e-10
Haerbin,1.999796891234212e-10
Beijing 1,0.23204219311749083
Guangzhou,1.6796851968663275e-10
Guangzhou 1,1.6796851968663275e-10
Tianjin 1,0.054386416342858165
Tianjin 2,0.054386416342858165
Huhehaote,4.932900427089676e-10
Huhehaote 1,4.932900427089676e-10
Shijiazhuang,0.0636739718910159
Shenzhen,1.6782952514710547e-10
Shenzhen 1,1.6782952514710547e-10
Xian,1.8861539066820803e-10
Chengdu,7.059184065918437e-11
Anyang,6.190970051985561e-10
Langfang,0.0636738146727738
Quanzhou,2.175177103107913e-09
Nanchang,2.2715374909756755e-10
Tangshan,0.06367407543186383
Guangan,7.756076516491289e-11
Suuzhou,4.387423880637488e-10
Beihai,4.507817503495925e-11
Guiyang,4.8185382774862234e-11
Qingdao,2.4790952652708083e-09
Wuhan,1.78032443447422e-10
Hunan 1,1.2518819180215525e-10
Tianjin 3,0.054386416342858165
Chongqing 1,9.280903611960034e-11
Fujian 1,2.188010890994075e-09
Heilongjiang 1,2.0546541062365966e-10
Jilin 1,6.021536783374362e-10
Zhengzhou,6.266172692298113e-10
Shijiazhuang 1,0.0636739718910159
Nanjing,5.074004082371985e-10
Gansu 1,3.3702246975272364e-10
Dalian 1,7.803340011603983e-10
Suzhou,5.088243309603695e-10
