,unit_weights
Anhui,0.017480872449743178
Beijing,0.0068675101300877655
Chongqing,3.012208045677538e-09
Fujian,0.02014905307460934
Gansu,0.004136997428267608
Guangdong,0.018844732831782368
Guangxi,0.010412729959768679
Guizhou,0.0073700756794614925
Hainan,0.019890274442477058
Hebei,0.017899876246289054
Heilongjiang,0.020125316281100564
Henan,0.017827176932638262
Hubei,0.007792197287346733
Hunan,0.006863065933158264
Inner Mongolia,0.02092540146639413
Jiangsu,0.01805899497892865
Jiangxi,0.020185441211482188
Jilin,0.01684037878615525
Liaoning,0.018874865412899143
Ningxia,0.016985940104886223
Qinghai,2.2654224502562008e-09
Shaanxi,0.015022628595401327
Shandong,0.022809092718384442
Shanghai,0.007609069024955901
Shanxi,0.02037994976964496
Sichuan,7.962271154231409e-10
Tianjin,0.01897872319683234
Xinjiang,0.014598208308363532
Yunnan,3.2118361033930724e-10
Zhejiang,0.02012657770778895
Haerbin,0.02012531932902433
Beijing 1,0.006867510130087767
Guangzhou,0.018844735997716806
Guangzhou 1,0.018844735997716806
Tianjin 1,0.018978723196832345
Tianjin 2,0.018978723196832345
Huhehaote,0.02092540275891319
Huhehaote 1,0.020925402758913195
Shijiazhuang,0.017899879955984882
Shenzhen,0.018844736188038863
Shenzhen 1,0.018844736188038863
Xian,0.015022633319878778
Chengdu,7.928750495104623e-10
Anyang,0.017827188186932092
Langfang,0.0178998822240247
Quanzhou,0.02014905620685425
Nanchang,0.020185445387582553
Tangshan,0.017899877636371058
Guangan,7.961146901947964e-10
Suuzhou,0.017480891423861177
Beihai,0.010412863250786686
Guiyang,0.007370103807548438
Qingdao,0.02280909255870624
Wuhan,0.007792205630082625
Hunan 1,0.006863065933158264
Tianjin 3,0.018978723196832345
Chongqing 1,3.012208045677538e-09
Fujian 1,0.020149052799691577
Heilongjiang 1,0.020125315873268015
Heilongjiang 2,0.020125315873268015
Beijing 2,0.006867510130087768
Wulumuqi,0.01459821927791614
Dalian,0.01887486921926552
Shanghai 1,0.007609069024955901
Beijing 3,0.006867510130087766
Zhengzhou,0.017827180806740638
Nanjing,0.018058998314077437
Gansu 1,0.004136997428267607
Dalian 1,0.01887486924117895
Suzhou,0.018058996465396524
