,unit_weights
Beijing,1.3256641582534677e-10
Chongqing,0.02587940627749738
Fujian,1.7514016021978834e-10
Gansu,9.820076033088962e-10
Guangdong,1.0820829947457391e-10
Hainan,2.1886595778258935e-10
Heilongjiang,1.1902603228874157e-10
Hubei,2.594388464907327e-09
Hunan,2.436972639867994e-10
Jiangxi,1.5630424652855544e-10
Jilin,1.93248602529873e-10
Liaoning,1.3630689144669988e-10
Ningxia,2.3916819497173367e-10
Qinghai,0.08772583086317715
Shaanxi,2.1232569982920812e-10
Shanghai,0.054506273580672567
Tianjin,0.005034432447653978
Xinjiang,1.3801649781954826e-10
Yunnan,0.03439672249612969
Haerbin,1.1712113558432583e-10
Beijing 1,1.325664158253852e-10
Guangzhou,1.0661603087064047e-10
Guangzhou 1,1.0661603087060147e-10
Tianjin 1,0.005034432447653978
Tianjin 2,0.005034432447653978
Huhehaote,7.284282437518245e-11
Huhehaote 1,7.284282437514698e-11
Shijiazhuang,1.0451265771988283e-10
Shenzhen,1.0653929285156571e-10
Shenzhen 1,1.0653929285152761e-10
Xian,2.1094268435212675e-10
Chengdu,0.3912078129210396
Anyang,2.0771782084542187e-10
Langfang,1.0376253133923465e-10
Quanzhou,1.730803537088339e-10
Nanchang,1.5311563491296173e-10
Tangshan,1.0545728493955819e-10
Guangan,0.39118064607622977
Suuzhou,2.540666269469233e-10
Beihai,4.667122563904477e-11
Guiyang,2.594377645207426e-10
Qingdao,8.846000165841668e-11
Beijing 2,1.3256641582534677e-10
Wulumuqi,1.351088230556262e-10
Dalian,1.3444315359909094e-10
Jilin 1,1.9324860252987198e-10
Zhengzhou,2.0989491758511383e-10
Shijiazhuang 1,1.0451265771988443e-10
Nanjing,1.1928890283208032e-10
Gansu 1,9.820076033088826e-10
Dalian 1,1.3443471019305546e-10
Suzhou,1.2015329299023681e-10
