,unit_weights
Anhui,0.007274031734472727
Beijing,0.045838296526638934
Chongqing,4.982095720871405e-09
Fujian,0.058351615158264876
Gansu,1.3362473275412e-08
Guangdong,0.003789953562894539
Guangxi,3.2668196904648016e-09
Guizhou,2.5396299548667848e-09
Hainan,6.128605176081378e-09
Hebei,0.004071887171401811
Heilongjiang,0.002420999488509696
Henan,3.883499991995193e-09
Hubei,1.203833824757447e-09
Inner Mongolia,0.016904554273727265
Jiangsu,0.00763071404277812
Jiangxi,0.00130066940832203
Jilin,0.016165006647381765
Liaoning,0.016196595509667486
Ningxia,5.2019428176524975e-09
Qinghai,2.0104173500781667e-09
Shaanxi,0.0029178658487291954
Shandong,0.0032886525706422418
Shanghai,0.003073579765608474
Shanxi,0.007059276883621042
Sichuan,0.06258817234069992
Tianjin,0.039421222312558575
Xinjiang,7.123049656833162e-09
Yunnan,5.135467346013812e-10
Zhejiang,0.015264248682813432
Haerbin,0.0024209796577798286
Beijing 1,0.045838296526638934
Guangzhou,0.003789962887377859
Guangzhou 1,0.003789962887377859
Tianjin 1,0.039421222312558575
Tianjin 2,0.039421222312558575
Huhehaote,0.016904680287749045
Huhehaote 1,0.016904680287749045
Shijiazhuang,0.004071895699831257
Shenzhen,0.0037899625541273673
Shenzhen 1,0.0037899625541273673
Xian,0.002917869694233491
Chengdu,0.06258818907221697
Anyang,3.877634804793637e-09
Langfang,0.00407187746703187
Quanzhou,0.05835159205055496
Nanchang,0.0013006135035842701
Tangshan,0.0040718990586264955
Guangan,0.06258652873163599
Suuzhou,0.007273497246883414
Beihai,3.257724009501536e-09
Guiyang,2.5353818134434842e-09
Qingdao,0.003288668904797349
Wuhan,1.202583931787199e-09
Hunan 1,0.04222315275461591
Tianjin 3,0.039421222312558575
Chongqing 1,4.982095720871405e-09
Fujian 1,0.058351605450176154
Heilongjiang 1,0.002420999131272434
Heilongjiang 2,0.002420999131272434
Beijing 2,0.045838296526638934
Wulumuqi,7.1216980169825975e-09
Dalian,0.016196583567943835
Shanghai 1,0.003073579765608474
Beijing 3,0.045838296526638934
Jilin 1,0.016165006647381765
Shijiazhuang 1,0.004071895699831257
Gansu 1,1.3362473275412e-08
Dalian 1,0.016196582978022556
Suzhou,0.0076307873263983545
