,unit_weights
Anhui,1.3403423219130595e-10
Beijing,0.011294021270686095
Chongqing,1.9151702658542535e-11
Fujian,0.03218395079364563
Gansu,7.400961112142329e-11
Guangdong,0.019270846602778165
Guangxi,0.008864383542006946
Guizhou,2.7037438580712538e-11
Hainan,0.015779108997629784
Hebei,0.013131148566389063
Heilongjiang,0.04045204911216737
Henan,0.0036908172297785576
Hubei,2.8693594869981367e-11
Hunan,2.2869275038933003e-11
Inner Mongolia,0.04463964905249451
Jiangsu,9.623067903587481e-11
Jiangxi,8.624452911551431e-11
Jilin,0.03361917290831965
Liaoning,0.019319729134041102
Ningxia,0.01626352189099048
Qinghai,1.2614454586164579e-11
Shaanxi,0.00397652324575471
Shandong,0.0314271109396636
Shanghai,1.9537830622995013e-11
Shanxi,0.030425384512780075
Sichuan,3.594003479961485e-11
Tianjin,0.014172620910417788
Xinjiang,0.023953158503748302
Yunnan,0.04518772505673777
Zhejiang,0.010226141081196297
Haerbin,0.04045205376598222
Beijing 1,0.011294021270686096
Guangzhou,0.019270861533750024
Guangzhou 1,0.01927086153375002
Tianjin 1,0.014172620910417788
Tianjin 2,0.014172620910417788
Huhehaote,0.04463962607944215
Huhehaote 1,0.04463962607944215
Shijiazhuang,0.013131171955557798
Shenzhen,0.019270864015318898
Shenzhen 1,0.019270864015318898
Xian,0.003976559054529145
Chengdu,3.5686158187805355e-11
Anyang,0.003690881712668205
Langfang,0.013131184154241601
Quanzhou,0.032183984346385745
Nanchang,8.609561096931369e-11
Tangshan,0.01313115826900879
Guangan,3.5903403874978714e-11
Suuzhou,1.338956366257822e-10
Beihai,0.008864664565246391
Guiyang,2.682605200893489e-11
Qingdao,0.031427087235672
Wuhan,2.861017507580808e-11
Hunan 1,2.28692750389337e-11
Tianjin 3,0.014172620910417792
Chongqing 1,1.9151702658542723e-11
Fujian 1,0.03218395235498938
Heilongjiang 1,0.04045204825702735
Heilongjiang 2,0.04045204825702734
Beijing 2,0.011294021270686093
Wulumuqi,0.023953158043873057
Dalian,0.019319746704911354
Shanghai 1,1.9537830622988072e-11
Beijing 3,0.011294021270686091
Zhengzhou,0.003690859936420551
Nanjing,9.602558912504755e-11
Gansu 1,7.400961112142364e-11
Dalian 1,0.01931974700396132
Suzhou,9.610688856677215e-11
