date,state,total,avg,intensity,coal_co2,coke_co2,gasoline_co2,kerosene_co2,diesel_co2,fuel_co2,gas_co2
2007,宁夏回族自治区,9057.795,14.8488,9.855,7867.6645,186.3826,56.1139,8.4738,268.7527,1.6804,194.6245
2007,新疆维吾尔自治区,19107.481,9.1205,5.423,9406.359,815.4955,364.6524,101.078,1172.9333,70.5753,1511.3167
2008,北京市,13336.661,7.8682,1.2,5228.6196,666.9164,998.4524,967.0141,704.3366,81.2282,1313.0119
2008,天津市,14055.932,11.9523,2.092,7559.4271,2059.8028,435.6734,55.0644,898.198,293.2395,364.5692
2008,河北省,70642.242,10.1079,4.412,46462.0313,17205.4234,618.2779,22.3842,1648.2567,208.6823,371.7133
2008,山西省,63124.779,18.5084,8.629,53985.3071,6755.2528,693.0183,44.5557,1465.4305,38.3313,142.8834
2008,内蒙古自治区,50463.686,20.9069,5.94,42319.8534,3954.0149,764.0393,21.9893,2126.9588,43.5944,660.944
2008,辽宁省,59414.946,13.7704,4.347,29200.7369,6990.2644,1202.2021,75.8996,2412.9463,1203.712,350.9303
2008,吉林省,22019.111,8.0538,3.427,15919.8909,1551.7183,381.6096,3.5839,968.9045,126.3127,299.4057
2008,黑龙江省,30305.328,7.9222,3.645,21317.8508,650.9645,817.0194,1.549,1365.5859,221.4911,681.294
2008,上海市,24791.424,13.1279,1.762,10396.3528,2046.0847,997.2224,976.3687,1323.7696,2500.6685,649.47
2008,江苏省,57632.443,7.5069,1.86,39456.2899,5409.7639,1645.3437,65.1479,2003.1218,691.169,1366.7014
2008,浙江省,38546.641,7.5286,1.796,24813.1107,1391.7981,1392.1868,166.7727,2785.5733,697.0661,383.1873
2008,安徽省,26945.052,4.392,3.044,21647.0179,2437.809,373.0285,33.4699,959.7911,49.4598,155.2233
2008,福建省,17262.755,4.7899,1.595,12550.2092,1054.0298,733.5808,157.7825,1342.4614,451.2256,33.123
2008,江西省,14209.29,3.2294,2.038,10021.5209,1665.0715,221.644,24.328,894.1993,85.5401,54.1225
2008,山东省,94495.691,10.0343,3.055,65433.853,7480.2204,1723.8035,93.3332,3898.7425,1126.8908,746.8905
2008,河南省,55077.511,5.8413,3.057,45413.6436,4264.2898,561.5782,50.1138,1684.5863,146.0966,827.6413
2008,湖北省,29358.838,5.1408,2.592,19399.9292,2727.2061,1828.1824,150.9488,1901.6963,339.1484,337.7244
2008,湖南省,26295.89,4.1216,2.276,19348.5563,2860.7497,678.8727,77.1753,1164.0059,131.2904,178.1713
2008,广东省,48240.277,5.0545,1.311,25302.1046,1287.6094,2597.464,556.0202,4708.3482,3417.0381,1159.9534
2008,广西壮族自治区,12757.037,2.6489,1.817,8897.0252,1661.1479,591.5974,48.7471,1102.1029,31.4514,21.8655
2008,海南省,4671.755,5.4704,3.108,898.0744,42.6148,113.78,243.462,290.7612,93.6883,579.7602
2008,重庆市,13268.907,4.6738,2.29,10032.9371,980.7139,282.8831,92.4524,798.6635,25.8079,1055.3888
2008,四川省,29831.582,3.6657,2.367,20410.2629,3204.9905,1100.9569,384.5399,1469.1192,39.9483,2358.4421
2008,贵州省,21057.055,5.552,5.912,18517.0764,1291.533,361.4602,8.9597,701.9807,73.4288,102.6163
2008,云南省,20922.611,4.6055,3.676,15061.7732,3813.0824,523.8273,115.9907,1276.9626,16.4866,114.3067
2008,陕西省,26659.738,7.0866,3.645,17012.0407,1111.05,641.766,47.5322,1374.9163,18.8011,1117.0884
2008,甘肃省,15672.057,5.9632,4.949,8910.3441,1558.4485,146.9622,16.735,522.6573,40.3605,260.0045
2008,青海省,4067.184,7.3375,3.993,2503.9532,430.0432,62.6156,1.2149,242.9623,0.4122,495.7621
2008,宁夏回族自治区,10009.469,16.2047,8.314,8156.8749,681.5509,60.5069,11.2984,299.1617,6.2776,238.139
2008,新疆维吾尔自治区,21153.436,9.9275,5.057,10862.5143,1306.2821,362.163,115.8692,1039.7969,86.6815,1511.9662
2009,北京市,13679.251,7.7944,1.126,5070.6955,607.0609,1064.9046,1038.5098,744.51,134.4292,1502.4406
2009,天津市,15107.56,12.301,2.009,7839.124,2487.7267,530.1826,62.9612,941.0063,300.0878,392.2799
2009,河北省,75350.813,10.7118,4.372,50451.9932,17781.4682,621.0601,18.9825,1617.0727,189.4691,500.3084
2009,山西省,62530.73,18.2446,8.498,52822.7574,6983.3051,768.5202,49.4456,1570.5757,38.2362,297.8902
2009,内蒙古自治区,54940.466,22.6833,5.641,45754.2269,4450.8443,818.6009,25.148,2290.5972,62.332,958.8342
2009,辽宁省,61512.03,14.2422,4.044,30505.9891,8005.1446,1359.0632,62.6271,2512.2329,950.9598,355.9096
2009,吉林省,22525.58,8.2224,3.095,16342.2903,1698.5791,405.4492,3.4928,1017.1064,121.874,360.6723
2009,黑龙江省,31646.141,8.2713,3.685,21024.835,921.8894,935.4268,0.9415,1589.0505,279.5747,649.47
2009,上海市,24681.47,12.8482,1.64,10093.8235,1940.8078,1137.8585,1072.4657,1497.7924,2355.0157,725.6745
2009,江苏省,60246.025,7.7988,1.748,39962.4081,6361.2947,1715.2224,64.3279,2033.0658,688.3156,1373.1961
2009,浙江省,40080.3,7.7375,1.743,25260.2452,1444.8662,1489.5954,191.0399,2781.2336,917.9549,417.8257
2009,安徽省,29653.55,4.8367,2.947,24099.5982,2452.3003,411.1895,40.1822,1020.2682,45.2113,211.5107
2009,福建省,20448.583,5.6379,1.671,13526.2943,1870.3558,772.1225,154.7757,1280.4964,525.764,183.8
2009,江西省,14875.145,3.3562,1.943,10190.8612,2034.5432,226.1249,23.2346,908.7684,69.8778,55.8544
2009,山东省,98401.375,10.3905,2.903,66204.4465,8369.9482,1877.0331,107.5473,4135.4742,1283.6403,871.1558
2009,河南省,56281.441,5.9325,2.889,46511.5015,4128.9992,575.0795,77.8434,1631.0528,82.2111,898.4335
2009,湖北省,31527.241,5.5118,2.433,21119.97,2608.3256,1638.6077,144.0544,2450.9189,345.204,357.6415
2009,湖南省,27656.68,4.3173,2.118,20455.9277,2898.0377,720.7824,92.4524,1340.2915,216.8305,221.4693
2009,广东省,52047.24,5.4002,1.318,25966.1469,1335.8089,2803.3516,583.5069,4860.2074,2837.5658,2443.3061
2009,广西壮族自治区,14148.72,2.9137,1.824,9892.1373,1798.1855,633.4192,0.2733,1282.1083,23.3983,26.1953
2009,海南省,4966.895,5.7483,3.003,1021.7499,50.8629,139.4647,273.4391,329.3228,85.0328,539.9261
2009,重庆市,14269.873,4.9912,2.185,11001.4114,956.829,265.1645,103.447,847.9503,24.0641,1070.976
2009,四川省,33567.332,4.1011,2.372,23112.0969,3213.2672,1355.7538,470.9786,1669.1183,42.2945,2749.2065
2009,贵州省,23065.929,6.0732,5.895,20762.2624,1053.3138,380.7017,8.9597,727.4921,42.7066,90.4928
2009,云南省,22713.016,4.9689,3.681,16907.3922,3655.2815,566.0298,113.1053,1356.7825,16.3598,97.8535
2009,陕西省,28966.349,7.6793,3.546,18069.9419,1875.8545,727.7527,25.7555,1529.1003,0.0951,1082.6665
2009,甘肃省,15476.926,5.8726,4.569,8522.1933,1547.4511,146.845,16.5527,575.3849,42.453,269.0971
2009,青海省,4142.595,7.4333,3.831,2492.537,531.4253,67.858,0.486,270.0236,0.5073,531.6994
2009,宁夏回族自治区,11008.736,17.6083,8.135,9096.8087,718.8389,61.3563,12.8474,305.5473,1.6487,259.355
2009,新疆维吾尔自治区,24690.738,11.4382,5.773,14114.2286,1512.8265,356.9207,95.3681,1028.2037,70.9241,1470.6166
2010,北京市,13867.019,7.0682,0.983,5012.8915,631.3468,1088.0999,1192.4958,735.9545,211.4406,1619.1287
2010,天津市,18436.843,14.1899,1.999,9145.8793,1901.3718,600.7349,64.9961,1033.9073,455.5691,496.4116
2010,河北省,81068.028,11.2695,3.975,52257.1227,20960.8841,699.2271,22.293,2144.8756,122.1594,637.996
2010,山西省,67088.454,18.7707,7.292,56824.3258,7415.2672,668.7686,44.4646,1470.4831,38.8386,626.3056
2010,内蒙古自治区,60551.772,24.4933,5.188,51380.5869,4057.774,953.819,28.3978,2676.8633,48.0331,980.6997
2010,辽宁省,67401.813,15.4065,3.652,32171.6698,9058.172,1737.217,70.8882,2987.8972,1130.0613,411.764
2010,吉林省,25131.01,9.1499,2.899,18232.9272,1834.643,487.9507,3.675,1126.1573,126.6932,476.4945
2010,黑龙江省,34319.075,8.9526,3.31,23249.3387,777.062,1065.4318,73.075,1854.8583,281.8575,647.3051
2010,上海市,27004.166,11.7274,1.573,11179.3519,2053.6454,1216.4941,1212.0554,1577.9222,2359.7397,974.4215
2010,江苏省,67259.233,8.547,1.624,43953.2833,7627.9117,2196.0564,108.3977,2256.5304,500.0196,1549.4189
2010,浙江省,43024.865,7.8995,1.552,26542.3986,1268.9655,1718.2683,213.8796,2970.6313,1047.7868,688.6547
2010,安徽省,31428.394,5.2761,2.543,25449.9444,2606.6359,460.9774,25.5429,1133.7519,37.19,270.1795
2010,福建省,22721.407,6.1526,1.542,13368.8268,1960.4541,975.8428,171.6018,1582.6649,579.4089,629.9859
2010,江西省,17300.321,3.877,1.831,11884.7208,2212.6778,454.6221,25.8162,1143.0513,75.0457,83.3487
2010,山东省,108777.022,11.3453,2.777,71023.7763,8785.2424,2349.9889,117.2663,4488.8824,4079.7043,1017.7195
2010,河南省,60866.511,6.4714,2.636,49565.335,4993.0378,871.259,93.0598,1739.6698,58.147,1020.7504
2010,湖北省,36156.131,6.3123,2.264,25629.4832,3209.945,1340.7589,122.7333,2011.6462,291.7177,423.4544
2010,湖南省,29342.556,4.4661,1.83,21544.9,3119.3312,768.3737,91.8753,1559.1374,238.485,243.5513
2010,广东省,57628.255,5.5194,1.252,30412.0338,1391.7695,3180.9196,614.6685,5172.2023,2051.0916,1332.7124
2010,广西壮族自治区,17212.221,3.7337,1.799,11809.7164,1953.3803,725.3804,8.2916,1371.2585,109.8261,36.8033
2010,海南省,5423.367,6.2442,2.627,1231.4274,0.1432,154.1375,265.5424,433.91,96.6685,643.4083
2010,重庆市,15754.548,5.4616,1.988,12171.3816,857.6521,300.5725,126.8942,1049.3133,27.298,1221.4366
2010,四川省,34594.562,4.3002,2.013,21919.8651,3876.6896,1586.8282,526.3771,1627.705,199.1708,3794.2037
2010,贵州省,23247.165,6.6823,5.051,20754.8419,1089.5421,419.8584,27.1526,820.3931,45.7503,89.6269
2010,云南省,23979.158,5.211,3.319,17789.1034,3526.0623,680.8935,144.0848,1742.2116,17.8182,78.8024
2010,陕西省,34307.235,9.1848,3.389,22144.631,2094.2269,747.4921,27.1526,1647.5437,0.4439,1281.4043
2010,甘肃省,17227.728,6.7296,4.181,10254.7348,1551.0882,165.6766,15.1253,652.9419,46.3844,307.6323
2010,青海省,4133.085,7.3412,3.061,2417.7228,458.5963,76.7027,0.5163,278.641,0.3805,513.5143
2010,宁夏回族自治区,13027.29,20.5815,7.71,10968.9133,655.5467,66.4229,15.672,328.0208,126.0591,335.1265
2010,新疆维吾尔自治区,27656.497,12.6568,5.086,15423.9521,1856.4086,384.1576,101.2299,1127.4593,47.399,1735.1674
2011,北京市,12932.269,6.4066,0.796,4501.7882,95.3106,1141.578,1275.2595,747.4238,236.6461,1592.5004
2011,天津市,20231.116,14.9307,1.789,10012.0074,2031.8798,651.8408,74.5025,1117.9739,475.4482,563.307
2011,河北省,91675.929,12.6615,3.74,58587.9384,24056.4163,895.4207,27.1526,2467.8128,149.9329,759.6634
2011,山西省,73955.093,20.5831,6.581,63700.4933,7327.4313,635.1765,46.1047,1514.6863,39.9483,691.2526
2011,内蒙古自治区,75579.624,30.4547,5.263,65993.2468,4465.4215,908.5999,30.6757,2860.6814,78.026,884.1452
2011,辽宁省,71990.851,16.425,3.239,34351.3458,9698.8837,2069.4487,83.0674,3423.8221,1240.9337,845.8264
2011,吉林省,28754.483,10.4584,2.721,20996.2945,2170.0057,531.5883,3.7965,1294.0735,119.8766,419.5576
2011,黑龙江省,36805.972,9.5999,2.925,25115.64,781.1287,1366.4143,80.3947,1853.7424,281.9209,671.119
2011,上海市,27780.521,11.8343,1.447,11686.3834,2045.2542,1384.8944,1216.3986,1652.0694,2140.2143,1200.0041
2011,江苏省,77527.449,9.8151,1.579,52065.4828,9025.4949,2423.1478,135.854,2353.9881,479.3479,2029.3773
2011,浙江省,45569.253,8.3414,1.41,28114.2952,1346.033,1897.0947,227.0307,2970.9723,1174.0044,949.9581
2011,安徽省,34147.836,5.7218,2.232,27661.4526,2715.3209,515.9198,27.6081,1291.6557,35.8584,436.0109
2011,福建省,25938.656,6.9728,1.477,16580.1278,2086.7807,1095.3631,195.5653,1647.1097,601.317,820.2806
2011,江西省,23669.643,5.2735,2.023,13296.0676,2498.2372,535.2492,27.4867,1216.7955,4649.8553,137.2547
2011,山东省,110085.242,11.4232,2.427,74054.9867,9493.1698,2361.733,120.4554,5158.9661,132.622,1144.3661
2011,河南省,67090.084,7.1464,2.491,53987.2098,5878.5271,1050.0268,150.7666,2056.2213,132.622,1189.829
2011,湖北省,41145.958,7.1465,2.096,30072.1735,3358.5528,1457.9361,141.9891,2163.8774,308.6165,539.4931
2011,湖南省,32755.442,4.9663,1.665,24746.5162,2439.0404,864.1129,97.2815,1741.2197,218.7011,332.0957
2011,广东省,63557.26,6.0503,1.195,35083.8853,1581.2451,3536.6688,658.8598,4651.4049,1601.9902,3127.4145
2011,广西壮族自治区,21173.247,4.5583,1.807,13381.6891,2120.002,759.9391,0.8504,1478.3256,159.9517,54.772
2011,海南省,6392.068,7.2857,2.534,1550.7005,0.0573,177.1864,273.8036,453.1288,111.8869,1057.7701
2011,重庆市,17945.746,6.1479,1.793,13678.5103,1081.9528,424.5736,160.3034,1232.7905,29.7076,1337.9082
2011,四川省,34904.466,4.336,1.66,21793.5258,4120.7225,1880.4597,626.3921,1787.0967,223.3617,3378.9759
2011,贵州省,25705.446,7.4106,4.508,22994.1295,1153.808,425.3351,32.9232,945.346,50.8548,103.0492
2011,云南省,24755.196,5.3458,2.784,18387.6928,3489.4903,733.1708,155.2617,1890.382,8.2116,90.9258
2011,陕西省,37930.583,10.1348,3.032,25340.1586,2273.0202,818.8645,29.3697,1778.5103,0.5073,1352.846
2011,甘肃省,19902.132,7.7616,3.964,11992.7181,1722.0058,172.1197,11.2984,690.2635,29.8661,337.2914
2011,青海省,4885.542,8.5987,2.925,2869.2716,446.8543,84.8444,0.5771,317.3265,0.3171,693.8505
2011,宁夏回族自治区,17343.634,27.1227,8.25,15120.7569,1023.6724,60.917,19.9848,322.5032,116.2305,402.2384
2011,新疆维吾尔自治区,32715.645,14.8121,4.949,18541.8115,2520.8907,406.6207,113.3483,1210.5339,7.6092,2057.088
2012,北京市,13139.232,6.3496,0.735,4319.129,92.4181,1218.0463,1346.4819,668.9988,247.8063,1993.2234
2012,天津市,20377.362,14.4198,1.58,10080.5046,2528.0218,743.1576,89.3241,1172.2514,387.8473,705.3244
2012,河北省,92966.828,12.757,3.498,59666.7693,24063.2897,932.2931,23.6598,2546.0517,77.7724,977.0194
2012,山西省,77225.595,21.3872,6.376,65740.1877,8415.7133,657.8153,54.6696,1543.9484,3.8046,809.4561
2012,内蒙古自治区,78531.547,31.5407,4.945,69676.874,4043.4259,886.0196,70.4327,2718.8346,53.6132,819.1982
2012,辽宁省,74604.894,16.9982,3.003,34665.2913,9857.7729,2286.8461,108.0636,3798.7429,1337.951,1379.4743
2012,吉林省,28415.645,10.3315,2.38,21087.6241,1919.0994,534.7806,2.4601,1315.5551,108.1458,493.3807
2012,黑龙江省,38555.263,10.0561,2.816,26571.2055,948.2087,1364.7449,200.273,1874.697,315.5599,729.1383
2012,上海市,27389.171,11.506,1.357,10851.0981,1927.8916,1515.1629,1223.2019,1763.7552,2029.5956,1393.7626
2012,江苏省,79158.29,9.9948,1.464,52822.7574,9078.8494,2738.3345,161.3968,2490.8133,502.0487,2449.3679
2012,浙江省,44210.237,8.072,1.275,27349.4098,1292.8217,2068.1308,243.1886,2910.4022,1042.0482,1040.8839
2012,安徽省,35238.853,5.8849,2.047,27977.3008,2853.7045,734.0494,32.7106,1792.6453,35.1291,539.0601
2012,福建省,25739.451,6.8675,1.307,16144.4095,1861.535,1164.5097,225.8462,1600.7057,590.6642,811.621
2012,江西省,19208.941,4.2649,1.483,12942.1654,2516.3944,581.1127,28.8838,1291.5317,94.6394,217.356
2012,山东省,120622.488,12.4546,2.412,76551.3291,10040.9766,2376.8743,234.1074,5624.0911,5374.6316,1455.4623
2012,河南省,62784.57,6.6749,2.121,48024.148,6363.3853,1250.3206,162.1561,2288.2414,41.7238,1600.2941
2012,湖北省,41171.968,7.1244,1.85,30060.7573,3189.955,1659.7236,161.7613,2269.2706,330.6514,633.8827
2012,湖南省,32264.79,4.8599,1.456,22992.2268,3070.4731,1139.0593,106.9702,1554.9217,194.1297,406.7847
2012,广东省,61867.836,5.8399,1.084,33552.2118,1562.2575,3688.6977,739.7708,4781.5345,1378.8822,2521.6755
2012,广西壮族自治区,23254.117,4.9667,1.784,13821.2128,2305.7259,835.8803,0.243,1610.2221,157.6373,68.8438
2012,海南省,6662.906,7.5155,2.333,1771.4137,0.1432,190.5119,251.5713,482.5459,123.8397,1028.111
2012,重庆市,17713.05,6.0146,1.553,12843.225,1442.7469,423.5779,164.8592,1270.639,31.3562,1536.646
2012,四川省,36346.76,4.5005,1.523,22588.8544,4475.8461,2050.09,623.9624,1994.4113,238.4533,3312.297
2012,贵州省,28128.194,8.0734,4.105,25359.1856,1094.7544,463.6132,40.3036,1041.6258,14.8379,113.8737
2012,云南省,25707.336,5.5178,2.494,18741.595,3834.3898,842.0305,170.2654,2017.6288,8.275,93.0907
2012,陕西省,43553.726,11.6048,3.013,30013.1898,2564.4506,840.5662,30.7061,1818.0327,0.2853,1428.1845
2012,甘肃省,20497.592,7.9524,3.628,12477.9066,1873.1911,192.7085,15.8846,799.8414,29.3271,439.0417
2012,青海省,5824.752,10.1623,3.076,3537.1193,562.2695,87.5974,,329.0748,0.539,868.3414
2012,宁夏回族自治区,18634.516,28.793,7.959,15326.2485,1081.2654,68.4144,22.2323,345.0697,65.3757,443.3715
2012,新疆维吾尔自治区,37794.645,16.9272,5.036,22885.6756,2895.6034,452.8649,137.7066,1343.2983,25.5542,2207.1156
2013,北京市,12074.419,5.7095,0.61,3841.9889,2.2625,1240.6266,1448.9266,601.0512,26.3152,2139.1377
2013,天津市,21142.105,14.3608,1.464,10043.7254,2736.3992,621.5873,170.4477,1006.3501,275.6116,818.1157
2013,河北省,93243.415,12.7163,3.278,60245.7038,23884.4964,1017.8697,53.4243,2481.6069,111.5382,1079.4191
2013,山西省,79194.815,21.818,6.253,69708.2876,6144.7552,632.2185,62.2322,1599.5588,3.1388,975.9369
2013,内蒙古自治区,76723.589,30.7188,4.535,66434.1404,5156.8815,747.4921,81.6703,2042.5512,15.0916,941.948
2013,辽宁省,71921.114,16.3829,2.643,34501.2215,9168.2317,1929.7204,88.2307,3167.0967,1142.6165,1703.3433
2013,吉林省,27380.831,9.952,2.099,19814.2231,2061.3493,524.0616,5.1936,1182.8837,104.0558,520.6585
2013,黑龙江省,36586.454,9.5401,2.531,25242.7594,966.9958,812.9778,194.2897,1416.4226,298.5026,752.7357
2013,上海市,29052.531,12.0293,1.332,10809.6002,1833.7552,1559.6792,1328.7143,1722.9928,1912.2554,1577.9956
2013,江苏省,81395.446,10.252,1.362,53172.9874,9137.588,2610.8189,193.743,2331.9175,579.2504,2694.651
2013,浙江省,45473.688,8.271,1.204,26944.6294,1277.8149,2068.0722,279.878,2934.3637,1041.4775,1227.9313
2013,安徽省,38271.91,6.3471,1.99,29805.9477,3005.4053,935.2218,28.7319,1941.4667,31.0709,602.0587
2013,福建省,25273.295,6.6967,1.156,15371.2283,1876.9428,1199.4784,259.4073,1616.8557,580.0113,1069.2441
2013,江西省,20697.428,4.5769,1.436,13803.4987,2448.434,693.8676,5.1632,1631.9827,99.7756,290.7461
2013,山东省,117437.237,12.0654,2.126,71700.2813,10539.9825,2065.9343,13.6674,3914.7994,6782.2068,1489.4512
2013,河南省,62311.133,6.6194,1.936,47678.123,5205.0523,1631.0516,139.9238,2410.3735,107.4482,1726.9407
2013,湖北省,35834.787,6.1795,1.445,23149.6181,3191.5015,1804.2256,193.6822,2496.6099,376.7822,692.1185
2013,湖南省,31382.114,4.6905,1.275,21355.6004,3081.0409,1272.6959,117.9648,1755.4787,216.5769,442.9385
2013,广东省,62952.558,5.9144,1.008,32549.0703,1675.4388,3135.4662,790.6135,4769.2593,1379.3577,2685.5585
2013,广西壮族自治区,23380.218,4.9545,1.618,13973.6381,2790.8706,656.6438,72.3765,1335.6728,142.1335,98.503
2013,海南省,6190.831,6.915,1.948,1919.4057,0.1146,211.2471,260.4095,403.749,116.5793,996.287
2013,重庆市,15341.73,5.1656,1.2,11025.1381,598.0396,473.5708,179.1644,1413.3538,37.9826,1562.8413
2013,四川省,37329.405,4.6046,1.414,22220.7771,5040.8363,2397.0531,728.1991,2337.3732,278.687,3210.5467
2013,贵州省,29204.301,8.3388,3.611,25973.263,1212.7471,572.268,66.211,1173.8943,1.617,182.2846
2013,云南省,25436.331,5.4275,2.15,18614.2853,3859.3057,820.0653,193.5608,1735.299,10.2724,92.4412
2013,陕西省,46265.637,12.2916,2.855,32817.6745,2678.3766,647.1841,98.0104,1617.6926,68.7999,1521.9247
2013,甘肃省,21197.156,8.209,3.348,12445.6939,1909.4194,359.9079,15.4897,1163.5099,13.6014,502.9063
2013,青海省,6414.459,11.1017,3.023,3944.5825,659.3271,96.2078,,343.3648,0.3805,899.7324
2013,宁夏回族自治区,19829.671,30.3118,7.693,16236.7095,1196.9956,58.6911,0.3645,365.4974,125.2665,423.6709
2013,新疆维吾尔自治区,43279.765,19.114,5.126,27028.8049,3179.0722,613.1526,69.643,1692.1498,41.8189,2758.2991
2014,北京市,12511.52,5.815,0.587,3304.1207,1.8318,1290.4338,1541.6159,608.9945,17.8588,2461.5757
2014,天津市,20419.87,13.4624,1.298,9565.4057,2733.2775,664.2877,181.7764,1036.6661,247.9331,984.7935
2014,河北省,88685.007,12.0108,3.014,56387.5338,23275.4761,921.4862,53.4243,2445.1222,101.3609,1213.9872
2014,山西省,81095.64,22.2304,6.355,71517.6031,6236.6864,592.5346,63.5686,1542.3055,7.1019,1089.9449
2014,内蒙古自治区,78612.072,31.3844,4.424,69383.8011,4277.6929,795.6171,86.135,1789.3546,15.5989,963.9953
2014,辽宁省,72027.084,16.4033,2.516,34252.9191,9442.1065,2063.9428,90.3567,3286.284,1150.6062,1818.5485
2014,吉林省,27158.152,9.8672,1.968,19748.7702,1903.6916,566.2934,5.1936,1173.0263,101.1707,488.7998
2014,黑龙江省,37082.37,9.6745,2.466,25868.2149,555.7971,920.4318,224.6921,1444.8478,365.9391,768.1065
2014,上海市,26454.763,10.9061,1.123,9315.2042,1875.3963,1689.9478,1368.9268,1699.9539,1763.2726,1568.0089
2014,江苏省,80822.449,10.1535,1.242,51206.623,9761.8895,2854.3403,251.389,2523.4232,481.2185,2764.547
2014,浙江省,44952.697,8.1613,1.119,26303.6337,1331.9068,2080.484,315.1432,2889.2098,1076.0014,1692.0685
2014,安徽省,39541.489,6.5004,1.897,30037.896,3049.2802,1032.9024,32.0792,2055.2154,32.4868,746.0938
2014,福建省,28834.236,7.576,1.199,15598.9054,1932.2447,1289.9459,295.6107,1598.2259,600.3659,1088.1047
2014,江西省,21081.452,4.6413,1.342,14227.0777,2494.8292,737.4467,6.4692,1632.1067,50.0939,328.7509
2014,山东省,125785.317,12.8491,2.117,75274.0961,10772.5979,2065.6619,13.8891,3920.0557,7838.9198,1622.8025
2014,河南省,62987.968,6.6753,1.803,46140.2467,7735.2221,1551.6838,153.3786,2481.2969,156.3057,1664.2019
2014,湖北省,36282.25,6.2384,1.325,22618.9798,3220.1778,1933.099,200.5809,2677.2622,429.65,871.1904
2014,湖南省,30470.505,4.5227,1.127,20738.4977,2979.2865,1337.8302,125.6793,1857.3072,214.738,528.1771
2014,广东省,63402.06,5.9122,0.935,32371.986,1598.1994,3276.9224,816.4905,4883.0529,1327.8054,2897.3225
2014,广西壮族自治区,23210.166,4.8822,1.481,12931.7196,2917.3117,715.4814,274.3199,1569.0258,98.983,178.6454
2014,海南省,6849.103,7.5808,1.957,1937.5194,0.1146,234.7646,256.9167,347.6426,131.5123,995.9298
2014,重庆市,16441.897,5.4964,1.153,11598.4406,917.6795,531.9691,188.276,1319.0579,46.7649,1778.3809
2014,四川省,38653.411,4.7485,1.355,21016.0636,5337.9659,2430.3524,760.9401,2320.4173,398.5953,3575.7653
2014,贵州省,28206.238,8.0405,3.044,24958.8575,1074.8503,636.6408,91.4197,1178.9748,0.3805,229.8388
2014,云南省,22871.815,4.852,1.785,16505.2929,3247.0377,871.978,234.7822,1764.2044,12.1091,100.2284
2014,陕西省,48745.6,12.9123,2.756,34962.7514,2792.5084,673.3796,110.1264,1672.1133,55.5881,1607.5552
2014,甘肃省,21348.103,8.24,3.123,12778.2858,1984.5968,377.7437,17.0691,1161.805,22.352,545.518
2014,青海省,5985.861,10.26,2.599,3456.2749,725.1873,108.8545,,352.5303,0.1167,878.8108
2014,宁夏回族自治区,20184.71,30.5117,7.334,16852.2093,1107.9455,63.7505,0.0826,382.4446,95.7218,387.1079
2014,新疆维吾尔自治区,48110.51,20.9315,5.188,30610.6947,3075.0553,632.1306,68.5496,1740.5997,19.7205,3677.4788
2015,北京市,12144.764,5.5954,0.528,2216.988,1.2601,1355.2559,1653.3909,565.2485,15.5672,3179.8051
2015,天津市,20158.968,13.0314,1.219,8636.0318,2590.9417,782.6072,199.787,1210.6889,298.4709,1385.103
2015,河北省,92733.758,12.4895,3.111,60316.5414,22640.8478,1187.0607,25.0265,1500.8612,164.01,1579.7275
2015,山西省,93090.316,25.4059,7.292,83491.6557,5966.7352,598.3334,80.5162,1507.8977,1.934,1405.4531
2015,内蒙古自治区,77969.182,31.0506,4.373,69036.292,4389.6141,895.4793,99.0127,1472.808,33.6073,847.5584
2015,辽宁省,69545.834,15.8693,2.426,32399.3278,9128.8531,2419.9848,91.0249,3438.4841,780.7039,1198.2722
2015,吉林省,23184.056,8.4204,1.649,16424.1254,1525.9432,491.7287,67.8207,1064.5643,97.8416,447.0519
2015,黑龙江省,33939.679,8.9041,2.25,23717.9737,531.769,1200.6791,207.9267,1747.2643,363.6246,775.4672
2015,上海市,26564.044,10.9984,1.057,8996.213,1806.4049,1367.82,1553.3759,1391.4072,1711.1823,1675.8491
2015,江苏省,83706.697,10.4944,1.194,51770.7926,10277.4202,2940.0926,257.7064,2539.9141,455.696,3572.518
2015,浙江省,45583.628,8.2296,1.063,26306.8634,1224.575,2208.3862,344.7829,3001.7533,1034.4073,1739.4972
2015,安徽省,39619.898,6.449,1.8,29821.9494,3335.7848,1337.2444,42.7638,1896.4576,42.6115,754.0347
2015,福建省,27727.986,7.2227,1.067,14574.5869,1791.6558,1362.1091,339.5893,1380.3409,554.3936,982.4316
2015,江西省,21969.719,4.812,1.314,14572.2846,2553.7396,831.7508,30.7365,1666.1735,55.7691,390.115
2015,山东省,138498.177,14.0648,2.198,82797.7029,10921.3681,1863.2097,299.1642,3694.4966,10294.6452,1782.1457
2015,河南省,59313.762,6.2567,1.603,46147.4769,4049.9842,1997.6663,205.8007,2673.2985,123.7446,1886.4939
2015,湖北省,34444.153,5.8864,1.166,20996.4467,2949.8456,2099.6436,242.5812,2533.4975,346.4405,871.5887
2015,湖南省,30348.687,4.4742,1.05,19462.528,3279.3087,1507.2555,157.2055,2128.3227,294.2541,574.348
2015,广东省,63996.629,5.8989,0.879,31560.6938,1555.155,3599.6359,835.2907,4922.0794,1279.2016,3142.5688
