date,state,total,avg,intensity,coal_co2,coke_co2,gasoline_co2,kerosene_co2,diesel_co2,fuel_co2,gas_co2
2015,广西壮族自治区,21791.625,4.5437,1.297,11596.614,2864.2437,793.3555,171.1766,1504.4569,76.4091,181.2021
2015,海南省,7498.034,8.2322,2.025,2039.5422,,261.5915,260.2577,288.7154,101.2341,988.2769
2015,重庆市,14420.451,4.7804,0.918,9603.2884,486.6052,585.6814,202.3686,1522.6528,44.07,1913.1221
2015,四川省,33105.502,4.0353,1.102,16790.0717,3299.4419,2246.4886,591.5251,2611.3025,78.9772,4263.1211
2015,贵州省,28228.924,7.998,2.688,24652.8463,889.0118,850.6995,95.6718,1407.1852,1.3316,288.3647
2015,云南省,20711.095,4.3678,1.521,14758.0452,2503.9937,1078.7866,250.2349,1848.0078,7.958,137.2547
2015,陕西省,48264.732,12.7247,2.678,34959.4677,2750.69,713.1677,104.7227,1269.0271,43.7846,1999.2852
2015,甘肃省,20648.926,7.9433,3.041,12529.3937,1689.701,501.3934,17.798,928.3901,15.7574,563.74
2015,青海省,5525.828,9.3908,2.286,2869.4999,713.7125,131.6744,0.0304,355.0201,0.0951,960.7826
2015,宁夏回族自治区,20957.493,31.3791,7.198,16988.0857,1399.1011,108.5962,0.0607,369.6512,161.1565,434.0625
2015,新疆维吾尔自治区,49709.02,21.0656,5.331,34476.5054,2143.8869,687.7173,142.5358,1665.1506,5.5801,2962.0162
2016,北京市,11496.04,5.2904,0.448,1612.7666,0.6014,1377.5726,1804.9168,535.3045,14.7111,3513.8492
2016,天津市,19033.916,12.1856,1.064,8048.7254,2541.1098,804.7775,249.1111,1152.3816,143.7188,1613.5
2016,河北省,92865.965,12.4319,2.896,58723.9815,23755.7641,1273.5745,34.8063,1561.0283,170.2559,1752.4866
2016,山西省,92133.059,25.0226,7.06,82893.2946,5435.9686,615.8763,81.8829,1553.3408,1.9023,1501.3582
2016,内蒙古自治区,78887.758,31.3047,4.352,69373.4885,4683.6221,1034.534,106.1805,1322.4367,10.3675,975.5039
2016,辽宁省,70442.413,16.0901,3.166,32238.778,8571.8245,2388.3256,118.4204,3126.8303,967.2244,1096.0889
2016,吉林省,22859.128,8.3641,1.547,15886.1941,1367.8559,513.5768,61.9893,1079.7533,120.6375,497.927
2016,黑龙江省,34224.632,9.0089,2.224,24243.0428,527.5017,977.2779,238.6024,1099.3131,299.2001,823.528
2016,上海市,26471.325,10.9386,0.939,8801.1672,1709.6051,1408.1775,1779.2525,1383.3787,1860.9567,1711.137
2016,江苏省,87125.359,10.892,1.126,53367.177,10997.9774,3008.6828,275.1096,2545.8967,480.6478,3739.4318
2016,浙江省,45243.106,8.0936,0.958,26539.7919,943.5691,2333.9396,386.9393,2733.7446,1208.8799,1900.5657
2016,安徽省,39553.309,6.3837,1.621,29884.1297,3335.4125,1493.2563,48.5345,1930.2145,67.2463,848.2078
2016,福建省,26018.475,6.7162,0.903,12988.7816,1743.1127,1449.0036,377.281,1331.4571,565.0782,1051.059
2016,江西省,22259.928,4.8475,1.203,14333.4006,2405.1605,918.5282,37.9043,1694.6917,47.716,433.846
2016,山东省,145505.038,14.628,2.139,80218.5931,10649.0112,1915.9848,349.9766,3713.1264,14302.7596,2134.8079
2016,河南省,58626.372,6.1505,1.449,45022.3153,3843.2679,2050.9393,224.7528,2876.9864,122.5715,1956.6366
2016,湖北省,34258.002,5.8212,1.049,20434.5604,3136.8583,2176.5806,294.5173,2683.9618,373.58,898.4335
2016,湖南省,31037.192,4.5496,0.984,20489.3391,2750.776,1686.2283,168.352,2210.0954,298.1855,581.4921
2016,广东省,66114.53,6.011,0.818,30700.6163,2241.1163,4400.196,887.3787,5195.5438,1448.538,3632.4857
2016,广西壮族自治区,22655.55,4.6828,1.237,12184.6244,2923.9273,981.2024,189.8554,1669.0253,33.4171,332.7451
2016,海南省,7278.204,7.937,1.796,1931.8303,,284.3475,321.2143,257.5934,42.2311,884.3617
2016,重庆市,14862.151,4.876,0.838,9236.4098,1100.6254,641.5317,245.9221,1593.9792,44.1017,1933.6887
2016,四川省,32553.343,3.9401,0.988,16112.0446,3234.4314,2344.7758,637.812,2674.0115,220.6985,4388.0358
2016,贵州省,29571.299,8.3182,2.511,26026.8811,725.7695,918.5868,117.3574,1365.4309,1.6487,370.4144
2016,云南省,20486.29,4.2939,1.385,14235.012,2597.8151,1145.2096,312.7101,1892.4279,3.5193,166.9138
2016,陕西省,49160.574,12.8929,2.534,36897.615,2378.1253,753.5838,91.2071,1269.7711,39.1557,2126.3648
2016,甘肃省,19863.062,7.6104,2.759,12079.1007,1443.0047,616.6378,24.7836,948.3838,10.5578,571.5336
2016,青海省,6435.889,10.8531,2.502,3733.8585,654.2293,164.0072,0.0304,399.6262,0.3171,1001.2663
2016,宁夏回族自治区,20860.469,30.9044,6.584,16515.455,1290.502,67.9166,0.0607,357.7169,260.4566,484.9376
2016,新疆维吾尔自治区,51870.247,21.6306,5.375,36619.212,2294.0698,720.138,173.3634,1694.2577,3.1388,2828.2254
2017,北京市,11288.46,5.2004,0.403,933.1982,0.5155,1434.6237,1955.9568,542.806,8.9091,3562.5594
2017,天津市,18905.176,12.1421,1.019,7374.1231,2316.0359,802.9324,308.2758,1082.1712,128.9759,1803.5782
2017,河北省,92193.492,12.2606,2.71,57413.0212,24916.6746,1114.0482,83.7052,1633.0056,136.7437,2059.2529
2017,山西省,97087.731,26.2258,6.252,87364.5254,5608.2895,684.9058,98.0712,1644.3199,1.4901,1621.5101
2017,内蒙古自治区,83004.003,32.8209,5.157,73010.7659,4780.5364,1045.6923,130.2048,1361.4322,11.8577,1126.614
2017,辽宁省,72570.98,16.6104,3.1,33463.1084,8847.3604,2319.8233,134.7606,3200.7295,966.9708,1343.3205
2017,吉林省,22682.756,8.3485,1.518,15736.3755,1363.4169,552.0892,89.7493,1064.3783,92.1981,539.2766
2017,黑龙江省,34248.898,9.0397,2.154,24527.9911,615.0512,1128.106,265.9069,1048.2284,227.1663,878.0834
2017,上海市,26967.67,11.1529,0.88,8710.2562,1696.3166,1420.9467,1981.1656,1368.5307,2131.971,1801.8463
2017,江苏省,86307.475,10.7491,1.005,50649.9311,11657.9059,3067.0811,320.0298,2673.3605,780.0064,5145.7508
2017,浙江省,47384.075,8.3762,0.915,27136.3835,916.9349,2515.6654,448.9285,2578.9406,1262.8736,2271.6296
2017,安徽省,40938.104,6.5449,1.515,30599.64,3004.0593,1683.0067,47.1677,1957.7097,72.3191,960.5661
2017,福建省,27412.794,7.0092,0.852,14129.6024,1890.4604,1557.6877,427.82,1344.5073,488.5423,1085.9138
2017,江西省,22729.037,4.9176,1.136,14596.4679,2469.6269,1029.4966,48.0485,1725.3487,37.8875,470.4328
2017,山东省,149306.952,14.922,2.056,79920.2117,9547.097,1921.1979,343.234,4094.1538,14858.3263,2747.4746
2017,河南省,57379.914,6.0026,1.288,43716.6635,3532.3056,2169.1124,219.7718,3015.5474,88.4887,2168.5803
2017,湖北省,35062.216,5.9407,0.988,20399.2843,3042.3782,2194.0942,340.1664,2691.4633,390.0349,1136.5725
2017,湖南省,31337.817,4.5681,0.924,20964.9,2713.7457,1880.284,184.5099,2052.6566,296.6637,586.0384
2017,广东省,69203.562,6.196,0.772,32673.3547,2694.8153,4480.6474,910.8259,5171.8613,1104.9827,3948.3446
2017,广西壮族自治区,23965.271,4.9059,1.294,12591.3836,3117.4124,1045.458,154.7453,1658.424,33.1317,362.8372
2017,海南省,7070.089,7.6351,1.584,2091.7142,0.0573,306.0492,348.3061,262.4601,44.3553,930.474
2017,重庆市,15321.748,4.9824,0.789,10065.8728,464.7537,681.3621,253.424,1681.0525,45.1796,2061.8508
2017,四川省,31964.3,3.8502,0.864,14870.3235,3227.8731,2425.3736,625.481,2754.0173,207.7946,4681.8127
2017,贵州省,29741.36,8.3076,2.196,25941.6021,615.4521,1114.1068,147.5168,1490.7558,1.0146,383.8368
2017,云南省,21760.629,4.533,1.329,14072.8639,2727.3206,1159.2966,345.6941,1893.4508,1.8072,209.7788
2017,陕西省,50667.473,13.2119,2.314,38178.4366,2375.8914,812.48,151.86,1158.7362,61.6979,2233.3108
2017,甘肃省,20038.48,7.6308,2.686,12056.1922,1311.3512,618.7757,24.3583,943.1451,9.0993,625.8726
2017,青海省,6167.295,10.3132,2.35,3324.0359,627.1941,175.8684,0.0607,471.9755,0.6975,1072.9244
2017,宁夏回族自治区,25644.47,37.6019,7.447,21017.6047,1500.7122,61.5027,0.0304,372.596,277.0066,432.7635
2017,新疆维吾尔自治区,55171.86,22.5652,5.07,38885.9175,2875.0406,826.0691,237.0231,1862.7318,1.1731,2651.786
2018,北京市,11565.706,5.3694,0.382,525.5067,0.0286,1445.6063,2098.7963,554.1822,4.8826,4067.4141
2018,天津市,19623.763,12.5793,1.043,7292.8398,2483.66,801.4388,330.8118,1010.7208,148.9818,2252.1455
2018,河北省,94559.178,12.5144,2.626,56308.0281,26753.4942,1434.5651,83.9786,1369.9876,384.7719,2880.8324
2018,山西省,103926.668,27.9523,6.179,93118.4044,6832.4635,688.9474,110.1289,1516.6081,1.7121,1628.2213
2018,内蒙古自治区,95196.635,37.5677,5.506,83982.2669,6085.9593,1033.8018,142.2928,1334.5569,8.0531,1341.5885
2018,辽宁省,77177.94,17.7054,3.049,34066.7019,9392.561,2509.4566,156.3551,3226.6748,687.618,1583.8408
2018,吉林省,23468.747,8.6793,1.557,16274.1356,1697.8058,599.4463,98.952,1130.2181,81.7672,643.1918
2018,黑龙江省,34931.633,9.2583,2.135,25440.6782,938.6146,1151.4184,194.4112,1094.4774,136.6803,949.0922
2018,上海市,26550.202,10.9531,0.812,8411.1137,1779.2838,1446.8071,2131.021,1362.3311,2086.8865,2023.965
2018,江苏省,85537.563,10.6245,0.924,48342.4317,11606.3271,3142.8465,343.9022,2732.3807,783.4623,5979.6703
2018,浙江省,46475.895,8.1011,0.827,26980.4382,925.1829,2525.1251,497.0378,2361.9546,964.0856,2920.6666
2018,安徽省,42504.565,6.7212,1.417,31723.8313,3163.0057,1834.5963,47.0159,2025.4093,70.1949,1147.6135
2018,福建省,30337.484,7.6979,0.847,16284.9239,2239.1689,1604.5176,502.0492,1360.5022,558.4202,1124.0161
2018,江西省,23758.601,5.1116,1.081,14989.033,2629.4325,1096.7982,54.457,1823.3334,37.2217,561.3586
2018,山东省,147839.738,14.7148,1.933,80521.2746,10050.9143,2021.0373,365.284,3948.3393,7534.3762,3384.3882
2018,河南省,57717.863,6.0091,1.201,42492.5995,4076.5325,2230.9665,248.7163,3080.5812,100.4414,2301.5052
2018,湖北省,36458.122,6.1616,0.926,21120.1793,3241.0756,2297.6823,353.1049,2775.4059,410.3578,1357.3923
2018,湖南省,32037.033,4.6437,0.88,20781.8792,2779.9018,2105.501,191.8599,2012.6691,286.74,659.645
2018,广东省,71499.158,6.3017,0.735,32474.3513,2672.5056,4554.3921,930.8714,5184.4465,1058.2178,4127.1654
2018,广西壮族自治区,25181.685,5.112,1.237,13965.3994,2929.9988,978.6251,158.5418,1508.5797,51.6157,490.9993
2018,海南省,7482.044,8.0108,1.548,2212.2122,0.0859,315.0695,389.2476,279.106,19.0547,958.4012
2018,重庆市,15422.782,4.9719,0.757,9759.9377,764.2604,1051.2862,288.3214,1275.3197,51.2987,2154.0755
2018,四川省,31171.36,3.7371,0.766,14262.2206,3338.9637,2560.0645,636.2023,2796.3916,105.6728,5130.813
2018,贵州省,27410.37,7.614,1.851,22847.6977,600.1016,1282.3899,172.1485,1770.2028,1.2682,667.2222
2018,云南省,24186.349,5.0075,1.353,14084.4133,3049.3375,1249.5006,372.2392,1948.6893,5.6118,281.437
2018,陕西省,49574.909,12.8299,2.029,36904.5599,2202.6828,873.7484,236.7801,1241.5939,89.0593,2284.4025
2018,甘肃省,20992.541,7.9608,2.546,12974.5684,1365.5934,593.0032,29.7646,897.5471,12.1747,674.7993
2018,青海省,6032.492,10.0041,2.105,3119.743,667.6324,181.8137,0.0607,493.9841,0.5707,1109.5113
2018,宁夏回族自治区,28583.99,41.5465,7.715,24185.6383,1655.506,54.9717,0.0607,364.6295,255.1618,453.763
2018,新疆维吾尔自治区,57433.832,23.0936,4.708,41459.8711,2850.411,872.2547,201.3664,1790.6925,1.5218,2832.7717
