,年份,省份,省份代码,城市,城市代码,平均气温
0,2001,广东省,440000,汕头市,440500,22.269322598005477
1,2002,广东省,440000,汕头市,440500,22.91763350420625
2,2003,广东省,440000,汕头市,440500,22.562441042598333
3,2004,广东省,440000,汕头市,440500,22.394950784116077
4,2005,广东省,440000,汕头市,440500,21.916305672934428
5,2006,广东省,440000,汕头市,440500,22.487217041419665
6,2007,广东省,440000,汕头市,440500,22.616364014963438
7,2008,广东省,440000,汕头市,440500,22.031468772711392
8,2009,广东省,440000,汕头市,440500,22.37057838671045
9,2010,广东省,440000,汕头市,440500,22.00124322443969
10,2011,广东省,440000,汕头市,440500,21.870829661862548
11,2012,广东省,440000,汕头市,440500,22.17611434955004
12,2013,广东省,440000,汕头市,440500,22.30479753224505
13,2014,广东省,440000,汕头市,440500,22.54426169402083
14,2015,广东省,440000,汕头市,440500,23.050148956799266
15,2016,广东省,440000,汕头市,440500,22.85983685769449
16,2017,广东省,440000,汕头市,440500,23.06952684896836
17,2018,广东省,440000,汕头市,440500,22.98368971650165
18,2019,广东省,440000,汕头市,440500,23.374724759428247
19,2020,广东省,440000,汕头市,440500,23.442965226889918
20,2021,广东省,440000,汕头市,440500,23.66522489379999
21,2022,广东省,440000,汕头市,440500,20.62863805288819
