,年份,省份,省份代码,城市,城市代码,平均气温
0,2001,四川省,510000,自贡市,510300,17.179068389445202
1,2002,四川省,510000,自贡市,510300,16.705587987670246
2,2003,四川省,510000,自贡市,510300,16.25755569320127
3,2004,四川省,510000,自贡市,510300,16.013982960304933
4,2005,四川省,510000,自贡市,510300,16.220626889435508
5,2006,四川省,510000,自贡市,510300,17.052514177378068
6,2007,四川省,510000,自贡市,510300,16.844733898066423
7,2008,四川省,510000,自贡市,510300,16.252473028703093
8,2009,四川省,510000,自贡市,510300,16.75350852682462
9,2010,四川省,510000,自贡市,510300,16.39436900032182
10,2011,四川省,510000,自贡市,510300,16.292626202838438
11,2012,四川省,510000,自贡市,510300,15.828848644770504
12,2013,四川省,510000,自贡市,510300,17.24514158144086
13,2014,四川省,510000,自贡市,510300,16.261169026478814
14,2015,四川省,510000,自贡市,510300,17.495160734811353
15,2016,四川省,510000,自贡市,510300,17.34071752747839
16,2017,四川省,510000,自贡市,510300,17.304438583628155
17,2018,四川省,510000,自贡市,510300,16.88347256545484
18,2019,四川省,510000,自贡市,510300,16.849217406357294
19,2020,四川省,510000,自贡市,510300,16.95818839906866
20,2021,四川省,510000,自贡市,510300,17.13574264103696
21,2022,四川省,510000,自贡市,510300,15.534406061734336
