,年份,省份,省份代码,城市,城市代码,平均气温
0,2001,宁夏回族自治区,640000,吴忠市,640300,10.07428335601322
1,2002,宁夏回族自治区,640000,吴忠市,640300,10.28022549910812
2,2003,宁夏回族自治区,640000,吴忠市,640300,9.482288554269449
3,2004,宁夏回族自治区,640000,吴忠市,640300,9.619984154956947
4,2005,宁夏回族自治区,640000,吴忠市,640300,9.337914710188857
5,2006,宁夏回族自治区,640000,吴忠市,640300,10.306033254771627
6,2007,宁夏回族自治区,640000,吴忠市,640300,9.843157063481655
7,2008,宁夏回族自治区,640000,吴忠市,640300,9.167774506360898
8,2009,宁夏回族自治区,640000,吴忠市,640300,9.957006820516437
9,2010,宁夏回族自治区,640000,吴忠市,640300,9.94069028999081
10,2011,宁夏回族自治区,640000,吴忠市,640300,9.434486447121952
11,2012,宁夏回族自治区,640000,吴忠市,640300,9.321722106796653
12,2013,宁夏回族自治区,640000,吴忠市,640300,10.71095347292385
13,2014,宁夏回族自治区,640000,吴忠市,640300,10.220146181464274
14,2015,宁夏回族自治区,640000,吴忠市,640300,10.394751195024725
15,2016,宁夏回族自治区,640000,吴忠市,640300,10.501679527138212
16,2017,宁夏回族自治区,640000,吴忠市,640300,10.50760095212538
17,2018,宁夏回族自治区,640000,吴忠市,640300,10.23002487374744
18,2019,宁夏回族自治区,640000,吴忠市,640300,10.3088383381213
19,2020,宁夏回族自治区,640000,吴忠市,640300,10.163603718364431
20,2021,宁夏回族自治区,640000,吴忠市,640300,10.964181881874564
21,2022,宁夏回族自治区,640000,吴忠市,640300,9.373645534450846
