,unit_weights
Anhui,0.020109807529151046
Beijing,0.010191994899660576
Chongqing,4.714141447623827e-10
Fujian,0.009838952859315356
Gansu,0.019565406452162433
Guangdong,0.011113625056931687
Guangxi,0.003219389351184639
Guizhou,0.008317702285964457
Hainan,0.07709262897686522
Hebei,0.015871799141039488
Heilongjiang,4.7171133931680936e-11
Henan,6.913426454168376e-10
Hubei,1.3829223006873198e-09
Inner Mongolia,0.035822871316653224
Jiangsu,0.015465286680402365
Jiangxi,0.024748074505694922
Jilin,0.02439787672725118
Liaoning,0.015556352508283229
Ningxia,0.04640124348572927
Qinghai,0.005159438489487824
Shaanxi,0.00308078077725872
Shandong,0.0010840852392415034
Shanghai,0.018408615608744263
Shanxi,1.2172501359509228e-10
Sichuan,0.008072505324609328
Tianjin,0.023491412184926057
Xinjiang,0.01608004438252793
Yunnan,0.007097474068218839
Zhejiang,0.014444216712302001
Chengdu 1,0.008072510177070344
Shijiazhuang 1,0.015871807554241908
Hangzhou,0.014444245376830983
Hangzhou 1,0.014444245376830983
Taiyuan,1.2154994299401021e-10
Xining,0.005159485708930212
Haerbin 1,4.7098909188136764e-11
Jinan,0.0010841134718742528
Zhejiang 1,0.014444213362388745
Wuhan 1,1.3829248518476424e-09
Haerbin,4.7098909188136764e-11
Beijing 1,0.010191994899660576
Tianjin 1,0.023491412184926057
Tianjin 2,0.023491412184926057
Huhehaote,0.03582289815772334
Huhehaote 1,0.03582289815772334
Shijiazhuang,0.015871807554241908
Shenzhen,0.011113581212483781
Shenzhen 1,0.011113581212483781
Xian,0.0030808306151656707
Chengdu,0.008072510177070344
Anyang,6.914105686855071e-10
Langfang,0.01587182026141302
Quanzhou,0.009838973578465022
Nanchang,0.02474809368557721
Tangshan,0.015871800499411146
Guangan,0.008072852855632822
Suuzhou,0.020109940486451226
Beihai,0.0032195048600461964
Guiyang,0.00831773558124313
Qingdao,0.0010841069012611825
Wuhan,1.3829248518476424e-09
Hunan 1,0.027895678522376892
Tianjin 3,0.023491412184926057
Chongqing 1,4.714141447623827e-10
Fujian 1,0.009838949405154736
Heilongjiang 1,4.727491027561397e-11
Heilongjiang 2,4.727491027561397e-11
Beijing 2,0.010191994899660576
Wulumuqi,0.01608009700318852
Dalian,0.015556356158484495
Shanghai 1,0.018408615608744263
Beijing 3,0.010191994899660576
Jilin 1,0.02439787672725118
Gansu 1,0.019565406452162433
Dalian 1,0.01555635595649989
Suzhou,0.015465294570675739
