date,time_weights
2021-09-06,1.1412933659926696e-06
2021-09-07,0.006267590801351638
2021-09-08,1.1664793846542569e-06
2021-09-09,1.1670244514332367e-06
2021-09-10,1.1525474030837481e-06
2021-09-11,0.007825739081634451
2021-09-12,1.166599507132555e-06
2021-09-13,1.1952391620986052e-06
2021-09-14,1.1675154272089126e-06
2021-09-15,1.1732903476106998e-06
2021-09-16,0.00783983915028477
2021-09-17,1.1731939635673089e-06
2021-09-18,1.1701681777128232e-06
2021-09-19,1.1688798603700028e-06
2021-09-20,1.1780209224652583e-06
2021-09-21,1.2231329300679448e-06
2021-09-22,1.216310943028835e-06
2021-09-23,0.0011302138874425681
2021-09-24,0.0008281662166452129
2021-09-25,1.1877921419287124e-06
2021-09-26,1.196553209576545e-06
2021-09-27,1.1929598560526915e-06
2021-09-28,0.018970961837340292
2021-09-29,1.1915010144513157e-06
2021-09-30,1.2005793824488393e-06
2021-10-01,0.03315440789082802
2021-10-02,0.061327727302084536
2021-10-03,0.03331933392744507
2021-10-04,0.037198037327481774
2021-10-05,0.058385314265496764
2021-10-06,0.05662164020711223
2021-10-07,0.057693087911129724
2021-10-08,0.05180870442159614
2021-10-09,0.04447398305899899
2021-10-10,0.04319684171651524
2021-10-11,0.03719803733488208
2021-10-12,0.043427586307089636
2021-10-13,0.0621524709266253
2021-10-14,0.08294293421735156
2021-10-15,0.06631040602796383
2021-10-16,0.02791822473533345
2021-10-17,0.05588632410579579
2021-10-18,0.055886324105795776
2021-10-19,0.048213672617358955
