,unit_weights
Anhui,0.003436639351071215
Chongqing,0.017813980019422977
Fujian,0.01917123972334292
Gansu,0.01104032365433339
Guangdong,0.01469057891646068
Guangxi,0.015146987870205181
Guizhou,0.028129350644450418
Hainan,5.953114337183358e-09
Hebei,0.017559299661766687
Henan,2.1620453954787674e-09
Hubei,0.03564009177356157
Hunan,0.008194360762998542
Inner Mongolia,0.025198676720809752
Jiangsu,0.011892028862773529
Jiangxi,3.424154383128504e-09
Jilin,0.026498468790764278
Liaoning,0.015272225797436553
Ningxia,0.03945159482317139
Qinghai,3.9174273931854104e-10
Shaanxi,0.022858723721352957
Shandong,0.012335472240133658
Shanxi,0.01662517805207842
Sichuan,0.007756615018495251
Tianjin,0.00040099566997557173
Xinjiang,0.04756483255660089
Yunnan,7.958783211187676e-11
Zhejiang,0.009651303738918942
Chengdu 1,0.007756611111214563
Shijiazhuang 1,0.01755928410139781
Guangzhou 2,0.014690573802370549
Hangzhou,0.009651279576904427
Hangzhou 1,0.009651279576904427
Taiyuan,0.016625150541722384
Nanjing 1,0.011891995967619595
Xining,4.035337941898158e-10
Haerbin 1,0.012681117893518917
Jinan,0.01233543475148223
Zhejiang 1,0.009651313215365701
Haerbin,0.012681117893518917
Beijing 1,0.024040186123577178
Guangzhou,0.014690573802370549
Guangzhou 1,0.014690573802370549
Tianjin 1,0.00040099566997557173
Tianjin 2,0.00040099566997557173
Huhehaote,0.02519860318193087
Huhehaote 1,0.02519860318193087
Shijiazhuang,0.01755928410139781
Shenzhen,0.014690580274358076
Shenzhen 1,0.014690580274358076
Xian,0.022858701447446568
Chengdu,0.007756611111214563
Anyang,2.567311253170794e-09
Langfang,0.017559271727189657
Quanzhou,0.019171223210790664
Nanchang,3.383906814006203e-09
Tangshan,0.017559296256806283
Guangan,0.007756645310360589
Suuzhou,0.003436793961361845
Beihai,0.015147001269123843
Guiyang,0.028129330042646717
Qingdao,0.012335438814560158
Wuhan,0.03564009296374234
Hunan 1,0.008194360762998542
Tianjin 3,0.00040099566997557173
Chongqing 1,0.017813980019422977
Fujian 1,0.019171244427983864
Heilongjiang 1,0.012681093380309564
Jilin 1,0.026498468790764278
Zhengzhou,2.03636484401852e-09
Nanjing,0.011891995967619595
Gansu 1,0.01104032365433339
Suzhou,0.011892007925138169
