date,time_weights
2021-09-09,0.00602780129993122
2021-09-10,0.006861964658523566
2021-09-11,0.007367767326806823
2021-09-12,0.00795572665494699
2021-09-13,0.008082974921877286
2021-09-14,0.009178754253866163
2021-09-15,0.008196777353716059
2021-09-16,0.009233726589754333
2021-09-17,0.006896610965568492
2021-09-18,0.00863230609562387
2021-09-19,0.010582457371862045
2021-09-20,0.006137970950089007
2021-09-21,0.009591877136305885
2021-09-22,0.008146045162146228
2021-09-23,0.00990725315125989
2021-09-24,0.007402892716023071
2021-09-25,0.007238855181309751
2021-09-26,0.00998316745502152
2021-09-27,0.008147924718075008
2021-09-28,0.008457845609770276
2021-09-29,0.010048576340575602
2021-09-30,0.009122591252081385
2021-10-01,0.005761909783393455
2021-10-02,0.006516740049960084
2021-10-03,0.009388557885560233
2021-10-04,0.005598158229687781
2021-10-05,0.005308754618580935
2021-10-06,0.0072170752620998035
2021-10-07,0.008228396872159755
2021-10-08,0.007553112017230905
2021-10-09,0.009135930858204314
2021-10-10,0.006054808593348707
2021-10-11,0.005598158229687781
2021-10-12,0.006895618681590347
2021-10-13,0.005637174664173271
2021-10-14,0.0067137244634960964
2021-10-15,0.0074124925952798425
2021-10-16,0.006675972712780593
2021-10-17,0.009108669595004884
2021-10-18,0.009108669595004884
2021-10-19,0.005645179233086474
2021-10-20,0.006426994431311791
2021-10-21,0.005957543410126394
2021-10-22,0.006018939407191243
2021-10-23,0.0072170752620998035
2021-10-24,0.0065880514960947
2021-10-25,0.006781988525673226
2021-10-26,0.009018858708191435
2021-10-27,0.008276991962186895
2021-10-28,0.007952743114036426
2021-10-29,0.007297392311521219
2021-10-30,0.007952743114036426
2021-10-31,0.006422697880050295
2021-11-01,-8.470994139244987e-06
2021-11-02,-8.405768748390756e-06
2021-11-03,-8.428421944667468e-06
2021-11-04,-8.456942266161339e-06
2021-11-05,-8.481524173803567e-06
2021-11-06,-8.498353299227551e-06
2021-11-07,-8.485844769518658e-06
2021-11-08,-8.555697359224344e-06
2021-11-09,-8.538773456432635e-06
2021-11-10,-8.538773456432635e-06
2021-11-11,-8.482384696150897e-06
2021-11-12,-8.451148484419261e-06
2021-11-13,-8.412303949187896e-06
2021-11-14,-8.405031105265653e-06
2021-11-15,-8.348709344756004e-06
2021-11-16,-8.345618461878168e-06
2021-11-17,-8.3409942626763e-06
2021-11-18,-8.382637493902604e-06
2021-11-19,-8.325248770784713e-06
2021-11-20,-8.235577915066088e-06
2021-11-21,-8.229007286848983e-06
2021-11-22,-8.312201276259556e-06
2021-11-23,-8.252877391980359e-06
2021-11-24,-8.217843968254435e-06
2021-11-25,-8.084240080469171e-06
2021-11-26,-8.085638410008304e-06
2021-11-27,-8.115907310506036e-06
2021-11-28,-8.243106598690807e-06
2021-11-29,-8.21197479509212e-06
2021-11-30,-8.190666757371614e-06
2021-12-01,0.009873058327872266
2021-12-02,0.012274219369738118
2021-12-03,0.009752283750757484
2021-12-04,0.010365072405127488
2021-12-05,0.011947501887966968
2021-12-06,0.009555049244547784
2021-12-07,0.011554719899585364
2021-12-08,0.010625152692399178
2021-12-09,0.008924301769063062
2021-12-10,0.01207039199958509
2021-12-11,0.010384913575666033
2021-12-12,0.00971394956378843
2021-12-13,0.010706426463866407
2021-12-14,0.011153680423852902
2021-12-15,0.009785592445188285
2021-12-16,0.007901992327007931
2021-12-17,0.009694891820150176
2021-12-18,0.010916373756941473
2021-12-19,0.010168346583175988
2021-12-20,0.009417470228289426
2021-12-21,0.008849063055289458
2021-12-22,0.010873586662758889
2021-12-23,0.012810927554799716
2021-12-24,0.009969613444247601
2021-12-25,0.009116118358548302
2021-12-26,0.00897900919943528
2021-12-27,0.01054171182829785
2021-12-28,0.009406740176727914
2021-12-29,0.011033878246936727
2021-12-30,0.011328221709188183
2021-12-31,0.009063995529694379
2022-01-01,0.007877803155313997
2022-01-02,0.007278973420454563
2022-01-03,0.006279928386845514
2022-01-04,0.00437424480506275
2022-01-05,0.007422514048293485
2022-01-06,0.007087265051340373
2022-01-07,0.007958683504523101
2022-01-08,0.007087162719556671
2022-01-09,0.005778631305459222
2022-01-10,0.007958683504523101
2022-01-11,0.006941293983636044
2022-01-12,0.006441581182828142
2022-01-13,0.005153679437174761
2022-01-14,0.008010577933752306
2022-01-15,0.0067024398398037414
2022-01-16,0.006174225063472787
2022-01-17,0.006755668129368164
2022-01-18,0.00619003187015524
2022-01-19,0.005795892652779494
2022-01-20,0.004487088320452403
2022-01-21,0.004848826293269137
2022-01-22,0.005315161325251063
2022-01-23,0.0060268375171838315
2022-01-24,0.005443220699851697
2022-01-25,0.0047993242168590305
2022-01-26,0.003673525927895815
2022-01-27,0.006977441879130611
2022-01-28,0.005273629312584437
2022-01-29,0.005457214126146244
2022-01-30,0.0064309207702346605
2022-01-31,0.005411195627885033
2022-02-01,0.006171803142200202
2022-02-02,0.009067125559076978
2022-02-03,0.006769716910049959
2022-02-04,0.00870955437023258
2022-02-05,0.005082267168870266
2022-02-06,0.004071121533172833
2022-02-07,0.006903693016988821
2022-02-08,0.007016124620657475
2022-02-09,0.009379126605729376
2022-02-10,0.005038443624839874
2022-02-11,0.006737984357864406
2022-02-12,0.006300239549652304
2022-02-13,0.006158387601993181
