,unit_weights
Anhui,0.014285714088096093
Beijing,0.014285706454016995
Chongqing,0.014285716990319598
Fujian,0.014285714809634944
Guangdong,0.014285713213857094
Guangxi,0.014285714820800289
Guizhou,0.014285719177578603
Hebei,0.014285713360338521
Henan,0.014285714535273879
Hubei,0.01428571524733986
Hunan,0.014285715038569544
Inner Mongolia,0.01428571550763744
Jiangsu,0.014285714947416813
Jiangxi,0.014285716318323463
Jilin,0.014285716670215278
Liaoning,0.014285715700075611
Ningxia,0.014285717641082123
Shaanxi,0.014285715852943805
Shandong,0.014285712092302815
Shanghai,0.014285716851208866
Shanxi,0.014285714301690702
Sichuan,0.014285716335845942
Tianjin,0.014285715595942184
Yunnan,0.014285714513039295
Zhejiang,0.014285715163171
Shijiazhuang 1,0.014285716211716102
Guangzhou 2,0.014285717502315788
Hangzhou,0.014285717715360278
Hangzhou 1,0.014285717715360278
Taiyuan,0.014285717641143794
Nanjing 1,0.014285719455878889
Xining,0.01428570628076876
Haerbin 1,0.014285705925913272
Jinan,0.014285717069481039
Zhejiang 1,0.014285713953976863
Wuhan 1,0.014285714604335163
Haerbin,0.014285705925913272
Beijing 1,0.014285706454016995
Guangzhou,0.014285717502315788
Guangzhou 1,0.014285717502315788
Tianjin 1,0.014285715595942184
Tianjin 2,0.014285715595942184
Huhehaote,0.014285705881868031
Huhehaote 1,0.014285705881868031
Shijiazhuang,0.014285716211716102
Xian,0.014285714311030274
Chengdu,0.014285716815885105
Anyang,0.014285706673320749
Langfang,0.014285717927698853
Quanzhou,0.014285717379878573
Nanchang,0.014285716782350301
Tangshan,0.014285713989725073
Guangan,0.014285706180234486
Suuzhou,0.014285706647435456
Qingdao,0.014285716605518433
Wuhan,0.014285714604335163
Hunan 1,0.014285715038569544
Tianjin 3,0.014285715595942184
Chongqing 1,0.014285716990319598
Fujian 1,0.014285713854021742
Beijing 2,0.014285706454016995
Wulumuqi,0.014285710289630783
Dalian,0.014285716540946784
Shanghai 1,0.014285716851208866
Beijing 3,0.014285706454016995
Jilin 1,0.014285716670215278
Zhengzhou,0.014285717703450737
Nanjing,0.014285719455878889
Dalian 1,0.014285716501915362
Suzhou,0.014285717827576575
