,unit_weights
Anhui,1.3510497933775882e-09
Beijing,0.03163776630814608
Chongqing,0.0934593071004675
Fujian,3.4564791918189598e-09
Guangdong,3.8395639548300564e-09
Guangxi,0.011441170042990109
Guizhou,0.0689419826782662
Hebei,0.02196788814166294
Henan,0.006931718603101292
Hubei,0.011788867508911812
Hunan,3.133936578137961e-09
Inner Mongolia,4.059952120184141e-10
Jiangsu,0.0033947568280218465
Jiangxi,0.01672704781585498
Jilin,4.702129939855445e-10
Liaoning,0.05395105540220413
Ningxia,5.161788062007092e-10
Shaanxi,4.838358977245041e-10
Shandong,2.3753059749993268e-09
Shanghai,1.023328509648082e-09
Shanxi,5.8074467759975244e-09
Sichuan,0.05094854587175135
Tianjin,5.798115736784805e-09
Yunnan,5.856389332681153e-10
Zhejiang,0.00687672919260396
Shijiazhuang 1,0.02196788427863145
Guangzhou 2,3.839856323858288e-09
Hangzhou,0.006876730891107955
Hangzhou 1,0.006876730891107955
Taiyuan,5.806907969734617e-09
Nanjing 1,0.003394758899190868
Xining,0.0492812795527744
Haerbin 1,0.024642993895223383
Jinan,2.3748035527549006e-09
Zhejiang 1,0.0068767290826944215
Wuhan 1,0.011788867758969264
Haerbin,0.024642993895223383
Beijing 1,0.03163776630814608
Guangzhou,3.839856323858288e-09
Guangzhou 1,3.839856323858288e-09
Tianjin 1,5.798115736784805e-09
Tianjin 2,5.798115736784805e-09
Huhehaote,4.049284682609562e-10
Huhehaote 1,4.049284682609562e-10
Shijiazhuang,0.02196788427863145
Xian,4.83359072652743e-10
Anyang,0.006931728555850776
Langfang,0.021967878654879935
Quanzhou,3.4561504281247956e-09
Nanchang,0.016727039332463303
Tangshan,0.021967887498552514
Guangan,0.05094809845526066
Suuzhou,1.3497474819244394e-09
Qingdao,2.3748825353469305e-09
Wuhan,0.011788867758969264
Hunan 1,3.133936578137961e-09
Tianjin 3,5.798115736784805e-09
Chongqing 1,0.0934593071004675
Fujian 1,3.456567534593867e-09
Beijing 2,0.03163776630814608
Wulumuqi,0.003288787064583791
Dalian,0.05395104922622651
Shanghai 1,1.023328509648082e-09
Beijing 3,0.03163776630814608
Jilin 1,4.702129939855445e-10
Zhengzhou,0.006931719832876723
Nanjing,0.003394758899190868
Dalian 1,0.05395104956834861
Suzhou,0.003394757309569169
