,unit_weights
Anhui,2.665645477760226e-10
Beijing,5.4291054971596035e-11
Chongqing,1.1497000152040465e-09
Fujian,9.716853068821812e-11
Gansu,0.034718928868292066
Guangdong,0.023576524065486736
Guangxi,1.1915815433948478e-10
Guizhou,0.039889932088585774
Hainan,0.001528432542717762
Hebei,1.5363356764587148e-10
Heilongjiang,1.1400204900213333e-10
Henan,7.564765546496647e-10
Hubei,4.0730807417682136e-10
Hunan,0.00476086686608344
Inner Mongolia,9.04696533293001e-11
Jiangsu,2.5989618183922606e-10
Jiangxi,0.02746196031468906
Jilin,3.0748246949072568e-09
Liaoning,2.7951475865204975e-10
Ningxia,6.297245836502434e-11
Qinghai,0.03186737910086512
Shaanxi,0.010081523861600454
Shandong,2.177368736999487e-10
Shanghai,8.263616513616565e-11
Shanxi,0.007432128418577056
Sichuan,3.4531623673005547e-10
Tianjin,9.152927341497715e-11
Xinjiang,0.04205299027795914
Yunnan,0.015284370498616277
Zhejiang,0.14839899298025455
Chengdu 1,3.45216510591334e-10
Guangzhou 2,0.023576549589719463
Hangzhou,0.14839887341556474
Hangzhou 1,0.14839887341556474
Taiyuan,0.007432122658541993
Nanjing 1,2.5925850548770316e-10
Xining,0.03186732626606883
Haerbin 1,1.1342852865864537e-10
Jinan,2.1700695920654696e-10
Wuhan 1,4.0739725244742096e-10
Haerbin,1.1342852865864537e-10
Beijing 1,5.4291054971596035e-11
Guangzhou,0.023576549589719463
Guangzhou 1,0.023576549589719463
Tianjin 1,9.152927341497715e-11
Tianjin 2,9.152927341497715e-11
Huhehaote,8.889074932123969e-11
Huhehaote 1,8.889074932123969e-11
Shenzhen,0.023576560768100798
Shenzhen 1,0.023576560768100798
Xian,0.010081504170281646
Chengdu,3.45216510591334e-10
Anyang,7.583800200002496e-10
Langfang,1.5293379621102823e-10
Quanzhou,9.663341823045578e-11
Nanchang,0.027461930688013256
Tangshan,1.535564985378075e-10
Guangan,3.4340804928277496e-10
Suuzhou,2.6413322842873544e-10
Beihai,1.173771089416644e-10
Guiyang,0.03988988647766207
Qingdao,2.1712602565410628e-10
Wuhan,4.0739725244742096e-10
Hunan 1,0.00476086686608344
Tianjin 3,9.152927341497715e-11
Chongqing 1,1.1497000152040465e-09
Fujian 1,9.730233632638553e-11
Heilongjiang 1,1.1461798686218854e-10
Heilongjiang 2,1.1461798686218854e-10
Beijing 2,5.4291054971596035e-11
Wulumuqi,0.04205286796746138
Dalian,2.7939112478741293e-10
Shanghai 1,8.263616513616565e-11
Beijing 3,5.4291054971596035e-11
Jilin 1,3.0748246949072568e-09
Zhengzhou,7.555525862975704e-10
Nanjing,2.5925850548770316e-10
Gansu 1,0.034718928868292066
Dalian 1,2.793974738195274e-10
Suzhou,2.595446419918138e-10
