,unit_weights
Gansu,0.001992162189801487
Guangdong,0.009779051685903952
Hainan,3.011956402620989e-10
Hubei,0.3872200143570008
Jiangxi,0.010528692335190286
Jilin,1.3111666619148428e-09
Liaoning,2.424401811821312e-10
Ningxia,2.0201175160087417e-10
Qinghai,0.0036555851210512617
Shanxi,0.028629951164031768
Xinjiang,2.356802513664161e-10
Yunnan,9.683337192840281e-11
Chengdu 1,3.1979254759172023e-10
Shijiazhuang 1,8.054072847813963e-10
Guangzhou 2,0.009779154351898158
Hangzhou,2.555654314843883e-09
Hangzhou 1,2.555654314843915e-09
Taiyuan,0.02862982768056543
Nanjing 1,9.518680743089958e-10
Xining,0.0036554361759470683
Haerbin 1,0.10741672376598667
Jinan,1.3563163507502184e-10
Haerbin,0.10741672376598667
Beijing 1,2.2857526332009658e-10
Guangzhou,0.009779154351898158
Guangzhou 1,0.009779154351898158
Tianjin 1,3.4170940262490073e-10
Huhehaote,8.988403288742169e-10
Huhehaote 1,8.988403288742247e-10
Shijiazhuang,8.054072847813928e-10
Shenzhen,0.009779199355809358
Shenzhen 1,0.009779199355809362
Xian,3.7286405459576465e-10
Chengdu,3.197925475917236e-10
Anyang,0.07833455934988755
Langfang,8.048674232889305e-10
Quanzhou,2.4022274710695977e-10
Nanchang,0.010528589792707889
Tangshan,8.058186310427492e-10
Guangan,3.160860073616826e-10
Suuzhou,7.97722888595248e-10
Beihai,0.0929893418949696
Guiyang,7.618143454741402e-11
Qingdao,1.3589327239743313e-10
Wulumuqi,2.3349319849500244e-10
Dalian,2.421757872836855e-10
Jilin 1,1.3111666619148445e-09
Zhengzhou,0.07833529607394119
Nanjing,9.518680743089776e-10
Gansu 1,0.0019921621898014875
Dalian 1,2.4218931532777695e-10
Suzhou,9.522971873128996e-10
