date,time_weights
2019-10-25,1.1198250008542258e-09
2019-10-26,0.007724898709348352
2019-10-27,0.02552767413653845
2019-10-28,0.06710742212354594
2019-10-29,0.03692357214251442
2019-10-30,0.032300297265089734
2019-10-31,0.0024324210809505424
2019-11-01,-4.510854399081667e-05
2019-11-02,-4.5114656250332825e-05
2019-11-03,-4.4881508510397127e-05
2019-11-04,-4.4701662703181994e-05
2019-11-05,-4.466350063031534e-05
2019-11-06,-4.367629491092884e-05
2019-11-07,-4.339948567578341e-05
2019-11-08,-4.3562017765016055e-05
2019-11-09,-4.3124234655530855e-05
2019-11-10,-4.384191883669969e-05
2019-11-11,-4.410881980391603e-05
2019-11-12,-4.327327637169566e-05
2019-11-13,-4.281241391111701e-05
2019-11-14,-4.2710836105065834e-05
2019-11-15,-4.300972102881824e-05
2019-11-16,-4.314338820728213e-05
2019-11-17,-4.2995913769658624e-05
2019-11-18,-4.317700211337167e-05
2019-11-19,-4.2613609064744874e-05
2019-11-20,-4.227906067159506e-05
2019-11-21,-4.175566719954439e-05
2019-11-22,-4.144818270940624e-05
2019-11-23,-4.127898736354101e-05
2019-11-24,-4.14312017492928e-05
2019-11-25,-4.1888170571453835e-05
2019-11-26,-4.13490379549778e-05
2019-11-27,-4.091584610033047e-05
2019-11-28,-4.071528042185685e-05
2019-11-29,-4.073465541951621e-05
2019-11-30,-4.0891988211554e-05
2019-12-01,-1.832434026449303e-07
2019-12-02,-1.8672692152500482e-07
2019-12-03,-1.8680956837766408e-07
2019-12-04,-1.864231021746688e-07
2019-12-05,-1.8467675433065995e-07
2019-12-06,-1.8303992962074204e-07
2019-12-07,-1.826408464425181e-07
2019-12-08,-1.8192944546080613e-07
2019-12-09,-1.8255169107638334e-07
2019-12-10,-1.7977022657035607e-07
2019-12-11,-1.812199991451667e-07
2019-12-12,-1.813527477119029e-07
2019-12-13,-1.8022673740692303e-07
2019-12-14,-1.7820600385078333e-07
2019-12-15,-1.7919022805876973e-07
2019-12-16,-1.8089478031062043e-07
2019-12-17,-1.788911710331161e-07
2019-12-18,-1.7968837400794723e-07
2019-12-19,-1.7666918588198498e-07
2019-12-20,-1.748108042221451e-07
2019-12-21,-1.7625529841140208e-07
2019-12-22,-1.760713224620399e-07
2019-12-23,-1.7688882830528288e-07
2019-12-24,-1.7674923044562544e-07
2019-12-25,-1.754180839188512e-07
2019-12-26,-1.757034511214678e-07
2019-12-27,-1.7615020566186715e-07
2019-12-28,-1.7700825941071072e-07
2019-12-29,-1.7838060230425548e-07
2019-12-30,-1.7562332980684368e-07
2019-12-31,0.0010219573119689118
2020-01-01,0.09484982801716023
2020-01-02,0.06881729472415625
2020-01-03,0.011126980530292506
2020-01-04,0.058102265387428166
2020-01-05,0.05638475541517144
2020-01-06,0.05638475541517144
2020-01-07,0.02111801009542763
2020-01-08,0.026139298437722776
2020-01-09,0.06171842882555987
2020-01-10,0.010191027201133882
2020-01-11,0.06449081892439314
2020-01-12,0.01505807282366504
2020-01-13,0.05758363600692645
2020-01-14,0.015037674431595812
2020-01-15,0.019463374373962283
2020-01-16,0.03773062328581715
2020-01-17,0.0012673494423359997
2020-01-18,0.006298294345464721
2020-01-19,0.022564671865269666
2020-01-20,0.03499594497214231
2020-01-21,0.08892881505055478
