,unit_weights
Beijing,0.11570558840292941
Gansu,0.014207657034305519
Guangdong,2.371546634619755e-10
Hainan,0.0243223163035844
Hubei,0.019349869849848784
Jiangxi,1.593373314520645e-10
Jilin,0.008801493779816412
Liaoning,0.005928712601269912
Ningxia,0.023966425331907737
Qinghai,0.004065386259686109
Shanxi,0.014589952601428785
Xinjiang,1.0231203414319537e-10
Yunnan,0.013665415750114367
Chengdu 1,2.0408741611632188e-10
Shijiazhuang 1,0.027138141598401694
Guangzhou 2,2.37473946354893e-10
Hangzhou,4.4854906665564443e-10
Hangzhou 1,4.4854906665564665e-10
Taiyuan,0.01458994692375369
Nanjing 1,0.0072661269755060695
Xining,0.004065424465722349
Haerbin 1,0.00260856679601426
Jinan,0.08665093699723275
Haerbin,0.00260856679601426
Beijing 1,0.11570558840292941
Guangzhou,2.3747394635497334e-10
Guangzhou 1,2.3747394635497117e-10
Tianjin 1,0.07684141810487229
Huhehaote,2.9264754125850476e-10
Huhehaote 1,2.9264754125849835e-10
Shijiazhuang,0.027138141598401694
Shenzhen,2.376448181094355e-10
Shenzhen 1,2.376448181094366e-10
Xian,0.012558684634366126
Chengdu,2.0408741611632085e-10
Anyang,0.06902886288131349
Langfang,0.027138162323929984
Quanzhou,0.009985333648765577
Nanchang,1.5889528678090042e-10
Tangshan,0.027138120504949848
Guangan,2.028294204639679e-10
Suuzhou,0.001715238584108013
Beihai,1.8136002105841525e-10
Guiyang,0.049998626159499106
Qingdao,0.08665094942367091
Jilin 1,0.008801493779816413
Zhengzhou,0.06902894970431919
Nanjing,0.0072661269755060695
Gansu 1,0.014207657034305519
Suzhou,0.007266113651916847
