,unit_weights
Gansu,4.209889674173833e-10
Guangdong,3.8916835287330264e-10
Hainan,7.046489619767253e-10
Hubei,9.790830171548125e-11
Jiangxi,2.9798375273730127e-10
Jilin,6.173268024817078e-10
Liaoning,0.003188960379060502
Ningxia,0.08386186258990017
Qinghai,4.665969852710506e-10
Shanxi,2.865133917522404e-10
Xinjiang,3.3150449616971094e-10
Yunnan,0.23506160659766212
Chengdu 1,1.549075830892808e-09
Shijiazhuang 1,1.2765524203798084e-09
Guangzhou 2,3.9095600912475453e-10
Hangzhou,3.6349631077120276e-10
Hangzhou 1,3.6349631077120276e-10
Taiyuan,2.842021284465146e-10
Nanjing 1,4.900639881384978e-10
Xining,4.6307739337154457e-10
Haerbin 1,1.7288267317787192e-10
Jinan,0.17996996963513873
Haerbin,1.7288267317787192e-10
Guangzhou,3.9095600912475453e-10
Guangzhou 1,3.9095600912475453e-10
Huhehaote,2.9339277531939575e-10
Huhehaote 1,2.9339277531939575e-10
Shijiazhuang,1.2765524203798084e-09
Shenzhen,3.9177666471946666e-10
Shenzhen 1,3.9177666471946666e-10
Xian,2.306469907043276e-09
Chengdu,1.549075830892808e-09
Anyang,3.214816887520432e-10
Langfang,1.277106695953324e-09
Quanzhou,0.03970842227066708
Nanchang,2.959355416729248e-10
Tangshan,1.275337983707269e-09
Guangan,1.5275929570726004e-09
Suuzhou,7.255912723215551e-10
Beihai,2.754335949591408e-10
Guiyang,0.27186123225005265
Qingdao,0.1799699876003452
Wulumuqi,3.266409670538645e-10
Dalian,0.003188967168318554
Jilin 1,6.173268024817078e-10
Zhengzhou,3.2683837388183056e-10
Nanjing,4.900639881384978e-10
Gansu 1,4.209889674173833e-10
Dalian 1,0.003188966714093772
Suzhou,4.9080004457735e-10
