,unit_weights
Anhui,0.011891451952650203
Beijing,0.017527083006213945
Chongqing,0.012446795955559389
Fujian,0.020978688434956566
Gansu,0.012145849170191169
Guangdong,0.014570464417307749
Guangxi,0.01226646608292853
Guizhou,0.01487208543790552
Hainan,0.008868335979636233
Hebei,0.01687278572021989
Henan,0.01435599976826623
Hubei,0.011528606230583393
Hunan,0.013222423955063636
Inner Mongolia,0.011446683083068003
Jiangsu,0.01353272305047722
Jiangxi,0.01195774007185099
Jilin,0.021014943265555898
Liaoning,0.01088088936719093
Ningxia,0.01365376440658001
Shaanxi,0.0118805638780693
Shandong,0.012190147023421305
Shanghai,0.010192632963374028
Shanxi,0.015933800146467416
Sichuan,0.009430782294260542
Tianjin,0.015020880180964324
Xinjiang,0.017261210882707403
Yunnan,0.016513476499938153
Zhejiang,0.014087892786560818
Chengdu 1,0.009430779520638742
Shijiazhuang 1,0.016872826606602002
Hangzhou,0.014087908522215946
Hangzhou 1,0.014087908522215946
Taiyuan,0.01593383955830421
Nanjing 1,0.013532745931237043
Xining,0.017464615721816228
Jinan,0.01219014697621155
Zhejiang 1,0.014087883473650298
Wuhan 1,0.011528607545699749
Haerbin,0.014746398645636006
Beijing 1,0.017527083006213945
Tianjin 1,0.015020880180964324
Tianjin 2,0.015020880180964324
Shijiazhuang,0.016872826606602002
Xian,0.011880563034025132
Chengdu,0.009430779520638742
Anyang,0.014355874622078149
Langfang,0.01687284387722383
Quanzhou,0.02097853627214397
Nanchang,0.011957738818600757
Tangshan,0.016872796245001286
Guangan,0.00943078425206104
Suuzhou,0.011891478595906344
Beihai,0.012266465697007992
Guiyang,0.014872068003786003
Qingdao,0.012190146882753458
Wuhan,0.011528607545699749
Hunan 1,0.013222423955063636
Tianjin 3,0.015020880180964324
Chongqing 1,0.012446795955559389
Fujian 1,0.020978729157988305
Beijing 2,0.017527083006213945
Wulumuqi,0.01726111893667079
Dalian,0.010880886536410688
Shanghai 1,0.010192632963374028
Beijing 3,0.017527083006213945
Jilin 1,0.021014943265555898
Zhengzhou,0.014356022053593105
Nanjing,0.013532745931237043
Gansu 1,0.012145849170191169
Dalian 1,0.010880886665756142
Suzhou,0.013532738837338012
