,unit_weights
Anhui,5.248872610486706e-10
Chongqing,2.9789101299053945e-09
Fujian,0.02085413899271857
Gansu,7.381110444996781e-10
Guangdong,0.008863075409674754
Guangxi,2.9078254624280695e-09
Guizhou,6.283811754007238e-10
Hainan,2.573374799846236e-10
Hebei,0.01794613289445462
Hubei,0.0916112237198516
Hunan,6.249163117204073e-10
Inner Mongolia,0.03877667463090124
Jiangsu,3.4872424444777468e-09
Jiangxi,1.9477797514875458e-10
Jilin,0.006025027166778967
Liaoning,0.020321663939980947
Ningxia,0.09321912362419459
Qinghai,1.0858892746847928e-10
Shaanxi,0.0473981444059529
Shandong,0.0028602262578302094
Shanxi,0.013246266000166708
Sichuan,4.483798846565142e-10
Tianjin,6.937667049086423e-10
Xinjiang,0.09943644820569947
Yunnan,8.173952266346252e-11
Zhejiang,3.8601959051755805e-09
Chengdu 1,4.4830528171697853e-10
Shijiazhuang 1,0.017946124623762747
Guangzhou 2,0.008863101143755003
Hangzhou,3.8594844516449915e-09
Hangzhou 1,3.8594844516449915e-09
Taiyuan,0.013246239297349574
Nanjing 1,3.486444284257966e-09
Xining,1.0815781449617315e-10
Haerbin 1,3.953491816812278e-10
Jinan,0.002860213985929425
Zhejiang 1,3.860427566354447e-09
Haerbin,3.953491816812278e-10
Guangzhou,0.008863101143755003
Guangzhou 1,0.008863101143755003
Tianjin 1,6.937667049086423e-10
Tianjin 2,6.937667049086423e-10
Huhehaote,0.03877650060912248
Huhehaote 1,0.03877650060912248
Shijiazhuang,0.017946124623762747
Shenzhen,0.00886311229405123
Shenzhen 1,0.00886311229405123
Xian,0.04739807179853657
Chengdu,4.4830528171697853e-10
Anyang,3.574019950308482e-10
Langfang,0.017946111960083496
Quanzhou,0.020854113348704306
Nanchang,1.9429661087763267e-10
Tangshan,0.01794613157254957
Guangan,4.466844861299429e-10
Suuzhou,5.229671553901047e-10
Beihai,2.906732093350951e-09
Guiyang,6.279031208107989e-10
Qingdao,0.0028602169528003842
Wuhan,0.09161123169201946
Hunan 1,6.249163117204073e-10
Tianjin 3,6.937667049086423e-10
Chongqing 1,2.9789101299053945e-09
Fujian 1,0.020854143263301428
Wulumuqi,0.09943620356234253
Dalian,0.020321659095082285
Jilin 1,0.006025027166778967
Zhengzhou,3.588511273773109e-10
Nanjing,3.486444284257966e-09
Gansu 1,7.381110444996781e-10
Dalian 1,0.02032165936356861
Suzhou,3.4867190635787044e-09
