,unit_weights
Anhui,0.009566916015153124
Chongqing,0.042032435994759074
Fujian,0.021780919345894767
Guangdong,0.04442453663281389
Guangxi,1.4197673814751216e-09
Guizhou,1.4464116871699983e-10
Hainan,0.035643281384419766
Hebei,0.05461124610943892
Heilongjiang,3.5534142297284204e-10
Henan,0.010147488779050556
Hubei,0.03227759060595178
Hunan,0.0337803704967112
Inner Mongolia,0.02649694893766536
Jiangsu,3.115276739470284e-10
Jiangxi,0.001122953971396348
Liaoning,0.02718810782393317
Ningxia,0.02591267370656327
Qinghai,0.06114707554358861
Shaanxi,0.07255523428204409
Shandong,0.008384527686352434
Shanxi,0.04844257229615348
Sichuan,4.225407617982261e-10
Xinjiang,0.048975573870340114
Yunnan,8.24293490406539e-11
Zhejiang,4.4310514657741127e-10
Chengdu 1,4.225070719116737e-10
Shijiazhuang 1,0.05461123083185866
Zhejiang 1,4.4315499964410756e-10
Wuhan 1,0.03227759256938765
Shijiazhuang,0.05461123083185866
Chengdu,4.2250707191167457e-10
Beihai,1.4193141335514538e-09
Guiyang,1.4444731497084107e-10
Wuhan,0.03227759256938766
Hunan 1,0.033780370496711204
Chongqing 1,0.04203243599475907
Fujian 1,0.021780921283964347
Heilongjiang 1,3.555315033260254e-10
Heilongjiang 2,3.555315033260244e-10
Wulumuqi,0.04897545779448441
Shanghai 1,0.06501522013785552
Zhengzhou,0.010147487265159176
