date,time_weights
2022-05-14,0.009912596632495996
2022-05-15,0.01758049647964405
2022-05-16,0.021262266889919074
2022-05-17,0.006052554171442796
2022-05-18,0.018901753274036828
2022-05-19,0.013445211545726492
2022-05-20,0.010934721738332279
2022-05-21,0.01097525186008343
2022-05-22,0.008317683856178997
2022-05-23,0.010455625019214489
2022-05-24,0.008720753559594091
2022-05-25,0.013294133288000172
2022-05-26,0.00464340478209324
2022-05-27,0.01430190406101711
2022-05-28,0.009304686120018607
2022-05-29,0.018858272588207367
2022-05-30,0.008658955990523607
2022-05-31,0.009170249117845253
2022-06-01,-4.883517103328489e-05
2022-06-02,-4.9330131904081865e-05
2022-06-03,-5.03759866503436e-05
2022-06-04,-4.992207209449697e-05
2022-06-05,-4.9355638219132346e-05
2022-06-06,-4.861427197654802e-05
2022-06-07,-4.818733778217105e-05
2022-06-08,-4.785808666966253e-05
2022-06-09,-4.753505910888996e-05
2022-06-10,-4.746309106486959e-05
2022-06-11,-4.765422516122038e-05
2022-06-12,-4.869046676035315e-05
2022-06-13,-4.804002541718519e-05
2022-06-14,-4.7690593306860976e-05
2022-06-15,-4.701459998509083e-05
2022-06-16,-4.6828834289141304e-05
2022-06-17,-4.654400180516192e-05
2022-06-18,-4.6265628239117905e-05
2022-06-19,-4.6179583451653364e-05
2022-06-20,-4.615114923586489e-05
2022-06-21,-4.543956457143515e-05
2022-06-22,-4.5212209858288137e-05
2022-06-23,-4.559048501827608e-05
2022-06-24,-4.540185132249869e-05
2022-06-25,-4.5264684171033425e-05
2022-06-26,-4.510694993752093e-05
2022-06-27,-4.502883893606628e-05
2022-06-28,-4.497683078893515e-05
2022-06-29,-4.506960815335253e-05
2022-06-30,-4.503580422037142e-05
2022-07-01,0.10488104871597642
2022-07-02,0.09232626866499316
2022-07-03,0.09985336040944387
2022-07-04,0.10668412241017645
2022-07-05,0.09642610617077564
2022-07-06,0.09521973294738478
2022-07-07,0.10060577591458658
2022-07-08,0.09062385935184378
