date,time_weights
2021-09-24,1.1701538215635491e-06
2021-09-25,1.1765992482606976e-06
2021-09-26,1.1853656917286604e-06
2021-09-27,1.1817660408651068e-06
2021-09-28,0.0020497071736219575
2021-09-29,0.005176735445143793
2021-09-30,1.1183557365762049e-06
2021-10-01,5.1591588831370445e-06
2021-10-02,5.195048615699758e-06
2021-10-03,5.240708240732205e-06
2021-10-04,5.237855620833607e-06
2021-10-05,2.868462419801664e-06
2021-10-06,5.146004294650738e-06
2021-10-07,0.008593388871440804
2021-10-08,5.148114018915835e-06
2021-10-09,5.190122196482664e-06
2021-10-10,5.238095743498784e-06
2021-10-11,5.237855620626519e-06
2021-10-12,5.269720798436814e-06
2021-10-13,5.235014911572679e-06
2021-10-14,5.204370577347368e-06
2021-10-15,5.171134924905956e-06
2021-10-16,5.210534324313639e-06
2021-10-17,5.2480162033583136e-06
2021-10-18,5.248016203365143e-06
2021-10-19,5.243606583661439e-06
2021-10-20,5.140162276227174e-06
2021-10-21,5.103233415037621e-06
2021-10-22,5.134921584546064e-06
2021-10-23,5.146000871592098e-06
2021-10-24,0.007321104400854507
2021-10-25,5.166828762434613e-06
2021-10-26,4.9690674362466895e-06
2021-10-27,5.121827989262999e-06
2021-10-28,5.060987931637657e-06
2021-10-29,0.00606295479133317
2021-10-30,5.060987931620191e-06
2021-10-31,5.0471494781942565e-06
2021-11-01,0.31419339312358696
2021-11-02,0.3343482873740693
2021-11-03,0.3221061545177841
