,unit_weights
Anhui,0.002523608673999216
Chongqing,0.052309114840222354
Fujian,1.0854022517654467e-09
Gansu,0.012410509368925514
Guangdong,0.02276442030181404
Guangxi,7.269389230017161e-10
Guizhou,0.1666508680752032
Hainan,0.013681387465966664
Hebei,2.5074610464331826e-09
Heilongjiang,1.7593902768324422e-09
Henan,0.07007024737641351
Hubei,4.164032505430334e-09
Hunan,1.5397786363535817e-09
Inner Mongolia,0.01895030353016507
Jiangsu,9.69890358769266e-10
Jiangxi,0.04124546763004904
Liaoning,1.8469443122831566e-09
Ningxia,8.25317812930378e-09
Qinghai,0.12876459658653058
Shaanxi,1.2072514306916597e-08
Shandong,5.240503034718033e-10
Shanxi,1.364556069467351e-09
Sichuan,9.175325318309844e-09
Xinjiang,6.359776326013222e-10
Yunnan,0.013166755346397692
Zhejiang,2.0047820251030014e-09
Chengdu 1,9.175554647818197e-09
Shijiazhuang 1,2.5077141273641793e-09
Nanjing 1,9.693471851779058e-10
Haerbin 1,1.7536287841469474e-09
Zhejiang 1,2.0047322960006325e-09
Wuhan 1,4.163938871029631e-09
Haerbin,1.7536287841469474e-09
Huhehaote,0.018950071328802203
Huhehaote 1,0.018950071328802203
Shijiazhuang,2.5077141273641793e-09
Shenzhen,0.02276452576404655
Shenzhen 1,0.02276452576404655
Xian,1.2070559643285177e-08
Chengdu,9.175554647818197e-09
Anyang,0.07006969454974137
Langfang,2.507544557901223e-09
Suuzhou,0.0025232798881105606
Beihai,7.239221467426704e-10
Guiyang,0.16665065635238924
Qingdao,5.234111410141055e-10
Wuhan,4.163938871029631e-09
Hunan 1,1.5397786363535817e-09
Chongqing 1,0.052309114840222354
Fujian 1,1.0854725844792735e-09
Heilongjiang 1,1.7611088378076169e-09
Heilongjiang 2,1.7611088378076169e-09
Wulumuqi,6.342962901942149e-10
Dalian,1.8468832511844924e-09
Zhengzhou,0.07007015754299127
Nanjing,9.693471851779058e-10
Gansu 1,0.012410509368925514
Dalian 1,1.8468891255775521e-09
