date,time_weights
2021-06-08,0.015372682811665215
2021-06-09,0.006067757425868446
2021-06-10,7.607367181178942e-09
2021-06-11,0.020169478855085788
2021-06-12,8.381050209713597e-09
2021-06-13,0.012512646100125289
2021-06-14,0.008599753663736442
2021-06-15,0.01038427380751298
2021-06-16,0.00832136865594687
2021-06-17,0.01432719156481092
2021-06-18,0.01171097771693276
2021-06-19,0.006977721799529698
2021-06-20,7.772116310150614e-09
2021-06-21,0.0017661209860861458
2021-06-22,0.0038348238616362795
2021-06-23,0.004764344801062853
2021-06-24,7.791308061381158e-09
2021-06-25,0.0054470485404266794
2021-06-26,6.820198403091541e-09
2021-06-27,0.0054470485404266794
2021-06-28,8.020109725178602e-09
2021-06-29,7.63416197811578e-09
2021-06-30,0.0060416165111332855
2021-07-01,0.02463741151712419
2021-07-02,0.026908802042026562
2021-07-03,0.024476193698237607
2021-07-04,0.04789205261388629
2021-07-05,0.038064618346663026
2021-07-06,0.047755678523035604
2021-07-07,0.025651202019256313
2021-07-08,0.06456154094410979
2021-07-09,0.026933529197070063
2021-07-10,0.05215331247050588
2021-07-11,0.035890330616973096
2021-07-12,0.043714068223717074
2021-07-13,0.05160375446312601
2021-07-14,0.05160375446312591
2021-07-15,0.0559913612600361
2021-07-16,0.047682705467480865
2021-07-17,0.038249553526416846
2021-07-18,0.03446009827333498
2021-07-19,0.041364385285416805
2021-07-20,0.03144100678248242
2021-07-21,0.04721972825543311
