,unit_weights
Anhui,0.014492753434254485
Beijing,0.01449272447201988
Chongqing,0.014492763349267931
Fujian,0.01449275627681745
Guangdong,0.014492754320433827
Guangxi,0.01449275449635448
Guizhou,0.014492760804334008
Hebei,0.014492749773998293
Henan,0.014492754437644391
Hubei,0.014492756775680776
Hunan,0.014492755401980348
Inner Mongolia,0.014492759771496787
Jiangsu,0.01449274974450234
Jiangxi,0.014492759555751354
Jilin,0.014492764284737785
Liaoning,0.014492757788745654
Ningxia,0.014492765381707316
Shaanxi,0.014492763428246196
Shandong,0.014492748804221613
Shanghai,0.014492763705359457
Shanxi,0.014492753812371495
Sichuan,0.014492761909076961
Tianjin,0.014492760388831153
Yunnan,0.014492753632934938
Zhejiang,0.014492755677307186
Shijiazhuang 1,0.014492758473854731
Guangzhou 2,0.014492766197724013
Hangzhou,0.01449276577339878
Hangzhou 1,0.01449276577339878
Taiyuan,0.01449276602815082
Nanjing 1,0.014492764646675668
Xining,0.014492732035350397
Haerbin 1,0.01449273121770112
Jinan,0.014492765179182394
Zhejiang 1,0.014492751990676251
Wuhan 1,0.014492754700701778
Haerbin,0.01449273121770112
Beijing 1,0.01449272447201988
Guangzhou,0.014492766197724013
Guangzhou 1,0.014492766197724013
Tianjin 1,0.014492760388831153
Tianjin 2,0.014492760388831153
Huhehaote,0.014492724383340832
Huhehaote 1,0.014492724383340832
Shijiazhuang,0.014492758473854731
Xian,0.014492756183889679
Anyang,0.01449272453359554
Langfang,0.014492765111492698
Quanzhou,0.014492765674331217
Nanchang,0.014492763564273457
Tangshan,0.014492751512060096
Guangan,0.014492724468542266
Suuzhou,0.014492724375462479
Qingdao,0.014492763364801122
Wuhan,0.014492754700701778
Hunan 1,0.014492755401980348
Tianjin 3,0.014492760388831153
Chongqing 1,0.014492763349267931
Fujian 1,0.014492753270777235
Beijing 2,0.01449272447201988
Wulumuqi,0.014492746844525898
Dalian,0.014492760801515804
Shanghai 1,0.014492763705359457
Beijing 3,0.01449272447201988
Jilin 1,0.014492764284737785
Zhengzhou,0.014492766121926938
Nanjing,0.014492764646675668
Dalian 1,0.014492760654231081
Suzhou,0.014492758548690329
