,unit_weights
Anhui,9.298746349318736e-11
Beijing,0.07740616277419336
Fujian,2.082154796261358e-11
Guangdong,3.911979924826467e-11
Guangxi,3.665032956093151e-11
Guizhou,1.6065190084999197e-11
Hebei,0.03154023368967732
Henan,0.01626247381059372
Hubei,5.282304822823363e-11
Hunan,1.5243786760326174e-11
Inner Mongolia,0.05996473437362671
Jiangsu,1.4478318637043374e-10
Jiangxi,2.090608874120394e-11
Jilin,9.952666239523151e-10
Liaoning,0.026847797328033027
Ningxia,1.5572119979156912e-10
Shaanxi,1.317761071836255e-10
Shandong,0.058301803918474025
Shanghai,2.107243921394129e-11
Shanxi,2.873904889337005e-10
Sichuan,1.4107154115314689e-11
Tianjin,3.376609760420351e-10
Yunnan,3.6718768470789855e-11
Zhejiang,2.8041571026155774e-11
Beijing 1,0.07740616277419336
Anyang,0.016262695278202708
Beijing 2,0.07740616277419336
Beijing 3,0.07740616277419336
Dalian,0.026847921509986494
Dalian 1,0.026847922262373623
Fujian 1,2.0923793612464364e-11
Guangan,1.2934133672815229e-11
Hangzhou,2.7327044831771595e-11
Hangzhou 1,2.7327044831771595e-11
Heilongjiang 1,5.479603309742041e-10
Hunan 1,1.5243786760353358e-11
Jilin 1,9.952666239522992e-10
Jinan,0.058301889338915544
Langfang,0.03154036358695847
Nanchang,1.9540264729436946e-11
Nanjing,1.441116980748606e-10
Nanjing 1,1.441116980748598e-10
Qingdao,0.05830187724087187
Quanzhou,2.0066276225343302e-11
Shanghai 1,2.1072439213941878e-11
Suzhou,1.444409426053616e-10
Taiyuan,2.8650400722534575e-10
Tangshan,0.03154026323744437
Tianjin 1,3.3766097604203194e-10
Tianjin 2,3.376609760420335e-10
Tianjin 3,3.376609760420335e-10
Wuhan,5.273732519142685e-11
Wuhan 1,5.2737325191455803e-11
Wulumuqi,0.0783151883011354
Xian,1.311973794866924e-10
Xining,0.15323763158788312
Zhejiang 1,2.818410257431074e-11
Zhengzhou,0.016262547287457043
