date,time_weights
2019-11-20,0.01880986395800377
2019-11-21,0.01942108447940436
2019-11-22,0.01927584557991315
2019-11-23,0.01901806343148568
2019-11-24,0.019488939060898405
2019-11-25,0.019625456960875847
2019-11-26,0.019627868516630006
2019-11-27,0.020500337813753676
2019-11-28,0.020437463771627917
2019-11-29,0.018820965984397853
2019-11-30,0.02039883931640574
2019-12-01,-3.9754343099866334e-05
2019-12-02,-4.033094602745571e-05
2019-12-03,-4.0483808639980814e-05
2019-12-04,-4.034233671539765e-05
2019-12-05,-4.005391261617592e-05
2019-12-06,-3.9691796333602795e-05
2019-12-07,-3.9553136953323e-05
2019-12-08,-3.947717019205986e-05
2019-12-09,-3.96882084423907e-05
2019-12-10,-3.9049772350549244e-05
2019-12-11,-3.9256020504723324e-05
2019-12-12,-3.932315586446576e-05
2019-12-13,-3.9094758040734427e-05
2019-12-14,-3.876597603748948e-05
2019-12-15,-3.891888100617802e-05
2019-12-16,-3.9295144462844243e-05
2019-12-17,-3.888478362235083e-05
2019-12-18,-3.905998490673076e-05
2019-12-19,-3.8407964680022265e-05
2019-12-20,-3.8039494778509104e-05
2019-12-21,-3.832976515433656e-05
2019-12-22,-3.829429748331748e-05
2019-12-23,-3.84143957007743e-05
2019-12-24,-3.840142475167042e-05
2019-12-25,-3.818189605550534e-05
2019-12-26,-3.816278311783923e-05
2019-12-27,-3.823629610675528e-05
2019-12-28,-3.839141688501092e-05
2019-12-29,-3.8783005969379706e-05
2019-12-30,-3.825251031490009e-05
2019-12-31,-3.8127952938455924e-05
2020-01-01,0.033308211867876206
2020-01-02,0.03192362999532842
2020-01-03,0.035535667686044596
2020-01-04,0.034711408260616104
2020-01-05,0.03125502420653011
2020-01-06,0.03125502420653011
2020-01-07,0.035968985812486524
2020-01-08,0.031864799324874404
2020-01-09,0.03567987057545813
2020-01-10,0.032936911327720766
2020-01-11,0.03628181395895387
2020-01-12,0.03170287927720947
2020-01-13,0.032988863544222057
2020-01-14,0.03341179070396494
2020-01-15,0.036520050330693214
2020-01-16,0.037091158174927606
2020-01-17,0.03314794483459947
2020-01-18,0.03336739229015172
2020-01-19,0.03549090733485671
2020-01-20,0.038114774086860766
2020-01-21,0.0337944553973576
2020-01-22,0.03551288627989474
2020-01-23,0.03392003767201017
