,unit_weights
Anhui,1.7754349945511773e-09
Beijing,0.020057790575963647
Chongqing,0.016649906890173385
Fujian,0.024546151039757033
Guangdong,6.685707154129618e-09
Guangxi,0.08707754667618722
Guizhou,0.11047604016113913
Hebei,2.1319045933556025e-09
Henan,4.870520743906851e-09
Hubei,2.287964047018835e-09
Hunan,0.1073134324982171
Inner Mongolia,5.007895662114842e-10
Jiangsu,1.4021086630191344e-09
Jiangxi,0.03804102189275901
Jilin,2.6147869709088365e-10
Liaoning,5.86136951792722e-10
Ningxia,1.6775500718057036e-09
Shaanxi,0.0008544295338488443
Shandong,1.1826420544843674e-09
Shanghai,2.58742004831032e-09
Shanxi,6.649710962294309e-10
Sichuan,0.09024867297681041
Tianjin,5.963500196124343e-10
Yunnan,0.1423645963265728
Zhejiang,2.5207823439443377e-09
Beijing 1,0.020057790575963647
Anyang,4.8701059150965696e-09
Beijing 2,0.020057790575963647
Beijing 3,0.020057790575963647
Chongqing 1,0.016649906890173385
Dalian,5.855011061511759e-10
Dalian 1,5.854985774255086e-10
Fujian 1,0.02454615650552866
Guangan,0.09024615097675052
Guangzhou,6.6843328665592425e-09
Guangzhou 1,6.6843328665592425e-09
Guangzhou 2,6.6843328665592425e-09
Haerbin,5.875452241850078e-10
Haerbin 1,5.875452241850078e-10
Hangzhou,2.5197109659851173e-09
Hangzhou 1,2.5197109659851173e-09
Huhehaote,5.000891723739613e-10
Huhehaote 1,5.000891723739613e-10
Hunan 1,0.1073134324982171
Jilin 1,2.6147869709088365e-10
Jinan,1.1815094928636443e-09
Langfang,2.1310391456557734e-09
Nanchang,0.03804084191023972
Nanjing,1.40135427880846e-09
Nanjing 1,1.40135427880846e-09
Qingdao,1.1815755308166592e-09
Quanzhou,0.024546085819874768
Shanghai 1,2.58742004831032e-09
Shijiazhuang,2.1310460191305455e-09
Shijiazhuang 1,2.1310460191305455e-09
Suuzhou,1.7748845446015867e-09
Suzhou,1.4016848705645994e-09
Taiyuan,6.64219593694407e-10
Tangshan,2.131374554820705e-09
Tianjin 1,5.963500196124343e-10
Tianjin 2,5.963500196124343e-10
Tianjin 3,5.963500196124343e-10
Wuhan,2.2878768877855756e-09
Wuhan 1,2.2878768877855756e-09
Wulumuqi,5.101698667223438e-10
Xian,0.0008543667054050088
Xining,7.10093129369792e-10
Zhejiang 1,2.5211286427180176e-09
Zhengzhou,4.867679167227248e-09
