date,time_weights
2019-12-01,0.02873652831797831
2019-12-02,-4.602549872566059e-07
2019-12-03,-4.6199160318460873e-07
2019-12-04,0.013481709276153735
2019-12-05,0.011218714017324981
2019-12-06,-4.529619367623782e-07
2019-12-07,-4.513762117222336e-07
2019-12-08,-4.50507961616779e-07
2019-12-09,-4.5291426749683884e-07
2019-12-10,-4.45629975721223e-07
2019-12-11,0.012668315389963236
2019-12-12,0.013583361000021592
2019-12-13,0.011874549232091951
2019-12-14,0.008912832380533272
2019-12-15,-4.441336117801585e-07
2019-12-16,-4.484203391118542e-07
2019-12-17,-9.419913731994661e-07
2019-12-18,0.012603143180631935
2019-12-19,-4.383035346067781e-07
2019-12-20,0.000565647809912446
2019-12-21,0.009252195705584276
2019-12-22,-4.370080664788723e-07
2019-12-23,-4.383763450069941e-07
2019-12-24,-4.3822482685688145e-07
2019-12-25,0.0035668938796745457
2019-12-26,0.02676673457917146
2019-12-27,0.030133840880140594
2019-12-28,0.0244485489975814
2019-12-29,-4.4259046165382433e-07
2019-12-30,-4.365246934204861e-07
2019-12-31,0.0002786267827259291
2020-01-01,0.07052295050377526
2020-01-02,0.04649064233041053
2020-01-03,0.0528414978178538
2020-01-04,0.049755935226472044
2020-01-05,0.03337589394310296
2020-01-06,0.033375893943102995
2020-01-07,0.055588668711664256
2020-01-08,0.025534968708828158
2020-01-09,0.03798417253739634
2020-01-10,0.045801120507506905
2020-01-11,0.07206428058046702
2020-01-12,0.04292083196883756
2020-01-13,0.03685710801106334
2020-01-14,0.021658188391012186
2020-01-15,0.04888158161548391
2020-01-16,0.04453277984780711
2020-01-17,0.014563398992846309
2020-01-18,0.00398448679408049
2020-01-19,0.024504729385426572
2020-01-20,0.030676870436384732
2020-01-21,-1.427154624242173e-09
2020-01-22,-1.1286095882471569e-09
