,unit_weights
Anhui,4.868460644889517e-10
Beijing,1.350415300125902e-10
Chongqing,4.506288401159101e-11
Fujian,1.6553697976126006e-10
Gansu,6.773154234359625e-11
Guangdong,0.1437894189856749
Guangxi,0.01723549498310558
Guizhou,6.552112621577744e-11
Hainan,0.09441462849119645
Hebei,2.4625569706868363e-10
Heilongjiang,3.1178073895365025e-10
Henan,1.7472149809764018e-10
Hubei,1.0353985033040143e-10
Hunan,6.988122108444719e-11
Inner Mongolia,2.7864256417505576e-10
Jiangsu,4.137122929874695e-10
Jiangxi,9.864314794248475e-11
Jilin,5.65093392776913e-10
Liaoning,0.05072191172403509
Ningxia,1.545790166116977e-10
Qinghai,1.4401042536713879e-11
Shaanxi,9.220827263016208e-11
Shandong,2.4345389137396533e-10
Shanghai,2.583075956624662e-10
Shanxi,1.0862632634492541e-10
Sichuan,4.972991603499724e-11
Tianjin,1.9954865506131146e-10
Xinjiang,1.511618077663777e-10
Yunnan,5.8062667631905286e-11
Zhejiang,3.030872124623375e-10
Beijing 1,1.350415300125902e-10
Anyang,1.7323346877812688e-10
Beihai,0.017237575074154042
Beijing 2,1.350415300125902e-10
Beijing 3,1.350415300125902e-10
Chengdu,4.871944008345435e-11
Chengdu 1,4.871944008345435e-11
Chongqing 1,4.506288401159101e-11
Dalian,0.050721793077235525
Dalian 1,0.050721791530387174
Fujian 1,1.6572399733647763e-10
Gansu 1,6.773154234359625e-11
Guangan,4.767776213297023e-11
Guangzhou,0.14378934580479485
Guangzhou 1,0.14378934580479485
Guiyang,6.404654607779599e-11
Haerbin,3.126209024763954e-10
Haerbin 1,3.126209024763954e-10
Hangzhou,3.0143667151921873e-10
Hangzhou 1,3.0143667151921873e-10
Heilongjiang 1,3.124569484535239e-10
Heilongjiang 2,3.124569484535239e-10
Huhehaote,2.7613295670415686e-10
Huhehaote 1,2.7613295670415686e-10
Hunan 1,6.988122108444719e-11
Jilin 1,5.65093392776913e-10
Jinan,2.409452937455285e-10
Langfang,2.4488303867725593e-10
Nanchang,9.690569037521855e-11
Nanjing,4.103914861792789e-10
Nanjing 1,4.103914861792789e-10
Qingdao,2.4102324258502215e-10
Quanzhou,1.6450260663771576e-10
Shanghai 1,2.583075956624662e-10
Shenzhen,0.1437893400959898
Shenzhen 1,0.1437893400959898
Shijiazhuang,2.4490938192801704e-10
Shijiazhuang 1,2.4490938192801704e-10
Suuzhou,5.05516965097484e-10
Suzhou,4.115334165613834e-10
Taiyuan,1.0723080414460865e-10
Tangshan,2.4543832234453844e-10
Tianjin 1,1.9954865506131146e-10
Tianjin 2,1.9954865506131146e-10
Tianjin 3,1.9954865506131146e-10
Wuhan,1.0341251849860721e-10
Wuhan 1,1.0341251849860721e-10
Wulumuqi,1.4943421351615847e-10
Xian,9.136949482771702e-11
Xining,1.510671292276566e-11
Zhejiang 1,3.03667588018445e-10
Zhengzhou,1.734591776218708e-10
