,unit_weights
Anhui,0.023296345917232546
Beijing,1.1765029075483404e-11
Chongqing,0.09251511268082542
Fujian,1.478582660961263e-11
Gansu,4.3655943437442394e-11
Guangdong,2.1213619905725133e-11
Guangxi,2.06756452657629e-11
Guizhou,0.04876629073237516
Hainan,1.3317040082338873e-10
Hebei,2.923512673703227e-11
Heilongjiang,1.1429291650939751e-11
Henan,6.748075292570563e-11
Hubei,0.07286989995257721
Hunan,0.07956991166668312
Inner Mongolia,1.0764728936896084e-11
Jiangsu,0.043447463521020295
Jiangxi,0.035831254885855014
Jilin,1.2456695342179592e-11
Liaoning,1.9217555480195868e-11
Ningxia,2.3334991475430074e-11
Qinghai,0.1783757531602366
Shaanxi,4.669871207571842e-11
Shandong,1.7279108627840217e-11
Shanghai,0.15090287736651362
Shanxi,1.4457805232254374e-11
Sichuan,0.016741259842361075
Tianjin,3.128413715272343e-11
Xinjiang,1.595977261349681e-11
Yunnan,5.313778467202759e-12
Zhejiang,3.937811469346636e-11
Shenzhen 2,2.1130685667752542e-11
Suzhou,0.043447427877372054
Beijing 1,1.1765029075512979e-11
Guangzhou,2.1135319138316043e-11
Guangzhou 1,2.1135319138316657e-11
Tianjin 1,3.128413715272343e-11
Tianjin 2,3.1284137152750485e-11
Huhehaote,1.0605383674788952e-11
Huhehaote 1,1.0605383674789002e-11
Shijiazhuang,2.9111450072651196e-11
Shenzhen,2.1130685667752335e-11
Shenzhen 1,2.1130685667782208e-11
Xian,4.6596779362373106e-11
Haerbin,1.1329111573147687e-11
Chengdu,0.016740614643537335
Wuhan,0.07286983731435615
Anyang,6.717995058440212e-11
Langfang,2.906338392975443e-11
Quanzhou,1.4660531791867626e-11
Nanchang,0.035831014088454356
Tangshan,2.917667719022515e-11
Guangan,0.016732839514423118
Suuzhou,0.023295972458445946
Beihai,2.0453917226783256e-11
Guiyang,0.048766123322332426
Qingdao,1.708995548660005e-11
