,unit_weights
Anhui,1.0960746252327655e-10
Chongqing,2.451979292814852e-10
Fujian,0.07465489148848288
Guangdong,0.23168263631451663
Guangxi,0.06549637002814745
Guizhou,0.03232869586128578
Hainan,1.9345111600096818e-10
Hebei,1.0791495853222359e-10
Heilongjiang,1.32685084384668e-10
Henan,6.165910442088883e-11
Hubei,1.178228916708117e-10
Hunan,2.0814612432105802e-10
Inner Mongolia,1.0572590027876854e-10
Jiangsu,2.4251351234885224e-10
Jiangxi,1.0741107107538854e-10
Liaoning,1.332305123544031e-10
Ningxia,2.824160206557151e-10
Qinghai,1.3317896390626624e-10
Shaanxi,1.090238733438942e-10
Shandong,1.872639845915244e-10
Shanxi,1.2570505489446684e-10
Sichuan,4.855776364173045e-11
Xinjiang,1.4264646401451678e-10
Yunnan,1.785831721004377e-10
Zhejiang,0.09583806307884496
Beihai,0.06549537009783696
Beijing 2,1.1153272526353308e-10
Chengdu,4.7612848530456225e-11
Chengdu 1,4.761284853045547e-11
Chongqing 1,2.4519792928148887e-10
Fujian 1,0.07465490322115463
Guangan,4.674813450505163e-11
Guiyang,0.032328522831220965
Heilongjiang 1,1.3324828316039043e-10
Heilongjiang 2,1.332482831604225e-10
Hunan 1,2.0814612432105716e-10
Shenzhen 1,0.23168246772727186
Shijiazhuang,1.0690322983765265e-10
Shijiazhuang 1,1.0690322983765217e-10
Suuzhou,1.0581004142324403e-10
Wuhan,1.1769570643256336e-10
Wuhan 1,1.1769570643256336e-10
Wulumuqi,1.4104585974897093e-10
Xining,1.3382991451536938e-10
Zhejiang 1,0.09583807451434703
Zhengzhou,6.064014870125298e-11
