,unit_weights
Gansu,0.010915562929016454
Guangdong,0.02686587755846203
Hainan,0.012320891024012117
Hubei,0.010097864450864346
Jiangxi,0.020652708194468346
Jilin,0.015853487244947766
Liaoning,0.019883148709213642
Ningxia,0.014558594479852291
Qinghai,9.05673969575306e-09
Shanxi,0.021936980543870995
Xinjiang,0.01976884767109063
Yunnan,0.023650570118195696
Beijing 1,0.02134467986200148
Anyang,0.015145501131909617
Beihai,0.03761815324256527
Beijing 2,0.02134467986200148
Chengdu,5.663727114358128e-10
Chengdu 1,5.663727114358128e-10
Dalian,0.019883156831213264
Dalian 1,0.019883156877449692
Gansu 1,0.010915562929016456
Guangan,5.681242083928281e-10
Guangzhou,0.026865877379094016
Guangzhou 1,0.02686587737909401
Guangzhou 2,0.02686587737909401
Guiyang,0.018922332241106284
Haerbin,0.023007578854643683
Haerbin 1,0.023007578854643666
Hangzhou,0.019986735508108148
Hangzhou 1,0.019986735508108148
Huhehaote,0.028725027927466215
Huhehaote 1,0.028725027927466215
Jilin 1,0.015853487244947766
Jinan,0.02624518898927393
Langfang,0.022470342761397633
Nanchang,0.020652722551109275
Nanjing,0.023415308378646298
Nanjing 1,0.023415308378646298
Qingdao,0.026245188754409895
Quanzhou,0.021346358416320887
Shenzhen,0.026865877359462116
Shenzhen 1,0.026865877359462116
Shijiazhuang,0.022470340042206122
Shijiazhuang 1,0.02247034004220613
Suuzhou,0.015968667482196656
Suzhou,0.02341530651283296
Taiyuan,0.02193698662508682
Tangshan,0.022470337174589985
Wulumuqi,0.01976885958745326
Xian,0.01737992897826514
Xining,9.04173267682098e-09
Zhengzhou,0.015145480943529094
